frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,408583.099425,159188.000000,418.139929
4,133761.008997,67141.000000,733.845352
8,200535.681212,107300.000000,67.461100
16,385793.057833,240389.000000,392.095652
32,340416.738839,220353.000000,110.113578
64,1374414.274299,257545.000000,123178.131241
128,490305.405438,289388.000000,7260.610856
256,374705.827183,158554.000000,1047.156626
512,419130.311130,255333.000000,5395.052363
1024,218555.434924,137416.000000,5683.364760
2048,610028.701263,287967.000000,63002.769138
4096,1089283.825865,247945.000000,541648.600341
8192,522516.914976,121336.000000,382056.866712
16384,408521.083948,193571.000000,332387.527996
32768,1165983.281785,167448.000000,1024734.505540
65536,390569.170069,63079.000000,0.000000
