frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,57036102.507221,886142.000000,1359848.420666
4,34895633.292376,597366.000000,891657.644225
8,34388746.208465,602900.000000,912107.376780
16,57705018.108079,883302.000000,1593256.194436
32,35018949.009024,605028.000000,1163000.370941
64,3686372.085438,259258.000000,17310.795851
128,57974648.577731,888487.000000,3973210.558547
256,4374100.881364,286293.000000,124903.509470
512,35185488.311976,605596.000000,3371910.449281
1024,58444885.874439,891450.000000,6203013.522420
2048,58729780.852674,890629.000000,11648105.133929
4096,35580481.261570,574049.000000,8543121.737843
8192,36572714.022925,605618.000000,13411881.831003
16384,37295956.551200,603182.000000,15422224.372358
32768,57430562.253758,896960.000000,20396093.949070
65536,37207051.211219,536265.000000,35298413.409820
