frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,34883859.930719,593047.000000,479235.329484
4,34231042.341161,584385.000000,1054945.806502
8,1577174.869360,220600.000000,50038.108058
16,34521739.759659,604845.000000,775264.761148
32,57647072.583499,888436.000000,1990671.304972
64,35007025.896190,605615.000000,1946157.877847
128,5090025.568830,302651.000000,278289.200669
256,58365016.935597,891289.000000,5134733.701962
512,5180249.663374,288771.000000,187990.018480
1024,35467064.217327,606327.000000,5744387.449352
2048,35254983.648234,604514.000000,5073597.499550
4096,5825006.998868,277359.000000,1212443.145806
8192,6737516.198723,256849.000000,2372499.097173
16384,2673751.628107,85302.000000,1999280.236333
32768,34436380.178059,605634.000000,17094792.347718
65536,55941243.789235,905068.000000,34259946.488186
