frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1382013.680538,207106.000000,18653.277272
4,58017864.881884,905715.000000,841149.478819
8,34534582.452438,605621.000000,644932.250815
16,34324633.193550,604532.000000,604420.399589
32,58252991.569771,889506.000000,1404962.958983
64,58459242.122520,904500.000000,2575789.672787
128,3816324.930272,267674.000000,20030.847561
256,58583700.247896,889162.000000,5112783.803835
512,34922699.533151,599135.000000,3404322.965850
1024,35260424.856300,580926.000000,4426471.877621
2048,58749234.648293,895360.000000,11626895.732958
4096,35391926.188050,603366.000000,8475277.647135
8192,31926023.111367,583373.000000,4452207.625628
16384,57839794.394277,895661.000000,14980333.618665
32768,33274385.673006,604767.000000,11827746.881432
65536,8973048.486980,232327.000000,5219943.746501
