frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,58158766.943168,895084.000000,1455317.383094
4,34777306.509990,603256.000000,561827.760570
8,57295491.828218,887312.000000,1330274.831067
16,57319329.025914,887186.000000,1253183.459719
32,3661889.259402,300546.000000,199480.986184
64,58523631.224703,910112.000000,3406562.474047
128,34609963.572704,592782.000000,1335235.918810
256,58040039.691800,889234.000000,4599650.314619
512,35449954.737252,605746.000000,3912263.022953
1024,58544478.965603,894192.000000,8273850.936249
2048,5554369.558008,207957.000000,779092.400734
4096,3866517.276331,294675.000000,1053000.523500
8192,1944948.875360,199518.000000,243839.300557
16384,658879.460931,86074.000000,0.000000
32768,3334946.083545,189738.000000,925951.071617
65536,60005971.270596,898327.000000,32949469.415769
