frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,34328803.475277,606394.000000,790139.729469
4,34310926.467852,603122.000000,898596.813327
8,2188824.681072,303825.000000,14512.319181
16,35047452.194685,605978.000000,958879.634402
32,57732803.439283,890925.000000,2204003.006834
64,34807949.470637,605029.000000,1720292.702435
128,58806704.095144,895455.000000,4341001.699182
256,35019117.042029,570150.000000,2391409.402756
512,58683549.977183,907524.000000,6470766.442576
1024,58077821.547427,904280.000000,8171952.419553
2048,34842069.766194,585808.000000,5151733.491677
4096,34343576.540412,604317.000000,7871719.833549
8192,35599815.508616,540749.000000,12498245.748346
16384,4063403.933204,287564.000000,884326.883080
32768,59189362.152178,897174.000000,31241697.211820
65536,4002972.286394,190999.000000,3163331.808045
