arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs1_mode1_L2_norm_flow_time
30,4.073000,262144,13003.502259
30,4.639000,32768,3976.707181
30,7.918000,512,40503.152248
30,5.649000,4096,25510.448918
30,16.772000,64,106165.822029
