arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs1_mode1_L2_norm_flow_time
40,4.639000,32768,8485.987391
40,5.649000,4096,12623.839511
40,7.918000,512,9909.067615
40,4.073000,262144,5414.720676
40,16.772000,64,4989.987074
