arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs1_mode1_L2_norm_flow_time
30,16.772000,64,96618.386904
30,4.073000,262144,3743.397521
30,7.918000,512,11481.656588
30,5.649000,4096,24221.338753
30,4.639000,32768,7609.360026
