arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs1_mode1_L2_norm_flow_time
34,5.649000,4096,27172.346660
34,16.772000,64,6697.978426
34,4.073000,262144,20455.147127
34,4.639000,32768,10719.920475
34,7.918000,512,11881.985651
