arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs1_mode1_L2_norm_flow_time
24,4.639000,32768,19742.815123
24,16.772000,64,157285.433397
24,4.073000,262144,8711.822427
24,5.649000,4096,31029.858379
24,7.918000,512,70578.175607
