arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs1_mode1_L2_norm_flow_time
20,16.772000,64,241897.336498
20,4.639000,32768,22458.836501
20,7.918000,512,118596.872990
20,4.073000,262144,16060.352611
20,5.649000,4096,49804.433748
