arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs1_mode1_L2_norm_flow_time
22,4.639000,32768,22679.343707
22,4.073000,262144,16446.645190
22,5.649000,4096,33567.370317
22,7.918000,512,92893.574643
22,16.772000,64,159433.080015
