arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs1_mode1_L2_norm_flow_time
24,5.649000,4096,18168.290674
24,16.772000,64,162906.432224
24,7.918000,512,102154.740991
24,4.073000,262144,7500.682902
24,4.639000,32768,31801.145797
