arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs1_mode1_L2_norm_flow_time
20,4.639000,32768,5122.194842
20,7.918000,512,104477.211271
20,4.073000,262144,13665.117197
20,5.649000,4096,45356.077035
20,16.772000,64,259448.487016
