arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs1_mode1_L2_norm_flow_time
32,5.649000,4096,22620.748882
32,7.918000,512,18874.388202
32,4.073000,262144,21679.522366
32,4.639000,32768,28654.322205
32,16.772000,64,10714.175657
