arrival_rate,bp_parameter,SJF/SRPT,RR/SRPT,MLFQ/SRPT,RMLFQ/SRPT,SETF/SRPT,FCFS/SRPT,SJF/FCFS,RR/FCFS,MLFQ/FCFS,RMLFQ/FCFS,SETF/FCFS,SPRT/FCFS,SJF_L2_Norm/SRPT_L2_Norm,RR_L2_Norm/SRPT_L2_Norm,MLFQ_L2_Norm/SRPT_L2_Norm,RMLFQ_L2_Norm/SRPT_L2_Norm,SETF_L2_Norm/SRPT_L2_Norm,FCFS_L2_Norm/SRPT_L2_Norm,SJF_L2_Norm/FCFS_L2_Norm,RR_L2_Norm/FCFS_L2_Norm,MLFQ_L2_Norm/FCFS_L2_Norm,RMLFQ_L2_Norm/FCFS_L2_Norm,RR_L2_Norm/SETF_L2_Norm,Scheduler/SRPT,Scheduler/FCFS,Scheduler_L2_Norm/SRPT_L2_Norm,Scheduler_L2_Norm/FCFS_L2_Norm
22,"{'L': 16.772, 'H': 64}",1.0234375,1.9433593749999998,2.529296875,2.3224304768788513,2.0537109375,1.287109375,0.795144157814871,1.5098634294385431,1.9650986342943852,1.8043769410652075,1.595599393019727,0.7769347496206374,0.9891967123990411,1.3533728994401886,1.8676858860734387,1.8539753669182206,1.7380235337492562,0.8791217326920313,1.1252101678455155,1.5394601783940813,2.1244906326615807,2.108894932264966,0.778685025352159,1.287109375,1.0,0.8791217326920313,1.0
22,"{'L': 16.772, 'H': 64}",1.0,1.9332321699544763,1.9893778452200301,2.327938499099392,2.5477996965098635,1.3414264036418817,0.745475113122172,1.4411764705882353,1.4830316742081446,1.7354202159575787,1.899321266968326,0.745475113122172,1.0,1.4381873053201388,1.5087139958450095,1.8350898047563433,2.1846465755226,0.9513252156202101,1.0511652414763932,1.511772506085127,1.5859077117612337,1.928982617747569,0.658315775848596,1.3414264036418817,1.0,0.9513252156202101,1.0
22,"{'L': 16.772, 'H': 64}",1.0288713910761156,1.6312335958005248,2.009186351706037,2.0947035965282725,1.9225721784776904,1.1351706036745406,0.9063583815028903,1.4369942196531793,1.769942196531792,1.845276463068837,1.69364161849711,0.8809248554913295,0.9712906245512608,1.2854621627698215,1.8019838398034917,1.927094240767143,1.9116539601594575,0.8711761924286816,1.1149186961175768,1.4755478558088067,2.0684493624416973,2.2120602669303358,0.6724345459795437,1.1351706036745406,1.0,0.8711761924286816,1.0
22,"{'L': 16.772, 'H': 64}",1.0493273542600898,1.5411061285500747,2.4409566517189836,2.2975762809281264,2.3258594917787745,1.1300448430493273,0.9285714285714286,1.3637566137566137,2.1600529100529102,2.0331726612975087,2.058201058201058,0.8849206349206349,0.9808115739670582,1.3258173630083567,2.230736543407125,2.3414425013981224,2.2773451665020055,0.9895979426774059,0.9911212742757168,1.3397535562991298,2.2541847018919197,2.3660543342109572,0.5821767303920853,1.0493273542600898,0.9285714285714286,0.9808115739670582,0.9911212742757168
22,"{'L': 16.772, 'H': 64}",1.0947255113024756,1.67491926803014,1.7728740581270181,1.500325538310934,1.7244348762109794,1.2002152852529602,0.9121076233183856,1.3955156950672645,1.4771300448430493,1.2500470180187064,1.4367713004484304,0.8331838565022421,0.9834604279965383,1.3976084879498616,1.5539403898058752,1.3030508618154013,1.7070470406092215,0.9607953445324738,1.02358991807469,1.4546370316042094,1.6173479593222089,1.3562210404438109,0.8187287489459425,1.2002152852529602,1.0,0.9607953445324738,1.0
22,"{'L': 16.772, 'H': 64}",1.040993788819876,1.5987577639751553,1.7751552795031056,1.6637602870408186,2.3465838509316774,1.0807453416149069,0.9632183908045978,1.4793103448275864,1.642528735632184,1.5394563575492632,2.171264367816092,0.9252873563218391,0.8183101644134576,1.18675477825782,1.6983009328218406,1.6757922182610991,2.083827721582023,0.7976082000681722,1.025955054553747,1.4878918974960225,2.1292420673166164,2.1010218025816028,0.5695071458963251,1.0807453416149069,1.0,0.7976082000681722,1.0
22,"{'L': 16.772, 'H': 64}",1.2159709618874772,1.6061705989110708,1.7168784029038113,1.8553200527447806,2.8693284936479126,1.252268602540835,0.9710144927536232,1.2826086956521738,1.3710144927536232,1.4815671725541653,2.291304347826087,0.7985507246376812,1.0637923512438292,1.3671425450282093,1.5139478883964936,1.697032715772704,2.7029003388238984,1.030073291449309,1.0327346219676055,1.3272284179940683,1.469747736363861,1.647487348579814,0.5058057544301053,1.0,0.7985507246376812,1.0,0.9708047071029324
22,"{'L': 16.772, 'H': 64}",1.134020618556701,1.961340206185567,1.8350515463917525,1.7344928422482362,1.9871134020618555,1.347938144329897,0.8413001912045889,1.4550669216061185,1.3613766730401529,1.2867748045742173,1.4741873804971317,0.7418738049713193,0.8836810674521984,1.2368463668061396,1.5174183215738186,1.5632578684083258,1.75138485111243,0.8391122511340172,1.0531142481330107,1.4739939324382465,1.8083615386655427,1.8629901616805893,0.7062104973789912,1.347938144329897,1.0,0.8391122511340172,1.0
22,"{'L': 16.772, 'H': 64}",1.0531914893617023,1.7386018237082068,2.088145896656535,1.9909806790447173,1.7857142857142858,1.2416413373860182,0.8482252141982863,1.4002447980416157,1.6817625458996328,1.603507083000519,1.438188494492044,0.8053855569155446,0.9873897275945029,1.4361061503364507,1.8010418398946577,1.7462176481362308,1.6449515079462578,0.9617443249472414,1.0266655097223145,1.4932306987257051,1.87268257599904,1.8156776212139578,0.8730385931737569,1.2416413373860182,1.0,0.9617443249472414,1.0
22,"{'L': 16.772, 'H': 64}",1.0111524163568772,1.8190830235439899,1.9442379182156133,2.103182359352602,2.5390334572490705,1.3122676579925652,0.7705382436260623,1.3862134088762983,1.4815864022662888,1.6027083701582148,1.9348441926345608,0.7620396600566572,0.998626179786421,1.3760251551198879,1.4665899410954797,1.587876549204405,1.9625470251086525,0.958362388363519,1.0420131172840117,1.4358088045061552,1.5303083248079052,1.6568644267392756,0.7011425140468708,1.3122676579925652,1.0,0.958362388363519,1.0
