arrival_rate,RDYNAMIC/RR_ratio,RDYNAMIC/SRPT_ratio,RDYNAMIC/SETF_ratio,RDYNAMIC/FCFS_ratio,RDYNAMIC/RMLF_ratio
20,0.5890952758798734,1.744230813477475,0.9132966497842998,0.9911332061437723,1.0452496176482484
22,0.6435442202114408,2.066391350693621,1.051016938540561,1.078734275058587,1.238748400136784
24,0.5132039474650054,1.9604068675929258,0.8455091604287892,0.840042944819073,1.169528270505514
26,0.5237803347814887,2.1737277782895834,1.0484426138514313,0.9073245653818143,1.2892899244743317
28,0.40829994646090373,2.0112432823846342,0.6784903281917521,0.6767934001404271,1.2113547678626366
30,0.4796307430987922,2.162231171917176,0.9699081599394471,1.0715080677958821,1.2472603767642663
32,0.42433916192372995,2.1088976626521156,0.9448343134580109,0.9525904744904364,1.233263890625827
34,0.1856667271162478,1.8223874325825795,0.49286251888025717,0.258242173527273,1.0937430453992534
36,0.3569432500115954,2.524608981629924,1.3323755524150094,0.9476181893306818,1.4725226960591522
38,0.42152748809975793,2.7866224888647526,1.241700974857763,0.9423621469250436,1.645303588432401
40,0.3192580236710975,2.599814414863531,1.4421410207109742,1.0398463361981167,1.4385335352261082
