arrival_rate,RR_L2_Norm,SRPT_L2_Norm,SETF_L2_Norm,FCFS_L2_Norm,RMLF_L2_Norm
28,52532.214963772465,12010.840436872018,18918.472797770966,36408.91598221513,17770.37523520536
