arrival_rate,RR_L2_Norm,SRPT_L2_Norm,SETF_L2_Norm,FCFS_L2_Norm,RMLF_L2_Norm
26,1145913.4280738663,276118.71411948884,572474.7459303336,661512.9159812377,465532.9321927719
