job_id,job_size,fcfs_completions,rmlf_completions,fcfs_percentage,rmlf_percentage
763,19.0,13,6,68.4,31.6
764,39.0,33,6,84.6,15.4
765,23.0,17,6,73.9,26.1
766,18.0,12,6,66.7,33.3
767,17.0,11,6,64.7,35.3
768,19.0,13,6,68.4,31.6
769,33.0,27,6,81.8,18.2
770,34.0,28,6,82.4,17.6
771,56.0,50,6,89.3,10.7
772,28.0,22,6,78.6,21.4
773,24.0,20,4,83.3,16.7
774,35.0,33,2,94.3,5.7
775,19.0,17,2,89.5,10.5
776,28.0,26,2,92.9,7.1
777,51.0,49,2,96.1,3.9
778,19.0,17,2,89.5,10.5
779,21.0,19,2,90.5,9.5
780,23.0,21,2,91.3,8.7
781,23.0,21,2,91.3,8.7
782,25.0,23,2,92.0,8.0
783,56.0,54,2,96.4,3.6
784,25.0,23,2,92.0,8.0
785,17.0,15,2,88.2,11.8
786,50.0,48,2,96.0,4.0
787,25.0,23,2,92.0,8.0
788,34.0,32,2,94.1,5.9
789,17.0,15,2,88.2,11.8
790,22.0,20,2,90.9,9.1
791,22.0,20,2,90.9,9.1
792,21.0,19,2,90.5,9.5
793,26.0,24,2,92.3,7.7
794,24.0,22,2,91.7,8.3
795,22.0,20,2,90.9,9.1
796,33.0,31,2,93.9,6.1
797,49.0,47,2,95.9,4.1
798,29.0,27,2,93.1,6.9
799,35.0,33,2,94.3,5.7
800,25.0,23,2,92.0,8.0
801,24.0,22,2,91.7,8.3
802,19.0,17,2,89.5,10.5
803,47.0,45,2,95.7,4.3
804,17.0,15,2,88.2,11.8
805,17.0,15,2,88.2,11.8
806,34.0,32,2,94.1,5.9
807,18.0,16,2,88.9,11.1
808,20.0,18,2,90.0,10.0
809,20.0,18,2,90.0,10.0
810,31.0,29,2,93.5,6.5
811,47.0,45,2,95.7,4.3
812,17.0,15,2,88.2,11.8
813,39.0,37,2,94.9,5.1
814,29.0,27,2,93.1,6.9
815,17.0,15,2,88.2,11.8
816,24.0,22,2,91.7,8.3
817,59.0,57,2,96.6,3.4
818,61.0,59,2,96.7,3.3
819,21.0,19,2,90.5,9.5
820,56.0,54,2,96.4,3.6
821,32.0,30,2,93.8,6.2
822,28.0,26,2,92.9,7.1
823,35.0,33,2,94.3,5.7
824,23.0,21,2,91.3,8.7
825,22.0,20,2,90.9,9.1
826,43.0,41,2,95.3,4.7
827,25.0,23,2,92.0,8.0
828,26.0,24,2,92.3,7.7
829,24.0,22,2,91.7,8.3
830,18.0,16,2,88.9,11.1
831,18.0,16,2,88.9,11.1
832,23.0,21,2,91.3,8.7
833,20.0,18,2,90.0,10.0
834,42.0,40,2,95.2,4.8
835,18.0,16,2,88.9,11.1
836,18.0,16,2,88.9,11.1
837,40.0,38,2,95.0,5.0
838,17.0,15,2,88.2,11.8
839,24.0,22,2,91.7,8.3
840,41.0,39,2,95.1,4.9
841,20.0,18,2,90.0,10.0
842,17.0,15,2,88.2,11.8
843,17.0,15,2,88.2,11.8
844,17.0,15,2,88.2,11.8
845,33.0,31,2,93.9,6.1
846,29.0,27,2,93.1,6.9
847,17.0,15,2,88.2,11.8
848,26.0,24,2,92.3,7.7
849,17.0,15,2,88.2,11.8
850,32.0,30,2,93.8,6.2
851,21.0,19,2,90.5,9.5
852,34.0,32,2,94.1,5.9
853,28.0,26,2,92.9,7.1
854,25.0,23,2,92.0,8.0
855,63.0,61,2,96.8,3.2
856,22.0,20,2,90.9,9.1
857,21.0,19,2,90.5,9.5
858,28.0,26,2,92.9,7.1
859,23.0,21,2,91.3,8.7
860,25.0,23,2,92.0,8.0
861,17.0,15,2,88.2,11.8
862,22.0,20,2,90.9,9.1
863,18.0,16,2,88.9,11.1
864,33.0,31,2,93.9,6.1
865,35.0,33,2,94.3,5.7
866,37.0,35,2,94.6,5.4
867,29.0,27,2,93.1,6.9
868,51.0,49,2,96.1,3.9
869,42.0,40,2,95.2,4.8
870,33.0,31,2,93.9,6.1
871,17.0,15,2,88.2,11.8
872,22.0,20,2,90.9,9.1
873,63.0,61,2,96.8,3.2
874,32.0,30,2,93.8,6.2
875,48.0,46,2,95.8,4.2
876,18.0,16,2,88.9,11.1
877,23.0,21,2,91.3,8.7
878,19.0,17,2,89.5,10.5
879,19.0,17,2,89.5,10.5
880,18.0,16,2,88.9,11.1
881,33.0,31,2,93.9,6.1
882,18.0,16,2,88.9,11.1
883,19.0,17,2,89.5,10.5
884,18.0,16,2,88.9,11.1
885,35.0,33,2,94.3,5.7
886,21.0,19,2,90.5,9.5
887,20.0,18,2,90.0,10.0
888,19.0,17,2,89.5,10.5
889,22.0,20,2,90.9,9.1
890,17.0,15,2,88.2,11.8
891,26.0,24,2,92.3,7.7
892,23.0,21,2,91.3,8.7
893,21.0,19,2,90.5,9.5
894,44.0,42,2,95.5,4.5
895,31.0,29,2,93.5,6.5
896,26.0,24,2,92.3,7.7
897,26.0,24,2,92.3,7.7
898,18.0,16,2,88.9,11.1
899,23.0,21,2,91.3,8.7
900,32.0,30,2,93.8,6.2
901,21.0,19,2,90.5,9.5
902,63.0,61,2,96.8,3.2
903,19.0,17,2,89.5,10.5
904,19.0,17,2,89.5,10.5
905,28.0,26,2,92.9,7.1
906,33.0,31,2,93.9,6.1
907,21.0,19,2,90.5,9.5
908,17.0,15,2,88.2,11.8
909,17.0,15,2,88.2,11.8
910,17.0,15,2,88.2,11.8
911,25.0,23,2,92.0,8.0
912,23.0,21,2,91.3,8.7
913,63.0,61,2,96.8,3.2
914,22.0,20,2,90.9,9.1
915,25.0,23,2,92.0,8.0
916,31.0,29,2,93.5,6.5
917,22.0,20,2,90.9,9.1
918,22.0,20,2,90.9,9.1
919,17.0,15,2,88.2,11.8
920,18.0,16,2,88.9,11.1
921,39.0,37,2,94.9,5.1
922,41.0,39,2,95.1,4.9
923,24.0,22,2,91.7,8.3
924,20.0,18,2,90.0,10.0
925,35.0,33,2,94.3,5.7
926,20.0,18,2,90.0,10.0
927,62.0,60,2,96.8,3.2
928,24.0,22,2,91.7,8.3
929,55.0,53,2,96.4,3.6
930,18.0,16,2,88.9,11.1
931,19.0,17,2,89.5,10.5
932,18.0,16,2,88.9,11.1
933,27.0,25,2,92.6,7.4
934,38.0,36,2,94.7,5.3
935,38.0,36,2,94.7,5.3
936,23.0,21,2,91.3,8.7
937,47.0,45,2,95.7,4.3
938,23.0,21,2,91.3,8.7
939,31.0,29,2,93.5,6.5
940,23.0,21,2,91.3,8.7
941,37.0,35,2,94.6,5.4
942,28.0,26,2,92.9,7.1
943,23.0,21,2,91.3,8.7
944,41.0,39,2,95.1,4.9
945,32.0,30,2,93.8,6.2
946,22.0,20,2,90.9,9.1
947,18.0,16,2,88.9,11.1
948,36.0,34,2,94.4,5.6
949,24.0,22,2,91.7,8.3
950,44.0,42,2,95.5,4.5
951,51.0,49,2,96.1,3.9
952,19.0,17,2,89.5,10.5
953,34.0,32,2,94.1,5.9
954,23.0,21,2,91.3,8.7
955,44.0,42,2,95.5,4.5
956,18.0,16,2,88.9,11.1
957,18.0,16,2,88.9,11.1
958,28.0,26,2,92.9,7.1
959,38.0,36,2,94.7,5.3
960,52.0,50,2,96.2,3.8
961,20.0,18,2,90.0,10.0
962,33.0,31,2,93.9,6.1
963,19.0,17,2,89.5,10.5
964,19.0,17,2,89.5,10.5
965,48.0,46,2,95.8,4.2
966,43.0,41,2,95.3,4.7
967,27.0,25,2,92.6,7.4
968,58.0,56,2,96.6,3.4
969,25.0,23,2,92.0,8.0
970,27.0,25,2,92.6,7.4
971,18.0,16,2,88.9,11.1
972,25.0,23,2,92.0,8.0
973,21.0,19,2,90.5,9.5
974,26.0,24,2,92.3,7.7
975,36.0,34,2,94.4,5.6
976,23.0,21,2,91.3,8.7
977,32.0,30,2,93.8,6.2
978,26.0,24,2,92.3,7.7
979,18.0,16,2,88.9,11.1
980,27.0,25,2,92.6,7.4
981,35.0,33,2,94.3,5.7
982,35.0,33,2,94.3,5.7
983,45.0,43,2,95.6,4.4
984,29.0,27,2,93.1,6.9
985,45.0,43,2,95.6,4.4
986,21.0,19,2,90.5,9.5
987,53.0,51,2,96.2,3.8
988,25.0,23,2,92.0,8.0
989,23.0,21,2,91.3,8.7
990,22.0,20,2,90.9,9.1
991,39.0,37,2,94.9,5.1
992,29.0,27,2,93.1,6.9
993,26.0,24,2,92.3,7.7
994,32.0,30,2,93.8,6.2
995,42.0,40,2,95.2,4.8
996,38.0,36,2,94.7,5.3
997,20.0,18,2,90.0,10.0
998,27.0,25,2,92.6,7.4
999,18.0,16,2,88.9,11.1
