checkpoint_time,algorithm,fcfs_score,rmlf_score,rmlf_ratio,fcfs_ratio
29792,RMLF,1168760.470020967,946234.880273877,87.0,13.0
29824,RMLF,1168760.470020967,894731.3922464893,87.0,13.0
29856,RMLF,1168760.470020967,837836.2530218404,87.0,13.0
29888,RMLF,1168760.470020967,817977.1277196563,87.0,13.0
29920,RMLF,1168760.470020967,868449.4149476907,87.0,13.0
29952,RMLF,1168760.470020967,807909.4734529216,87.1,12.9
29984,RMLF,1168760.470020967,861279.5261076294,87.1,12.9
30016,RMLF,1168760.470020967,821370.2401635331,87.1,12.9
30048,RMLF,1168760.470020967,881537.2161471798,87.1,12.9
30080,RMLF,1168760.470020967,838722.4945324619,87.1,12.9
30112,RMLF,1168760.470020967,824123.7450792157,87.1,12.9
30144,RMLF,1168760.470020967,789071.7039046276,87.1,12.9
30176,RMLF,1168760.470020967,782179.5335141649,87.2,12.8
30208,RMLF,1168760.470020967,851261.5801627483,87.2,12.8
30240,RMLF,1168760.470020967,917496.4221464735,87.2,12.8
30272,RMLF,1168760.470020967,903612.2799318262,87.2,12.8
30304,RMLF,1168760.470020967,972803.0519386436,87.2,12.8
30336,RMLF,1168760.470020967,955421.7467447792,87.2,12.8
30368,RMLF,1168760.470020967,941103.5720703013,87.2,12.8
30400,RMLF,1168760.470020967,902169.2148632712,87.2,12.8
30432,RMLF,1168760.470020967,980480.2933769441,87.3,12.7
30464,RMLF,1168760.470020967,939720.5973725831,87.3,12.7
30496,RMLF,1168760.470020967,1022116.5376353249,87.3,12.7
30528,RMLF,1168760.470020967,1101392.8838717923,87.3,12.7
30560,RMLF,1168760.470020967,1084662.595484613,87.3,12.7
30592,RMLF,1168760.470020967,1019043.5859361517,87.3,12.7
30624,RMLF,1168760.470020967,960765.2273425366,87.3,12.7
30656,RMLF,1168760.470020967,920016.7046082829,87.4,12.6
30688,RMLF,1168760.470020967,857333.0341474547,87.4,12.6
30720,RMLF,1168760.470020967,802629.2307327092,87.4,12.6
30752,RMLF,1168760.470020967,744240.9743261049,87.4,12.6
30784,RMLF,1168760.470020967,685398.1268934944,87.4,12.6
30816,RMLF,1168760.470020967,677258.314204145,87.4,12.6
30848,RMLF,1168760.470020967,670956.4827837305,87.4,12.6
30880,RMLF,1168760.470020967,635098.8345053574,87.4,12.6
30912,RMLF,1168760.470020967,635060.9510548217,87.5,12.5
30944,RMLF,1168760.470020967,575570.3559493396,87.5,12.5
30976,RMLF,1168760.470020967,518582.8203544056,87.5,12.5
31008,RMLF,1168760.470020967,467858.8716522984,87.5,12.5
31040,RMLF,1168760.470020967,423472.98448706855,87.5,12.5
31072,RMLF,1168760.470020967,381660.4860383617,87.5,12.5
31104,RMLF,1168760.470020967,343720.4374345255,87.5,12.5
31136,RMLF,1168760.470020967,309387.393691073,87.6,12.4
31168,RMLF,1168760.470020967,278469.6543219657,87.6,12.4
31200,RMLF,1168760.470020967,251097.68888976914,87.6,12.4
31232,RMLF,1168760.470020967,226754.42000079222,87.6,12.4
31264,RMLF,1168760.470020967,206590.978000713,87.6,12.4
31296,RMLF,1168760.470020967,187202.54686730835,87.6,12.4
31328,RMLF,1168760.470020967,173156.29218057753,87.6,12.4
31360,RMLF,1168760.470020967,158012.32962918642,87.6,12.4
31392,RMLF,1168760.470020967,145658.59666626778,87.7,12.3
31424,RMLF,1168760.470020967,139166.736999641,87.7,12.3
31456,RMLF,1168760.470020967,128408.39663301023,87.7,12.3
31488,RMLF,1168760.470020967,125247.5569697092,87.7,12.3
31520,RMLF,1168760.470020967,123426.80127273829,87.7,12.3
31552,RMLF,1168760.470020967,116981.12114546447,87.7,12.3
31584,RMLF,1168760.470020967,107614.00903091802,87.7,12.3
31616,RMLF,1168760.470020967,96885.60812782623,87.7,12.3
31648,RMLF,1168760.470020967,87197.0473150436,87.8,12.2
31680,RMLF,1168760.470020967,78477.34258353924,87.8,12.2
31712,RMLF,1168760.470020967,70657.10832518531,87.8,12.2
31744,RMLF,1168760.470020967,63744.39749266678,87.8,12.2
31776,RMLF,1168760.470020967,58441.957743400104,87.8,12.2
31808,RMLF,1168760.470020967,54993.76196906009,87.8,12.2
31840,RMLF,1168760.470020967,51399.385772154084,87.8,12.2
31872,RMLF,1168760.470020967,48383.94719493868,87.8,12.2
31904,RMLF,1168760.470020967,48713.55247544481,87.9,12.1
31936,RMLF,1168760.470020967,45423.19722790033,87.9,12.1
31968,RMLF,1168760.470020967,40880.8775051103,87.9,12.1
32000,RMLF,1168760.470020967,36814.289754599275,87.9,12.1
32032,RMLF,1168760.470020967,33326.36077913935,87.9,12.1
32064,RMLF,1168760.470020967,30790.224701225416,87.9,12.1
32096,RMLF,1168760.470020967,28529.452231102874,87.9,12.1
32128,RMLF,1168760.470020967,26140.007007992586,87.9,12.1
32160,RMLF,1168760.470020967,23548.00630719333,87.9,12.1
32192,RMLF,1168760.470020967,21207.205676473997,88.0,12.0
32224,RMLF,1168760.470020967,19104.485108826597,88.0,12.0
32256,RMLF,1168760.470020967,17197.036597943938,88.0,12.0
32288,RMLF,1168760.470020967,15491.832938149544,88.0,12.0
32320,RMLF,1168760.470020967,14064.14964433459,88.0,12.0
32352,RMLF,1168760.470020967,12707.23467990113,88.0,12.0
32384,RMLF,1168760.470020967,11556.511211911018,88.0,12.0
32416,RMLF,1168760.470020967,10445.860090719916,88.0,12.0
32448,RMLF,1168760.470020967,9443.274081647925,88.1,11.9
32480,RMLF,1168760.470020967,8498.946673483133,88.1,11.9
32512,RMLF,1168760.470020967,7734.55200613482,88.1,11.9
32544,RMLF,1168760.470020967,6962.096805521338,88.1,11.9
32576,RMLF,1168760.470020967,6310.887124969205,88.1,11.9
32608,RMLF,1168760.470020967,5780.798412472284,88.1,11.9
32640,RMLF,1168760.470020967,7218.718571225056,88.1,11.9
32672,RMLF,1168760.470020967,9579.34671410255,88.1,11.9
32704,RMLF,1168760.470020967,10584.162042692296,88.1,11.9
32736,RMLF,1168760.470020967,12843.745838423067,88.2,11.8
32768,RMLF,1168760.470020967,13957.037921247427,88.2,11.8
32800,RMLF,1168760.470020967,12804.00079578935,88.2,11.8
32832,RMLF,1168760.470020967,11546.100716210416,88.2,11.8
32864,RMLF,1168760.470020967,10995.490644589374,88.2,11.8
32896,RMLF,1168760.470020967,10439.941580130437,88.2,11.8
32928,RMLF,1168760.470020967,11502.947422117393,88.2,11.8
32960,RMLF,1168760.470020967,12173.152679905654,88.2,11.8
32992,RMLF,1168760.470020967,20896.83741191509,88.3,11.7
33024,RMLF,1168760.470020967,22200.403670723583,88.3,11.7
33056,RMLF,1168760.470020967,36028.363303651226,88.3,11.7
33088,RMLF,1168760.470020967,51961.526973286105,88.3,11.7
33120,RMLF,1168760.470020967,53973.374275957496,88.3,11.7
33152,RMLF,1168760.470020967,67752.03684836175,88.3,11.7
33184,RMLF,1168760.470020967,84112.83316352557,88.3,11.7
33216,RMLF,1168760.470020967,103926.54984717302,88.3,11.7
33248,RMLF,1168760.470020967,127901.89486245572,88.3,11.7
33280,RMLF,1168760.470020967,155651.70537621016,88.4,11.6
33312,RMLF,1168760.470020967,163867.03483858914,88.4,11.6
33344,RMLF,1168760.470020967,164116.66468806358,88.4,11.6
33376,RMLF,1168760.470020967,173315.49821925722,88.4,11.6
33408,RMLF,1168760.470020967,181786.4483973315,88.4,11.6
33440,RMLF,1168760.470020967,175673.05355759835,88.4,11.6
33472,RMLF,1168760.470020967,168548.24820183852,88.4,11.6
33504,RMLF,1168760.470020967,156931.92338165466,88.4,11.6
33536,RMLF,1168760.470020967,143052.7310434892,88.4,11.6
33568,RMLF,1168760.470020967,129165.4579391403,88.5,11.5
33600,RMLF,1168760.470020967,118712.91214522626,88.5,11.5
33632,RMLF,1168760.470020967,107050.2875973703,88.5,11.5
33664,RMLF,1168760.470020967,96359.25883763327,88.5,11.5
33696,RMLF,1168760.470020967,86723.33295386995,88.5,11.5
33728,RMLF,1168760.470020967,78290.99965848295,88.5,11.5
33760,RMLF,1168760.470020967,71125.56635930133,88.5,11.5
33792,RMLF,1168760.470020967,64150.0097233712,88.5,11.5
33824,RMLF,1168760.470020967,57826.00875103408,88.5,11.5
33856,RMLF,1168760.470020967,52225.65787593067,88.6,11.4
33888,RMLF,1168760.470020967,48011.09208833761,88.6,11.4
33920,RMLF,1168760.470020967,43270.98287950385,88.6,11.4
33952,RMLF,1168760.470020967,38988.2179248868,88.6,11.4
33984,RMLF,1168760.470020967,35129.89613239812,88.6,11.4
34016,RMLF,1168760.470020967,32514.90651915831,88.6,11.4
34048,RMLF,1168760.470020967,30911.91586724248,88.6,11.4
34080,RMLF,1168760.470020967,28964.057613851564,88.6,11.4
34112,RMLF,1168760.470020967,28091.985185799742,88.6,11.4
34144,RMLF,1168760.470020967,26947.786667219767,88.6,11.4
34176,RMLF,1168760.470020967,25937.674667164458,88.7,11.3
34208,RMLF,1168760.470020967,23343.90720044801,88.7,11.3
34240,RMLF,1168760.470020967,21037.01648040321,88.7,11.3
34272,RMLF,1168760.470020967,18933.31483236289,88.7,11.3
34304,RMLF,1168760.470020967,17568.9833491266,88.7,11.3
34336,RMLF,1168760.470020967,15918.418347547275,88.7,11.3
34368,RMLF,1168760.470020967,14394.576512792548,88.7,11.3
34400,RMLF,1168760.470020967,13010.118861513294,88.7,11.3
34432,RMLF,1168760.470020967,11768.606975361965,88.7,11.3
34464,RMLF,1168760.470020967,10620.246277825769,88.8,11.2
34496,RMLF,1168760.470020967,9836.221650043191,88.8,11.2
34528,RMLF,1168760.470020967,8977.932818372206,88.8,11.2
34560,RMLF,1168760.470020967,8297.639536534985,88.8,11.2
34592,RMLF,1168760.470020967,7617.875582881487,88.8,11.2
34624,RMLF,1168760.470020967,7149.088024593339,88.8,11.2
34656,RMLF,1168760.470020967,7039.512555467338,88.8,11.2
34688,RMLF,1168760.470020967,8102.561299920604,88.8,11.2
34720,RMLF,1168760.470020967,10779.805169928544,88.8,11.2
34752,RMLF,1168760.470020967,13588.32465293569,88.8,11.2
34784,RMLF,1168760.470020967,16100.992187642121,88.9,11.1
34816,RMLF,1168760.470020967,16053.226302211244,88.9,11.1
34848,RMLF,1168760.470020967,16261.40367199012,88.9,11.1
34880,RMLF,1168760.470020967,14708.263304791108,88.9,11.1
34912,RMLF,1168760.470020967,14174.436974311997,88.9,11.1
34944,RMLF,1168760.470020967,13259.493276880798,88.9,11.1
34976,RMLF,1168760.470020967,11933.543949192717,88.9,11.1
35008,RMLF,1168760.470020967,10740.189554273446,88.9,11.1
35040,RMLF,1168760.470020967,9666.170598846102,88.9,11.1
35072,RMLF,1168760.470020967,8710.053538961492,88.9,11.1
35104,RMLF,1168760.470020967,7860.048185065343,89.0,11.0
35136,RMLF,1168760.470020967,7104.043366558809,89.0,11.0
35168,RMLF,1168760.470020967,6877.639029902928,89.0,11.0
35200,RMLF,1168760.470020967,6704.875126912635,89.0,11.0
35232,RMLF,1168760.470020967,6044.887614221372,89.0,11.0
35264,RMLF,1168760.470020967,5450.898852799235,89.0,11.0
35296,RMLF,1168760.470020967,5010.808967519311,89.0,11.0
35328,RMLF,1168760.470020967,4562.228070767381,89.0,11.0
35360,RMLF,1168760.470020967,4112.005263690643,89.0,11.0
35392,RMLF,1168760.470020967,3783.3047373215786,89.0,11.0
35424,RMLF,1168760.470020967,3597.974263589421,89.1,10.9
35456,RMLF,1168760.470020967,4966.176837230479,89.1,10.9
35488,RMLF,1168760.470020967,6368.059153507431,89.1,10.9
35520,RMLF,1168760.470020967,8669.253238156689,89.1,10.9
35552,RMLF,1168760.470020967,8966.12791434102,89.1,10.9
35584,RMLF,1168760.470020967,10703.515122906918,89.1,10.9
35616,RMLF,1168760.470020967,15890.163610616226,89.1,10.9
35648,RMLF,1168760.470020967,18456.647249554604,89.1,10.9
35680,RMLF,1168760.470020967,28047.982524599145,89.1,10.9
35712,RMLF,1168760.470020967,40752.18427213923,89.1,10.9
35744,RMLF,1168760.470020967,46708.96584492531,89.2,10.8
35776,RMLF,1168760.470020967,50069.40259376611,89.2,10.8
35808,RMLF,1168760.470020967,59088.4623343895,89.2,10.8
35840,RMLF,1168760.470020967,85856.61610095054,89.2,10.8
35872,RMLF,1168760.470020967,97162.9544908555,89.2,10.8
35904,RMLF,1168760.470020967,135878.65904176995,89.2,10.8
35936,RMLF,1168760.470020967,151532.29313759296,89.2,10.8
35968,RMLF,1168760.470020967,151801.56382383368,89.2,10.8
36000,RMLF,1168760.470020967,169417.9074414503,89.2,10.8
36032,RMLF,1168760.470020967,225455.1166973053,89.2,10.8
36064,RMLF,1168760.470020967,285102.60502757475,89.3,10.7
36096,RMLF,1168760.470020967,277292.8445248173,89.3,10.7
36128,RMLF,1168760.470020967,280379.5600723356,89.3,10.7
36160,RMLF,1168760.470020967,283273.10406510206,89.3,10.7
36192,RMLF,1168760.470020967,287415.29365859187,89.3,10.7
36224,RMLF,1168760.470020967,293685.2642927327,89.3,10.7
36256,RMLF,1168760.470020967,286901.73786345945,89.3,10.7
36288,RMLF,1168760.470020967,282125.2307437802,89.3,10.7
36320,RMLF,1168760.470020967,291770.7076694022,89.3,10.7
36352,RMLF,1168760.470020967,302502.636902462,89.3,10.7
36384,RMLF,1168760.470020967,288648.6232122158,89.3,10.7
36416,RMLF,1168760.470020967,277769.2608909942,89.4,10.6
36448,RMLF,1168760.470020967,251399.83480189482,89.4,10.6
36480,RMLF,1168760.470020967,226951.35132170533,89.4,10.6
36512,RMLF,1168760.470020967,205895.7161895348,89.4,10.6
36544,RMLF,1168760.470020967,190870.14457058132,89.4,10.6
36576,RMLF,1168760.470020967,174906.46344685653,89.4,10.6
36608,RMLF,1168760.470020967,160158.15043550424,89.4,10.6
36640,RMLF,1168760.470020967,146096.83539195382,89.4,10.6
36672,RMLF,1168760.470020967,134552.15185275846,89.4,10.6
36704,RMLF,1168760.470020967,122882.60333414929,89.4,10.6
36736,RMLF,1168760.470020967,113697.34300073436,89.5,10.5
36768,RMLF,1168760.470020967,106334.60870066092,89.5,10.5
36800,RMLF,1168760.470020967,99423.48116392815,89.5,10.5
36832,RMLF,1168760.470020967,103481.13304753535,89.5,10.5
36864,RMLF,1168760.470020967,110296.01974278182,89.5,10.5
36896,RMLF,1168760.470020967,103577.66776850364,89.5,10.5
36928,RMLF,1168760.470020967,111961.90099165328,89.5,10.5
36960,RMLF,1168760.470020967,111702.71089248796,89.5,10.5
36992,RMLF,1168760.470020967,104993.68980323916,89.5,10.5
37024,RMLF,1168760.470020967,100292.82082291525,89.5,10.5
37056,RMLF,1168760.470020967,93457.28874062373,89.5,10.5
37088,RMLF,1168760.470020967,86914.22653322802,89.6,10.4
37120,RMLF,1168760.470020967,78222.80387990522,89.6,10.4
37152,RMLF,1168760.470020967,70428.02349191469,89.6,10.4
37184,RMLF,1168760.470020967,63896.221142723225,89.6,10.4
37216,RMLF,1168760.470020967,58497.5990284509,89.6,10.4
37248,RMLF,1168760.470020967,54653.33912560582,89.6,10.4
37280,RMLF,1168760.470020967,50176.60521304524,89.6,10.4
37312,RMLF,1168760.470020967,45684.94469174071,89.6,10.4
37344,RMLF,1168760.470020967,41116.450222566644,89.6,10.4
37376,RMLF,1168760.470020967,37111.80520030998,89.6,10.4
37408,RMLF,1168760.470020967,33549.62468027898,89.6,10.4
37440,RMLF,1168760.470020967,30716.328878917753,89.6,10.4
37472,RMLF,1168760.470020967,27839.69599102598,89.7,10.3
37504,RMLF,1168760.470020967,25077.72639192338,89.7,10.3
37536,RMLF,1168760.470020967,22569.953752731042,89.7,10.3
37568,RMLF,1168760.470020967,20326.958377457937,89.7,10.3
37600,RMLF,1168760.470020967,18294.262539712145,89.7,10.3
37632,RMLF,1168760.470020967,16464.83628574093,89.7,10.3
37664,RMLF,1168760.470020967,14821.352657166837,89.7,10.3
37696,RMLF,1168760.470020967,13348.217391450155,89.7,10.3
37728,RMLF,1168760.470020967,12301.89565230514,89.7,10.3
37760,RMLF,1168760.470020967,11801.706087074626,89.7,10.3
37792,RMLF,1168760.470020967,13069.535478367165,89.7,10.3
37824,RMLF,1168760.470020967,15237.581930530449,89.8,10.2
37856,RMLF,1168760.470020967,16055.323737477403,89.8,10.2
37888,RMLF,1168760.470020967,17232.291363729666,89.8,10.2
37920,RMLF,1168760.470020967,18793.0622273567,89.8,10.2
37952,RMLF,1168760.470020967,17922.4226712877,89.8,10.2
37984,RMLF,1168760.470020967,16225.18040415893,89.8,10.2
38016,RMLF,1168760.470020967,14612.662363743037,89.8,10.2
38048,RMLF,1168760.470020967,13160.396127368733,89.8,10.2
38080,RMLF,1168760.470020967,11858.35651463186,89.8,10.2
38112,RMLF,1168760.470020967,10777.520863168675,89.8,10.2
38144,RMLF,1168760.470020967,9822.768776851808,89.8,10.2
38176,RMLF,1168760.470020967,10789.491899166627,89.8,10.2
38208,RMLF,1168760.470020967,13100.042709249965,89.9,10.1
38240,RMLF,1168760.470020967,14633.53843832497,89.9,10.1
38272,RMLF,1168760.470020967,20193.68459449247,89.9,10.1
38304,RMLF,1168760.470020967,22187.316135043224,89.9,10.1
38336,RMLF,1168760.470020967,25885.0845215389,89.9,10.1
38368,RMLF,1168760.470020967,26422.24273605168,89.9,10.1
38400,RMLF,1168760.470020967,28080.518462446515,89.9,10.1
38432,RMLF,1168760.470020967,35284.46661620186,89.9,10.1
38464,RMLF,1168760.470020967,35727.686621248344,89.9,10.1
38496,RMLF,1168760.470020967,42368.917959123515,89.9,10.1
38528,RMLF,1168760.470020967,50391.026163211165,89.9,10.1
38560,RMLF,1168760.470020967,49113.92354689005,90.0,10.0
38592,RMLF,1168760.470020967,52389.031192201044,90.0,10.0
38624,RMLF,1168760.470020967,56465.628072980944,90.0,10.0
38656,RMLF,1168760.470020967,57584.73193234952,90.0,10.0
38688,RMLF,1168760.470020967,67778.25873911456,90.0,10.0
38720,RMLF,1168760.470020967,78229.43286520311,90.0,10.0
38752,RMLF,1168760.470020967,76499.15624534947,90.0,10.0
38784,RMLF,1168760.470020967,75261.9072874812,90.0,10.0
38816,RMLF,1168760.470020967,74455.04989206641,90.0,10.0
38848,RMLF,1168760.470020967,77718.54490285976,90.0,10.0
38880,RMLF,1168760.470020967,77338.35707924046,90.0,10.0
38912,RMLF,1168760.470020967,81197.52137131643,90.0,10.0
38944,RMLF,1168760.470020967,81191.10256751812,90.0,10.0
38976,RMLF,1168760.470020967,81499.9923107663,90.1,9.9
39008,RMLF,1168760.470020967,82195.99307968968,90.1,9.9
39040,RMLF,1168760.470020967,101202.39377172072,90.1,9.9
39072,RMLF,1168760.470020967,120501.15439454865,90.1,9.9
39104,RMLF,1168760.470020967,119551.70562176045,90.1,9.9
39136,RMLF,1168760.470020967,125066.5350595844,90.1,9.9
39168,RMLF,1168760.470020967,121321.63155362596,90.1,9.9
39200,RMLF,1168760.470020967,143637.4683982634,90.1,9.9
39232,RMLF,1168760.470020967,141570.38822510373,90.1,9.9
39264,RMLF,1168760.470020967,139515.6827359267,90.1,9.9
39296,RMLF,1168760.470020967,137427.44779566737,90.1,9.9
39328,RMLF,1168760.470020967,160122.70301610063,90.1,9.9
39360,RMLF,1168760.470020967,163015.93271449057,90.2,9.8
39392,RMLF,1168760.470020967,165987.3394430415,90.2,9.8
39424,RMLF,1168760.470020967,162610.27216540402,90.2,9.8
39456,RMLF,1168760.470020967,159915.57828219698,90.2,9.8
39488,RMLF,1168760.470020967,164716.52045397728,90.2,9.8
39520,RMLF,1168760.470020967,157495.36840857955,90.2,9.8
39552,RMLF,1168760.470020967,141745.83156772162,90.2,9.8
39584,RMLF,1168760.470020967,127896.24841094945,90.2,9.8
39616,RMLF,1168760.470020967,115612.95690318783,90.2,9.8
39648,RMLF,1168760.470020967,105239.16121286905,90.2,9.8
39680,RMLF,1168760.470020967,98659.24509158214,90.2,9.8
39712,RMLF,1168760.470020967,92725.82058242393,90.2,9.8
39744,RMLF,1168760.470020967,89686.23852418154,90.2,9.8
39776,RMLF,1168760.470020967,98805.61467176338,90.3,9.7
39808,RMLF,1168760.470020967,99883.05320458705,90.3,9.7
39840,RMLF,1168760.470020967,97750.41455079502,90.3,9.7
39872,RMLF,1168760.470020967,94379.70642904885,90.3,9.7
39904,RMLF,1168760.470020967,95076.73578614397,90.3,9.7
39936,RMLF,1168760.470020967,91901.56220752957,90.3,9.7
39968,RMLF,1168760.470020967,87678.90598677662,90.3,9.7
40000,RMLF,1168760.470020967,84838.01538809895,90.3,9.7
40032,RMLF,1168760.470020967,90178.21384928907,90.3,9.7
40064,RMLF,1168760.470020967,97032.39246436016,90.3,9.7
40096,RMLF,1168760.470020967,96321.65321792415,90.3,9.7
40128,RMLF,1168760.470020967,96744.98789613173,90.3,9.7
40160,RMLF,1168760.470020967,110140.48910651857,90.4,9.6
40192,RMLF,1168760.470020967,107962.77352920004,90.4,9.6
40224,RMLF,1168760.470020967,106652.49617628004,90.4,9.6
40256,RMLF,1168760.470020967,124208.24655865204,90.4,9.6
40288,RMLF,1168760.470020967,121923.75523612017,90.4,9.6
40320,RMLF,1168760.470020967,124234.37971250815,90.4,9.6
40352,RMLF,1168760.470020967,118319.44174125734,90.4,9.6
40384,RMLF,1168760.470020967,113488.4975671316,90.4,9.6
40416,RMLF,1168760.470020967,106051.14781041845,90.4,9.6
40448,RMLF,1168760.470020967,95887.5330293766,90.4,9.6
40480,RMLF,1168760.470020967,86879.27972643894,90.4,9.6
40512,RMLF,1168760.470020967,78271.68508712837,90.4,9.6
40544,RMLF,1168760.470020967,70452.01657841554,90.4,9.6
40576,RMLF,1168760.470020967,63466.81492057399,90.4,9.6
40608,RMLF,1168760.470020967,57170.46676184993,90.5,9.5
40640,RMLF,1168760.470020967,52690.42008566494,90.5,9.5
40672,RMLF,1168760.470020967,47681.378077098445,90.5,9.5
40704,RMLF,1168760.470020967,42934.2402693886,90.5,9.5
40736,RMLF,1168760.470020967,38644.31624244974,90.5,9.5
40768,RMLF,1168760.470020967,34782.88461820477,90.5,9.5
40800,RMLF,1168760.470020967,31321.096156384294,90.5,9.5
40832,RMLF,1168760.470020967,28188.986540745864,90.5,9.5
40864,RMLF,1168760.470020967,25384.087886671277,90.5,9.5
40896,RMLF,1168760.470020967,22859.67909800415,90.5,9.5
40928,RMLF,1168760.470020967,20573.711188203735,90.5,9.5
40960,RMLF,1168760.470020967,18843.34006938336,90.5,9.5
40992,RMLF,1168760.470020967,17234.672729111695,90.5,9.5
41024,RMLF,1168760.470020967,15861.205456200525,90.6,9.4
41056,RMLF,1168760.470020967,19252.084910580474,90.6,9.4
41088,RMLF,1168760.470020967,18965.87641952243,90.6,9.4
41120,RMLF,1168760.470020967,26525.288777570186,90.6,9.4
41152,RMLF,1168760.470020967,31705.75989981317,90.6,9.4
41184,RMLF,1168760.470020967,36193.85057649852,90.6,9.4
41216,RMLF,1168760.470020967,46572.965518848665,90.6,9.4
41248,RMLF,1168760.470020967,52618.335633630464,90.6,9.4
41280,RMLF,1168760.470020967,58595.502070267416,90.6,9.4
41312,RMLF,1168760.470020967,87663.95186324068,90.6,9.4
41344,RMLF,1168760.470020967,96261.55667691662,90.6,9.4
41376,RMLF,1168760.470020967,93284.06767589162,90.6,9.4
41408,RMLF,1168760.470020967,99827.66090830247,90.6,9.4
41440,RMLF,1168760.470020967,90768.22815080555,90.6,9.4
41472,RMLF,1168760.470020967,82560.405335725,90.7,9.3
41504,RMLF,1168760.470020967,76787.8648021525,90.7,9.3
41536,RMLF,1168760.470020967,71543.07832193725,90.7,9.3
41568,RMLF,1168760.470020967,65325.02048974353,90.7,9.3
41600,RMLF,1168760.470020967,58806.51844076918,90.7,9.3
41632,RMLF,1168760.470020967,52925.86659669226,90.7,9.3
41664,RMLF,1168760.470020967,47753.279937023035,90.7,9.3
41696,RMLF,1168760.470020967,43215.45194332073,90.7,9.3
41728,RMLF,1168760.470020967,39046.90674898866,90.7,9.3
41760,RMLF,1168760.470020967,35329.716074089796,90.7,9.3
41792,RMLF,1168760.470020967,31796.74446668082,90.7,9.3
41824,RMLF,1168760.470020967,28617.070020012736,90.7,9.3
41856,RMLF,1168760.470020967,25806.363018011463,90.7,9.3
41888,RMLF,1168760.470020967,23672.226716210316,90.7,9.3
41920,RMLF,1168760.470020967,24728.004044589285,90.8,9.2
41952,RMLF,1168760.470020967,23660.453640130356,90.8,9.2
41984,RMLF,1168760.470020967,22762.74160945065,90.8,9.2
42016,RMLF,1168760.470020967,22143.134115172255,90.8,9.2
42048,RMLF,1168760.470020967,25832.82070365503,90.8,9.2
42080,RMLF,1168760.470020967,24172.03863328953,90.8,9.2
42112,RMLF,1168760.470020967,21800.334769960577,90.8,9.2
42144,RMLF,1168760.470020967,19642.80129296452,90.8,9.2
42176,RMLF,1168760.470020967,17754.52116366807,90.8,9.2
42208,RMLF,1168760.470020967,17791.069047301262,90.8,9.2
42240,RMLF,1168760.470020967,18381.462142571138,90.8,9.2
42272,RMLF,1168760.470020967,17928.315928314023,90.8,9.2
42304,RMLF,1168760.470020967,16574.484335482623,90.8,9.2
42336,RMLF,1168760.470020967,14917.035901934361,90.8,9.2
42368,RMLF,1168760.470020967,13425.332311740925,90.9,9.1
42400,RMLF,1168760.470020967,12082.799080566832,90.9,9.1
42432,RMLF,1168760.470020967,10874.519172510149,90.9,9.1
42464,RMLF,1168760.470020967,9968.067255259133,90.9,9.1
42496,RMLF,1168760.470020967,9159.76052973322,90.9,9.1
42528,RMLF,1168760.470020967,8243.784476759898,90.9,9.1
42560,RMLF,1168760.470020967,7433.406029083909,90.9,9.1
42592,RMLF,1168760.470020967,6893.065426175518,90.9,9.1
42624,RMLF,1168760.470020967,6667.758883557966,90.9,9.1
42656,RMLF,1168760.470020967,6673.98299520217,90.9,9.1
42688,RMLF,1168760.470020967,11345.584695681953,90.9,9.1
42720,RMLF,1168760.470020967,14137.026226113758,90.9,9.1
42752,RMLF,1168760.470020967,17118.82360350238,90.9,9.1
42784,RMLF,1168760.470020967,29086.94124315214,90.9,9.1
42816,RMLF,1168760.470020967,31277.247118836927,90.9,9.1
42848,RMLF,1168760.470020967,33634.522406953234,91.0,9.0
42880,RMLF,1168760.470020967,35968.07016625791,91.0,9.0
42912,RMLF,1168760.470020967,36440.26314963212,91.0,9.0
42944,RMLF,1168760.470020967,47282.23683466891,91.0,9.0
42976,RMLF,1168760.470020967,43232.21315120202,91.0,9.0
43008,RMLF,1168760.470020967,38908.99183608182,91.0,9.0
43040,RMLF,1168760.470020967,35078.092652473635,91.0,9.0
43072,RMLF,1168760.470020967,32085.28338722627,91.0,9.0
43104,RMLF,1168760.470020967,33270.75504850365,91.0,9.0
43136,RMLF,1168760.470020967,40683.679543653285,91.0,9.0
43168,RMLF,1168760.470020967,55959.31158928796,91.0,9.0
43200,RMLF,1168760.470020967,58037.047097025825,91.0,9.0
43232,RMLF,1168760.470020967,65063.342387323246,91.0,9.0
43264,RMLF,1168760.470020967,74381.50814859092,91.0,9.0
43296,RMLF,1168760.470020967,79409.0240003985,91.1,8.9
43328,RMLF,1168760.470020967,79975.12160035865,91.1,8.9
43360,RMLF,1168760.470020967,110873.60944032278,91.1,8.9
43392,RMLF,1168760.470020967,121951.7484962905,91.1,8.9
43424,RMLF,1168760.470020967,134873.57364666145,91.1,8.9
43456,RMLF,1168760.470020967,149440.2162819953,91.1,8.9
43488,RMLF,1168760.470020967,196568.19465379577,91.1,8.9
43520,RMLF,1168760.470020967,199361.04185508285,91.1,8.9
43552,RMLF,1168760.470020967,210278.93766957457,91.1,8.9
43584,RMLF,1168760.470020967,206450.29390261712,91.1,8.9
43616,RMLF,1168760.470020967,210889.93117902207,91.1,8.9
43648,RMLF,1168760.470020967,207171.68806111987,91.1,8.9
43680,RMLF,1168760.470020967,202479.51925500788,91.1,8.9
43712,RMLF,1168760.470020967,214471.5673295071,91.1,8.9
