arrival_rate,RR_L2_Norm,SRPT_L2_Norm,SETF_L2_Norm,FCFS_L2_Norm,RMLF_L2_Norm
40,33385913.06637341,3902175.2781255227,8332601.30434104,10404060.897540538,6764319.176153281
