arrival_rate,RR_L2_Norm,SRPT_L2_Norm,SETF_L2_Norm,FCFS_L2_Norm,RMLF_L2_Norm
38,39584482.53191494,10786012.174720367,21540453.490747705,17674481.20691462,17624939.579102904
