arrival_rate,RDYNAMIC/RR_ratio,RDYNAMIC/SRPT_ratio,RDYNAMIC/SETF_ratio,RDYNAMIC/FCFS_ratio,RDYNAMIC/RMLF_ratio
20,0.5845271697857924,1.7307052740023376,0.9062145424199994,0.9834475195928678,1.0371442884362918
22,0.5864012393797038,1.8829078267412862,0.9576927521262669,0.9829489504977396,1.1287547526744481
24,0.5011242070209194,1.9142630172926687,0.8256076548937538,0.8202701024911367,1.1420000372962578
26,0.5503353590293587,2.2839331258897935,1.1015973758471063,0.9533248144069209,1.3546553514165887
28,0.3983991384457921,1.9624729267106347,0.6620377115853479,0.6603819321038359,1.1819807963528302
30,0.44087540699765265,1.9875176094490783,0.8915372104818795,0.9849275975069738,1.146478690430251
32,0.4112478479903838,2.043835929415151,0.9156851711624913,0.923202046387468,1.195216389467439
34,0.17987496944932305,1.7655391940817793,0.47748798022811995,0.25018647010813844,1.0596244137670465
36,0.34390590429744955,2.432397684496619,1.2837105595979543,0.9130064522018366,1.4187388313696654
38,0.38243581601013277,2.5281963229619113,1.1265479451909999,0.8549692411780504,1.4927212060667185
40,0.3099148853157538,2.523730420178057,1.3999365275255489,1.0094150628484917,1.3964346156942824
