arrival_rate,RR_L2_Norm,SRPT_L2_Norm,SETF_L2_Norm,FCFS_L2_Norm,RMLF_L2_Norm
36,1073701.614203872,161511.10186609463,286881.3090530647,399612.4108307949,256420.76335195635
