L,H,bp_parms,arrival_rate,arithmetic,value
16.772,64.0,L16.772/H64,20,Rmlfq_L2_Norm/RR_L2_Norm,1.2286896781296734
7.918,512.0,L7.918/H512,20,Rmlfq_L2_Norm/RR_L2_Norm,1.165897381399167
5.649,4096.0,L5.649/H4096,20,Rmlfq_L2_Norm/RR_L2_Norm,1.0289616466484066
4.639,32768.0,L4.639/H32768,20,Rmlfq_L2_Norm/RR_L2_Norm,1.0772815968910328
4.073,262144.0,L4.073/H262144,20,Rmlfq_L2_Norm/RR_L2_Norm,1.0853369478455308
16.772,64.0,L16.772/H64,22,Rmlfq_L2_Norm/RR_L2_Norm,1.436784734329333
7.918,512.0,L7.918/H512,22,Rmlfq_L2_Norm/RR_L2_Norm,1.1529349543290337
5.649,4096.0,L5.649/H4096,22,Rmlfq_L2_Norm/RR_L2_Norm,1.098172926639522
4.639,32768.0,L4.639/H32768,22,Rmlfq_L2_Norm/RR_L2_Norm,1.1839157654643817
4.073,262144.0,L4.073/H262144,22,Rmlfq_L2_Norm/RR_L2_Norm,1.1168228377358222
16.772,64.0,L16.772/H64,24,Rmlfq_L2_Norm/RR_L2_Norm,1.8298037733725376
7.918,512.0,L7.918/H512,24,Rmlfq_L2_Norm/RR_L2_Norm,1.147881759322454
5.649,4096.0,L5.649/H4096,24,Rmlfq_L2_Norm/RR_L2_Norm,1.1826176317441888
4.639,32768.0,L4.639/H32768,24,Rmlfq_L2_Norm/RR_L2_Norm,1.0984745873727195
4.073,262144.0,L4.073/H262144,24,Rmlfq_L2_Norm/RR_L2_Norm,1.081559797223111
16.772,64.0,L16.772/H64,26,Rmlfq_L2_Norm/RR_L2_Norm,2.1241816307275005
7.918,512.0,L7.918/H512,26,Rmlfq_L2_Norm/RR_L2_Norm,1.589670077801648
5.649,4096.0,L5.649/H4096,26,Rmlfq_L2_Norm/RR_L2_Norm,1.4296185960992591
4.639,32768.0,L4.639/H32768,26,Rmlfq_L2_Norm/RR_L2_Norm,1.0992970536485147
4.073,262144.0,L4.073/H262144,26,Rmlfq_L2_Norm/RR_L2_Norm,1.01021959524532
16.772,64.0,L16.772/H64,28,Rmlfq_L2_Norm/RR_L2_Norm,2.15245667785695
7.918,512.0,L7.918/H512,28,Rmlfq_L2_Norm/RR_L2_Norm,2.5771931625183506
5.649,4096.0,L5.649/H4096,28,Rmlfq_L2_Norm/RR_L2_Norm,1.4135073068754431
4.639,32768.0,L4.639/H32768,28,Rmlfq_L2_Norm/RR_L2_Norm,0.9909980609547606
4.073,262144.0,L4.073/H262144,28,Rmlfq_L2_Norm/RR_L2_Norm,1.0111268001232991
16.772,64.0,L16.772/H64,30,Rmlfq_L2_Norm/RR_L2_Norm,1.9567429706267487
7.918,512.0,L7.918/H512,30,Rmlfq_L2_Norm/RR_L2_Norm,1.5715688901966096
5.649,4096.0,L5.649/H4096,30,Rmlfq_L2_Norm/RR_L2_Norm,1.147687572651802
4.639,32768.0,L4.639/H32768,30,Rmlfq_L2_Norm/RR_L2_Norm,1.0406168063286212
4.073,262144.0,L4.073/H262144,30,Rmlfq_L2_Norm/RR_L2_Norm,1.4877134209720606
16.772,64.0,L16.772/H64,32,Rmlfq_L2_Norm/RR_L2_Norm,1.3051003479609289
7.918,512.0,L7.918/H512,32,Rmlfq_L2_Norm/RR_L2_Norm,1.3017868174829517
5.649,4096.0,L5.649/H4096,32,Rmlfq_L2_Norm/RR_L2_Norm,1.2249704938680783
4.639,32768.0,L4.639/H32768,32,Rmlfq_L2_Norm/RR_L2_Norm,1.044523346635417
4.073,262144.0,L4.073/H262144,32,Rmlfq_L2_Norm/RR_L2_Norm,1.2603141985807051
16.772,64.0,L16.772/H64,34,Rmlfq_L2_Norm/RR_L2_Norm,1.0406360998947806
7.918,512.0,L7.918/H512,34,Rmlfq_L2_Norm/RR_L2_Norm,1.190127088847644
5.649,4096.0,L5.649/H4096,34,Rmlfq_L2_Norm/RR_L2_Norm,1.0813153681253815
4.639,32768.0,L4.639/H32768,34,Rmlfq_L2_Norm/RR_L2_Norm,0.975225004119955
4.073,262144.0,L4.073/H262144,34,Rmlfq_L2_Norm/RR_L2_Norm,1.2021952535010838
16.772,64.0,L16.772/H64,36,Rmlfq_L2_Norm/RR_L2_Norm,0.9087370026584972
7.918,512.0,L7.918/H512,36,Rmlfq_L2_Norm/RR_L2_Norm,1.1969986441332865
5.649,4096.0,L5.649/H4096,36,Rmlfq_L2_Norm/RR_L2_Norm,1.0524777716299232
4.639,32768.0,L4.639/H32768,36,Rmlfq_L2_Norm/RR_L2_Norm,1.010730787809077
4.073,262144.0,L4.073/H262144,36,Rmlfq_L2_Norm/RR_L2_Norm,0.9663974702502728
16.772,64.0,L16.772/H64,38,Rmlfq_L2_Norm/RR_L2_Norm,0.8656561250757264
7.918,512.0,L7.918/H512,38,Rmlfq_L2_Norm/RR_L2_Norm,1.1288048822023786
5.649,4096.0,L5.649/H4096,38,Rmlfq_L2_Norm/RR_L2_Norm,1.050007293678601
4.639,32768.0,L4.639/H32768,38,Rmlfq_L2_Norm/RR_L2_Norm,1.037108177681865
4.073,262144.0,L4.073/H262144,38,Rmlfq_L2_Norm/RR_L2_Norm,1.112117468953599
16.772,64.0,L16.772/H64,40,Rmlfq_L2_Norm/RR_L2_Norm,0.8682910745647405
7.918,512.0,L7.918/H512,40,Rmlfq_L2_Norm/RR_L2_Norm,1.1151175197773115
5.649,4096.0,L5.649/H4096,40,Rmlfq_L2_Norm/RR_L2_Norm,1.1005461259484737
4.639,32768.0,L4.639/H32768,40,Rmlfq_L2_Norm/RR_L2_Norm,1.0193976739866848
4.073,262144.0,L4.073/H262144,40,Rmlfq_L2_Norm/RR_L2_Norm,1.0662575790187403
