L,H,bp_parms,arrival_rate,arithmetic,value
16.772,64.0,L16.772/H64,20,SJF/FCFS,0.573035918033811
7.918,512.0,L7.918/H512,20,SJF/FCFS,0.1117344191008296
5.649,4096.0,L5.649/H4096,20,SJF/FCFS,0.0260954302994732
4.639,32768.0,L4.639/H32768,20,SJF/FCFS,0.0061583376307529
4.073,262144.0,L4.073/H262144,20,SJF/FCFS,0.006440867303237
16.772,64.0,L16.772/H64,22,SJF/FCFS,0.5521279848552325
7.918,512.0,L7.918/H512,22,SJF/FCFS,0.0946433940804343
5.649,4096.0,L5.649/H4096,22,SJF/FCFS,0.0179254836293401
4.639,32768.0,L4.639/H32768,22,SJF/FCFS,0.0053753584571384
4.073,262144.0,L4.073/H262144,22,SJF/FCFS,0.0027833794500522
16.772,64.0,L16.772/H64,24,SJF/FCFS,0.5266317827236315
7.918,512.0,L7.918/H512,24,SJF/FCFS,0.0776497718141169
5.649,4096.0,L5.649/H4096,24,SJF/FCFS,0.0144641911817091
4.639,32768.0,L4.639/H32768,24,SJF/FCFS,0.007818671743214
4.073,262144.0,L4.073/H262144,24,SJF/FCFS,0.003266769530128
16.772,64.0,L16.772/H64,26,SJF/FCFS,0.5019936837713336
7.918,512.0,L7.918/H512,26,SJF/FCFS,0.0631140853753914
5.649,4096.0,L5.649/H4096,26,SJF/FCFS,0.0128072709177825
4.639,32768.0,L4.639/H32768,26,SJF/FCFS,0.0159246881619169
4.073,262144.0,L4.073/H262144,26,SJF/FCFS,0.0194792527769067
16.772,64.0,L16.772/H64,28,SJF/FCFS,0.4784778214195375
7.918,512.0,L7.918/H512,28,SJF/FCFS,0.101476513025468
5.649,4096.0,L5.649/H4096,28,SJF/FCFS,0.1019565630266539
4.639,32768.0,L4.639/H32768,28,SJF/FCFS,0.1420422229785886
4.073,262144.0,L4.073/H262144,28,SJF/FCFS,0.1394977793743094
16.772,64.0,L16.772/H64,30,SJF/FCFS,0.5749104121440979
7.918,512.0,L7.918/H512,30,SJF/FCFS,0.3025705476033106
5.649,4096.0,L5.649/H4096,30,SJF/FCFS,0.2180923255821616
4.639,32768.0,L4.639/H32768,30,SJF/FCFS,0.2317991469096559
4.073,262144.0,L4.073/H262144,30,SJF/FCFS,0.10746616827163
16.772,64.0,L16.772/H64,32,SJF/FCFS,0.8673391518085558
7.918,512.0,L7.918/H512,32,SJF/FCFS,0.4287750868936793
5.649,4096.0,L5.649/H4096,32,SJF/FCFS,0.2692870771811769
4.639,32768.0,L4.639/H32768,32,SJF/FCFS,0.3084919118906972
4.073,262144.0,L4.073/H262144,32,SJF/FCFS,0.2973993835253459
16.772,64.0,L16.772/H64,34,SJF/FCFS,0.9487836367349514
7.918,512.0,L7.918/H512,34,SJF/FCFS,0.5310976132755195
5.649,4096.0,L5.649/H4096,34,SJF/FCFS,0.3349741773843342
4.639,32768.0,L4.639/H32768,34,SJF/FCFS,0.3434611663939624
4.073,262144.0,L4.073/H262144,34,SJF/FCFS,0.3113116956236657
16.772,64.0,L16.772/H64,36,SJF/FCFS,0.9805691356541908
7.918,512.0,L7.918/H512,36,SJF/FCFS,0.5697840331699227
5.649,4096.0,L5.649/H4096,36,SJF/FCFS,0.3964354869662276
4.639,32768.0,L4.639/H32768,36,SJF/FCFS,0.3798311587944431
4.073,262144.0,L4.073/H262144,36,SJF/FCFS,0.1727210034817025
16.772,64.0,L16.772/H64,38,SJF/FCFS,0.9920145078736022
7.918,512.0,L7.918/H512,38,SJF/FCFS,0.6451775229704986
5.649,4096.0,L5.649/H4096,38,SJF/FCFS,0.4137667348711183
4.639,32768.0,L4.639/H32768,38,SJF/FCFS,0.3537631307700002
4.073,262144.0,L4.073/H262144,38,SJF/FCFS,0.299649247710042
16.772,64.0,L16.772/H64,40,SJF/FCFS,0.996944390806186
7.918,512.0,L7.918/H512,40,SJF/FCFS,0.6837005487043794
5.649,4096.0,L5.649/H4096,40,SJF/FCFS,0.511916632825826
4.639,32768.0,L4.639/H32768,40,SJF/FCFS,0.4454145253224074
4.073,262144.0,L4.073/H262144,40,SJF/FCFS,0.3260592995981222
16.772,64.0,L16.772/H64,20,RR/FCFS,1.6080237522005574
7.918,512.0,L7.918/H512,20,RR/FCFS,0.6001612934272469
5.649,4096.0,L5.649/H4096,20,RR/FCFS,0.2024035063239201
4.639,32768.0,L4.639/H32768,20,RR/FCFS,0.0666801486755032
4.073,262144.0,L4.073/H262144,20,RR/FCFS,0.0643560584430624
16.772,64.0,L16.772/H64,22,RR/FCFS,1.610474591884355
7.918,512.0,L7.918/H512,22,RR/FCFS,0.5890116554398682
5.649,4096.0,L5.649/H4096,22,RR/FCFS,0.1672940114455118
4.639,32768.0,L4.639/H32768,22,RR/FCFS,0.0485879736448687
4.073,262144.0,L4.073/H262144,22,RR/FCFS,0.0223859070226089
16.772,64.0,L16.772/H64,24,RR/FCFS,1.613471138418166
7.918,512.0,L7.918/H512,24,RR/FCFS,0.5725408617406652
5.649,4096.0,L5.649/H4096,24,RR/FCFS,0.1543995196799493
4.639,32768.0,L4.639/H32768,24,RR/FCFS,0.0407930597990749
4.073,262144.0,L4.073/H262144,24,RR/FCFS,0.0167038796955987
16.772,64.0,L16.772/H64,26,RR/FCFS,1.613646836530058
7.918,512.0,L7.918/H512,26,RR/FCFS,0.5480368192997969
5.649,4096.0,L5.649/H4096,26,RR/FCFS,0.12912283416291
4.639,32768.0,L4.639/H32768,26,RR/FCFS,0.0284682388762012
4.073,262144.0,L4.073/H262144,26,RR/FCFS,0.0122102969240663
16.772,64.0,L16.772/H64,28,RR/FCFS,1.6172361387164322
7.918,512.0,L7.918/H512,28,RR/FCFS,0.5435628350417615
5.649,4096.0,L5.649/H4096,28,RR/FCFS,0.1332979271079998
4.639,32768.0,L4.639/H32768,28,RR/FCFS,0.0281156620295134
4.073,262144.0,L4.073/H262144,28,RR/FCFS,0.0067967683242963
16.772,64.0,L16.772/H64,30,RR/FCFS,1.556119629792637
7.918,512.0,L7.918/H512,30,RR/FCFS,0.5506231492059998
5.649,4096.0,L5.649/H4096,30,RR/FCFS,0.1399546443939741
4.639,32768.0,L4.639/H32768,30,RR/FCFS,0.0257059252409936
4.073,262144.0,L4.073/H262144,30,RR/FCFS,0.0120871243361483
16.772,64.0,L16.772/H64,32,RR/FCFS,1.3252495624214753
7.918,512.0,L7.918/H512,32,RR/FCFS,0.5703614112132698
5.649,4096.0,L5.649/H4096,32,RR/FCFS,0.1375007139216609
4.639,32768.0,L4.639/H32768,32,RR/FCFS,0.027903442886672
4.073,262144.0,L4.073/H262144,32,RR/FCFS,0.0112554219590779
16.772,64.0,L16.772/H64,34,RR/FCFS,1.2154193391018675
7.918,512.0,L7.918/H512,34,RR/FCFS,0.584574084327052
5.649,4096.0,L5.649/H4096,34,RR/FCFS,0.1332733034120466
4.639,32768.0,L4.639/H32768,34,RR/FCFS,0.0303246570428086
4.073,262144.0,L4.073/H262144,34,RR/FCFS,0.0032096795366269
16.772,64.0,L16.772/H64,36,RR/FCFS,1.1482791602488218
7.918,512.0,L7.918/H512,36,RR/FCFS,0.584170764117622
5.649,4096.0,L5.649/H4096,36,RR/FCFS,0.1528943982918817
4.639,32768.0,L4.639/H32768,36,RR/FCFS,0.0334181800127845
4.073,262144.0,L4.073/H262144,36,RR/FCFS,0.004596921232001
16.772,64.0,L16.772/H64,38,RR/FCFS,1.106415252872517
7.918,512.0,L7.918/H512,38,RR/FCFS,0.5994561428965095
5.649,4096.0,L5.649/H4096,38,RR/FCFS,0.1403138916982954
4.639,32768.0,L4.639/H32768,38,RR/FCFS,0.029792352880185
4.073,262144.0,L4.073/H262144,38,RR/FCFS,0.004970975353995
16.772,64.0,L16.772/H64,40,RR/FCFS,1.0784773978220703
7.918,512.0,L7.918/H512,40,RR/FCFS,0.6065918325321997
5.649,4096.0,L5.649/H4096,40,RR/FCFS,0.1610760881358333
4.639,32768.0,L4.639/H32768,40,RR/FCFS,0.0331110594253835
4.073,262144.0,L4.073/H262144,40,RR/FCFS,0.0095216019431046
16.772,64.0,L16.772/H64,20,MLFQ/FCFS,2.1188688654523324
7.918,512.0,L7.918/H512,20,MLFQ/FCFS,0.3571036251870002
5.649,4096.0,L5.649/H4096,20,MLFQ/FCFS,0.0785097868825835
4.639,32768.0,L4.639/H32768,20,MLFQ/FCFS,0.0167274092902646
4.073,262144.0,L4.073/H262144,20,MLFQ/FCFS,0.0169578781146606
16.772,64.0,L16.772/H64,22,MLFQ/FCFS,2.161437434919161
7.918,512.0,L7.918/H512,22,MLFQ/FCFS,0.3141568436805054
5.649,4096.0,L5.649/H4096,22,MLFQ/FCFS,0.0544446166920271
4.639,32768.0,L4.639/H32768,22,MLFQ/FCFS,0.0117421899515727
4.073,262144.0,L4.073/H262144,22,MLFQ/FCFS,0.0056958700295836
16.772,64.0,L16.772/H64,24,MLFQ/FCFS,2.232299827857937
7.918,512.0,L7.918/H512,24,MLFQ/FCFS,0.271941660702935
5.649,4096.0,L5.649/H4096,24,MLFQ/FCFS,0.0431305031451259
4.639,32768.0,L4.639/H32768,24,MLFQ/FCFS,0.0105554209903648
4.073,262144.0,L4.073/H262144,24,MLFQ/FCFS,0.0046277032227775
16.772,64.0,L16.772/H64,26,MLFQ/FCFS,2.3034416050818005
7.918,512.0,L7.918/H512,26,MLFQ/FCFS,0.2762026808888308
5.649,4096.0,L5.649/H4096,26,MLFQ/FCFS,0.0344280283021209
4.639,32768.0,L4.639/H32768,26,MLFQ/FCFS,0.0111605624140884
4.073,262144.0,L4.073/H262144,26,MLFQ/FCFS,0.0056637937403948
16.772,64.0,L16.772/H64,28,MLFQ/FCFS,2.3634798009609885
7.918,512.0,L7.918/H512,28,MLFQ/FCFS,0.3008196126841475
5.649,4096.0,L5.649/H4096,28,MLFQ/FCFS,0.0855306952329729
4.639,32768.0,L4.639/H32768,28,MLFQ/FCFS,0.0633043172141389
4.073,262144.0,L4.073/H262144,28,MLFQ/FCFS,0.0234552140481469
16.772,64.0,L16.772/H64,30,MLFQ/FCFS,2.4981197436118614
7.918,512.0,L7.918/H512,30,MLFQ/FCFS,0.3941653412078733
5.649,4096.0,L5.649/H4096,30,MLFQ/FCFS,0.1387662850149178
4.639,32768.0,L4.639/H32768,30,MLFQ/FCFS,0.0915172751983323
4.073,262144.0,L4.073/H262144,30,MLFQ/FCFS,0.0435443069314752
16.772,64.0,L16.772/H64,32,MLFQ/FCFS,1.6115798640048824
7.918,512.0,L7.918/H512,32,MLFQ/FCFS,0.4673260984981469
5.649,4096.0,L5.649/H4096,32,MLFQ/FCFS,0.1593642506386781
4.639,32768.0,L4.639/H32768,32,MLFQ/FCFS,0.1206768028026276
4.073,262144.0,L4.073/H262144,32,MLFQ/FCFS,0.1150690380851748
16.772,64.0,L16.772/H64,34,MLFQ/FCFS,1.3499751006450014
7.918,512.0,L7.918/H512,34,MLFQ/FCFS,0.519174215719246
5.649,4096.0,L5.649/H4096,34,MLFQ/FCFS,0.1857258991913724
4.639,32768.0,L4.639/H32768,34,MLFQ/FCFS,0.1371018657279504
4.073,262144.0,L4.073/H262144,34,MLFQ/FCFS,0.1179117877688762
16.772,64.0,L16.772/H64,36,MLFQ/FCFS,1.2078473924110271
7.918,512.0,L7.918/H512,36,MLFQ/FCFS,0.5308350730067053
5.649,4096.0,L5.649/H4096,36,MLFQ/FCFS,0.220094532989178
4.639,32768.0,L4.639/H32768,36,MLFQ/FCFS,0.1513271352871229
4.073,262144.0,L4.073/H262144,36,MLFQ/FCFS,0.0581077831263984
16.772,64.0,L16.772/H64,38,MLFQ/FCFS,1.12896239295892
7.918,512.0,L7.918/H512,38,MLFQ/FCFS,0.5766408230699784
5.649,4096.0,L5.649/H4096,38,MLFQ/FCFS,0.2183084678455766
4.639,32768.0,L4.639/H32768,38,MLFQ/FCFS,0.1352274146048862
4.073,262144.0,L4.073/H262144,38,MLFQ/FCFS,0.1028549384301002
16.772,64.0,L16.772/H64,40,MLFQ/FCFS,1.081635165754029
7.918,512.0,L7.918/H512,40,MLFQ/FCFS,0.5978376845962443
5.649,4096.0,L5.649/H4096,40,MLFQ/FCFS,0.267561157440487
4.639,32768.0,L4.639/H32768,40,MLFQ/FCFS,0.1671343595234281
4.073,262144.0,L4.073/H262144,40,MLFQ/FCFS,0.1111233067325495
16.772,64.0,L16.772/H64,20,SETF/FCFS,0.573035918033811
7.918,512.0,L7.918/H512,20,SETF/FCFS,0.1117344191008296
5.649,4096.0,L5.649/H4096,20,SETF/FCFS,0.0260954302994732
4.639,32768.0,L4.639/H32768,20,SETF/FCFS,0.0061583376307529
4.073,262144.0,L4.073/H262144,20,SETF/FCFS,0.006440867303237
16.772,64.0,L16.772/H64,22,SETF/FCFS,0.5521279848552325
7.918,512.0,L7.918/H512,22,SETF/FCFS,0.0946433940804343
5.649,4096.0,L5.649/H4096,22,SETF/FCFS,0.0179254836293401
4.639,32768.0,L4.639/H32768,22,SETF/FCFS,0.0053753584571384
4.073,262144.0,L4.073/H262144,22,SETF/FCFS,0.0027833794500522
16.772,64.0,L16.772/H64,24,SETF/FCFS,0.5266317827236315
7.918,512.0,L7.918/H512,24,SETF/FCFS,0.0776497718141169
5.649,4096.0,L5.649/H4096,24,SETF/FCFS,0.0144641911817091
4.639,32768.0,L4.639/H32768,24,SETF/FCFS,0.007818671743214
4.073,262144.0,L4.073/H262144,24,SETF/FCFS,0.003266769530128
16.772,64.0,L16.772/H64,26,SETF/FCFS,0.5019936837713336
7.918,512.0,L7.918/H512,26,SETF/FCFS,0.0631140853753914
5.649,4096.0,L5.649/H4096,26,SETF/FCFS,0.0128072709177825
4.639,32768.0,L4.639/H32768,26,SETF/FCFS,0.0159246881619169
4.073,262144.0,L4.073/H262144,26,SETF/FCFS,0.0194792527769067
16.772,64.0,L16.772/H64,28,SETF/FCFS,0.4784778214195375
7.918,512.0,L7.918/H512,28,SETF/FCFS,0.101476513025468
5.649,4096.0,L5.649/H4096,28,SETF/FCFS,0.1019565630266539
4.639,32768.0,L4.639/H32768,28,SETF/FCFS,0.1420422229785886
4.073,262144.0,L4.073/H262144,28,SETF/FCFS,0.1394977793743094
16.772,64.0,L16.772/H64,30,SETF/FCFS,0.5749104121440979
7.918,512.0,L7.918/H512,30,SETF/FCFS,0.3025705476033106
5.649,4096.0,L5.649/H4096,30,SETF/FCFS,0.2180923255821616
4.639,32768.0,L4.639/H32768,30,SETF/FCFS,0.2317991469096559
4.073,262144.0,L4.073/H262144,30,SETF/FCFS,0.10746616827163
16.772,64.0,L16.772/H64,32,SETF/FCFS,0.8673391518085558
7.918,512.0,L7.918/H512,32,SETF/FCFS,0.4287750868936793
5.649,4096.0,L5.649/H4096,32,SETF/FCFS,0.2692870771811769
4.639,32768.0,L4.639/H32768,32,SETF/FCFS,0.3084919118906972
4.073,262144.0,L4.073/H262144,32,SETF/FCFS,0.2973993835253459
16.772,64.0,L16.772/H64,34,SETF/FCFS,0.9487836367349514
7.918,512.0,L7.918/H512,34,SETF/FCFS,0.5310976132755195
5.649,4096.0,L5.649/H4096,34,SETF/FCFS,0.3349741773843342
4.639,32768.0,L4.639/H32768,34,SETF/FCFS,0.3434611663939624
4.073,262144.0,L4.073/H262144,34,SETF/FCFS,0.3113116956236657
16.772,64.0,L16.772/H64,36,SETF/FCFS,0.9805691356541908
7.918,512.0,L7.918/H512,36,SETF/FCFS,0.5697840331699227
5.649,4096.0,L5.649/H4096,36,SETF/FCFS,0.3964354869662276
4.639,32768.0,L4.639/H32768,36,SETF/FCFS,0.3798311587944431
4.073,262144.0,L4.073/H262144,36,SETF/FCFS,0.1727210034817025
16.772,64.0,L16.772/H64,38,SETF/FCFS,0.9920145078736022
7.918,512.0,L7.918/H512,38,SETF/FCFS,0.6451775229704986
5.649,4096.0,L5.649/H4096,38,SETF/FCFS,0.4137667348711183
4.639,32768.0,L4.639/H32768,38,SETF/FCFS,0.3537631307700002
4.073,262144.0,L4.073/H262144,38,SETF/FCFS,0.299649247710042
16.772,64.0,L16.772/H64,40,SETF/FCFS,0.996944390806186
7.918,512.0,L7.918/H512,40,SETF/FCFS,0.6837005487043794
5.649,4096.0,L5.649/H4096,40,SETF/FCFS,0.511916632825826
4.639,32768.0,L4.639/H32768,40,SETF/FCFS,0.4454145253224074
4.073,262144.0,L4.073/H262144,40,SETF/FCFS,0.3260592995981222
16.772,64.0,L16.772/H64,20,SPRT/FCFS,0.5730211229685658
7.918,512.0,L7.918/H512,20,SPRT/FCFS,0.1116413844805062
5.649,4096.0,L5.649/H4096,20,SPRT/FCFS,0.0258681578615926
4.639,32768.0,L4.639/H32768,20,SPRT/FCFS,0.0054313947810165
4.073,262144.0,L4.073/H262144,20,SPRT/FCFS,0.0057379606178616
16.772,64.0,L16.772/H64,22,SPRT/FCFS,0.552104974674787
7.918,512.0,L7.918/H512,22,SPRT/FCFS,0.0942512132702297
5.649,4096.0,L5.649/H4096,22,SPRT/FCFS,0.0175065576018806
4.639,32768.0,L4.639/H32768,22,SPRT/FCFS,0.0037254129877721
4.073,262144.0,L4.073/H262144,22,SPRT/FCFS,0.0016477869601149
16.772,64.0,L16.772/H64,24,SPRT/FCFS,0.5265921050937902
7.918,512.0,L7.918/H512,24,SPRT/FCFS,0.0772981827785811
5.649,4096.0,L5.649/H4096,24,SPRT/FCFS,0.0132102096737963
4.639,32768.0,L4.639/H32768,24,SPRT/FCFS,0.0029752832973494
4.073,262144.0,L4.073/H262144,24,SPRT/FCFS,0.0013390659088264
16.772,64.0,L16.772/H64,26,SPRT/FCFS,0.5019179281778755
7.918,512.0,L7.918/H512,26,SPRT/FCFS,0.0617815587677385
5.649,4096.0,L5.649/H4096,26,SPRT/FCFS,0.0093426011905762
4.639,32768.0,L4.639/H32768,26,SPRT/FCFS,0.00179354525794
4.073,262144.0,L4.073/H262144,26,SPRT/FCFS,0.0008588358504736
16.772,64.0,L16.772/H64,28,SPRT/FCFS,0.4779308897999685
7.918,512.0,L7.918/H512,28,SPRT/FCFS,0.0681924404962777
5.649,4096.0,L5.649/H4096,28,SPRT/FCFS,0.017370177973269
4.639,32768.0,L4.639/H32768,28,SPRT/FCFS,0.0038647004186418
4.073,262144.0,L4.073/H262144,28,SPRT/FCFS,0.0007323938663879
16.772,64.0,L16.772/H64,30,SPRT/FCFS,0.518582607540565
7.918,512.0,L7.918/H512,30,SPRT/FCFS,0.1219038262150993
5.649,4096.0,L5.649/H4096,30,SPRT/FCFS,0.0277401200396189
4.639,32768.0,L4.639/H32768,30,SPRT/FCFS,0.0050472554519817
4.073,262144.0,L4.073/H262144,30,SPRT/FCFS,0.0014638923171694
16.772,64.0,L16.772/H64,32,SPRT/FCFS,0.7249928991217479
7.918,512.0,L7.918/H512,32,SPRT/FCFS,0.1707639924642076
5.649,4096.0,L5.649/H4096,32,SPRT/FCFS,0.0329560121972318
4.639,32768.0,L4.639/H32768,32,SPRT/FCFS,0.0069730847122814
4.073,262144.0,L4.073/H262144,32,SPRT/FCFS,0.0025687928247659
16.772,64.0,L16.772/H64,34,SPRT/FCFS,0.8308742739158415
7.918,512.0,L7.918/H512,34,SPRT/FCFS,0.2121995034581013
5.649,4096.0,L5.649/H4096,34,SPRT/FCFS,0.0382991312682119
4.639,32768.0,L4.639/H32768,34,SPRT/FCFS,0.0091079186663016
