L,H,bp_parms,arrival_rate,arithmetic,value
16.772,64.0,L16.772/H64,0.05,SJF_L2_Norm/FCFS_L2_Norm,1.2333719872127895
7.918,512.0,L7.918/H512,0.05,SJF_L2_Norm/FCFS_L2_Norm,0.5799099231083675
5.649,4096.0,L5.649/H4096,0.05,SJF_L2_Norm/FCFS_L2_Norm,0.2652006672073618
4.073,262144.0,L4.073/H262144,0.05,SJF_L2_Norm/FCFS_L2_Norm,0.1063800604368227
16.772,64.0,L16.772/H64,0.04545,SJF_L2_Norm/FCFS_L2_Norm,1.367832806163666
7.918,512.0,L7.918/H512,0.04545,SJF_L2_Norm/FCFS_L2_Norm,0.6423451698644722
5.649,4096.0,L5.649/H4096,0.04545,SJF_L2_Norm/FCFS_L2_Norm,0.272726911100271
4.073,262144.0,L4.073/H262144,0.04545,SJF_L2_Norm/FCFS_L2_Norm,0.0759883783387069
16.772,64.0,L16.772/H64,0.0416,SJF_L2_Norm/FCFS_L2_Norm,1.586823511405114
7.918,512.0,L7.918/H512,0.0416,SJF_L2_Norm/FCFS_L2_Norm,0.724567671642235
5.649,4096.0,L5.649/H4096,0.0416,SJF_L2_Norm/FCFS_L2_Norm,0.2955451919347092
4.073,262144.0,L4.073/H262144,0.0416,SJF_L2_Norm/FCFS_L2_Norm,0.0820230666059285
16.772,64.0,L16.772/H64,0.0385,SJF_L2_Norm/FCFS_L2_Norm,1.928806551578689
7.918,512.0,L7.918/H512,0.0385,SJF_L2_Norm/FCFS_L2_Norm,0.9912784152075276
5.649,4096.0,L5.649/H4096,0.0385,SJF_L2_Norm/FCFS_L2_Norm,0.3791287145783916
4.073,262144.0,L4.073/H262144,0.0385,SJF_L2_Norm/FCFS_L2_Norm,0.0853719297559119
16.772,64.0,L16.772/H64,0.036,SJF_L2_Norm/FCFS_L2_Norm,2.640504076915604
7.918,512.0,L7.918/H512,0.036,SJF_L2_Norm/FCFS_L2_Norm,1.7867194984665284
5.649,4096.0,L5.649/H4096,0.036,SJF_L2_Norm/FCFS_L2_Norm,0.3797077279291089
4.073,262144.0,L4.073/H262144,0.036,SJF_L2_Norm/FCFS_L2_Norm,0.1072269794990097
16.772,64.0,L16.772/H64,0.033,SJF_L2_Norm/FCFS_L2_Norm,2.9029461331779376
7.918,512.0,L7.918/H512,0.033,SJF_L2_Norm/FCFS_L2_Norm,0.70884867996006
5.649,4096.0,L5.649/H4096,0.033,SJF_L2_Norm/FCFS_L2_Norm,0.3471466564228136
4.073,262144.0,L4.073/H262144,0.033,SJF_L2_Norm/FCFS_L2_Norm,0.2958592265824962
16.772,64.0,L16.772/H64,0.03123,SJF_L2_Norm/FCFS_L2_Norm,1.3182122703115244
7.918,512.0,L7.918/H512,0.03123,SJF_L2_Norm/FCFS_L2_Norm,0.6614879886160194
5.649,4096.0,L5.649/H4096,0.03123,SJF_L2_Norm/FCFS_L2_Norm,0.3888864633838697
4.073,262144.0,L4.073/H262144,0.03123,SJF_L2_Norm/FCFS_L2_Norm,0.2910670316179083
16.772,64.0,L16.772/H64,0.029,SJF_L2_Norm/FCFS_L2_Norm,1.04692015382998
7.918,512.0,L7.918/H512,0.029,SJF_L2_Norm/FCFS_L2_Norm,0.6856012187831946
5.649,4096.0,L5.649/H4096,0.029,SJF_L2_Norm/FCFS_L2_Norm,0.555241215990789
4.073,262144.0,L4.073/H262144,0.029,SJF_L2_Norm/FCFS_L2_Norm,0.5717242743583755
16.772,64.0,L16.772/H64,0.028,SJF_L2_Norm/FCFS_L2_Norm,1.023956396416915
7.918,512.0,L7.918/H512,0.028,SJF_L2_Norm/FCFS_L2_Norm,0.7256256158290919
5.649,4096.0,L5.649/H4096,0.028,SJF_L2_Norm/FCFS_L2_Norm,0.5213698207654055
4.073,262144.0,L4.073/H262144,0.028,SJF_L2_Norm/FCFS_L2_Norm,0.5986041732039217
16.772,64.0,L16.772/H64,0.026,SJF_L2_Norm/FCFS_L2_Norm,1.0037890108861969
7.918,512.0,L7.918/H512,0.026,SJF_L2_Norm/FCFS_L2_Norm,0.7470086929500062
5.649,4096.0,L5.649/H4096,0.026,SJF_L2_Norm/FCFS_L2_Norm,0.5158424238522316
4.073,262144.0,L4.073/H262144,0.026,SJF_L2_Norm/FCFS_L2_Norm,0.4614060585215833
16.772,64.0,L16.772/H64,0.025,SJF_L2_Norm/FCFS_L2_Norm,1.0019934702611186
7.918,512.0,L7.918/H512,0.025,SJF_L2_Norm/FCFS_L2_Norm,0.7595445583939467
5.649,4096.0,L5.649/H4096,0.025,SJF_L2_Norm/FCFS_L2_Norm,0.6250751071989296
4.073,262144.0,L4.073/H262144,0.025,SJF_L2_Norm/FCFS_L2_Norm,0.7462233364161655
16.772,64.0,L16.772/H64,0.05,RR_L2_Norm/FCFS_L2_Norm,1.641828523742362
7.918,512.0,L7.918/H512,0.05,RR_L2_Norm/FCFS_L2_Norm,0.848828073603616
5.649,4096.0,L5.649/H4096,0.05,RR_L2_Norm/FCFS_L2_Norm,0.3957780600955765
4.073,262144.0,L4.073/H262144,0.05,RR_L2_Norm/FCFS_L2_Norm,0.1562522733197093
16.772,64.0,L16.772/H64,0.04545,RR_L2_Norm/FCFS_L2_Norm,1.6711789146421
7.918,512.0,L7.918/H512,0.04545,RR_L2_Norm/FCFS_L2_Norm,0.8881186341638793
5.649,4096.0,L5.649/H4096,0.04545,RR_L2_Norm/FCFS_L2_Norm,0.4040943361394992
4.073,262144.0,L4.073/H262144,0.04545,RR_L2_Norm/FCFS_L2_Norm,0.1147292796684216
16.772,64.0,L16.772/H64,0.0416,RR_L2_Norm/FCFS_L2_Norm,1.7069997968875463
7.918,512.0,L7.918/H512,0.0416,RR_L2_Norm/FCFS_L2_Norm,0.9243139015107702
5.649,4096.0,L5.649/H4096,0.0416,RR_L2_Norm/FCFS_L2_Norm,0.4149781856382675
4.073,262144.0,L4.073/H262144,0.0416,RR_L2_Norm/FCFS_L2_Norm,0.1283837504576532
16.772,64.0,L16.772/H64,0.0385,RR_L2_Norm/FCFS_L2_Norm,1.7383840647100943
7.918,512.0,L7.918/H512,0.0385,RR_L2_Norm/FCFS_L2_Norm,0.973331109905034
5.649,4096.0,L5.649/H4096,0.0385,RR_L2_Norm/FCFS_L2_Norm,0.4423674090293145
4.073,262144.0,L4.073/H262144,0.0385,RR_L2_Norm/FCFS_L2_Norm,0.0898481719713552
16.772,64.0,L16.772/H64,0.036,RR_L2_Norm/FCFS_L2_Norm,1.767880450720709
7.918,512.0,L7.918/H512,0.036,RR_L2_Norm/FCFS_L2_Norm,1.0121437538675468
5.649,4096.0,L5.649/H4096,0.036,RR_L2_Norm/FCFS_L2_Norm,0.4691504197751474
4.073,262144.0,L4.073/H262144,0.036,RR_L2_Norm/FCFS_L2_Norm,0.1513374845426326
16.772,64.0,L16.772/H64,0.033,RR_L2_Norm/FCFS_L2_Norm,1.718608626851196
7.918,512.0,L7.918/H512,0.033,RR_L2_Norm/FCFS_L2_Norm,0.9529880702700184
5.649,4096.0,L5.649/H4096,0.033,RR_L2_Norm/FCFS_L2_Norm,0.4241790100771055
4.073,262144.0,L4.073/H262144,0.033,RR_L2_Norm/FCFS_L2_Norm,0.1352938973695171
16.772,64.0,L16.772/H64,0.03123,RR_L2_Norm/FCFS_L2_Norm,1.5365372283072467
7.918,512.0,L7.918/H512,0.03123,RR_L2_Norm/FCFS_L2_Norm,0.9484210549573596
5.649,4096.0,L5.649/H4096,0.03123,RR_L2_Norm/FCFS_L2_Norm,0.3968866321356763
4.073,262144.0,L4.073/H262144,0.03123,RR_L2_Norm/FCFS_L2_Norm,0.0895605026222344
16.772,64.0,L16.772/H64,0.029,RR_L2_Norm/FCFS_L2_Norm,1.358324214198389
7.918,512.0,L7.918/H512,0.029,RR_L2_Norm/FCFS_L2_Norm,0.9144086101287467
5.649,4096.0,L5.649/H4096,0.029,RR_L2_Norm/FCFS_L2_Norm,0.3987348178774677
4.073,262144.0,L4.073/H262144,0.029,RR_L2_Norm/FCFS_L2_Norm,0.0841364345398865
16.772,64.0,L16.772/H64,0.028,RR_L2_Norm/FCFS_L2_Norm,1.3083723466936548
7.918,512.0,L7.918/H512,0.028,RR_L2_Norm/FCFS_L2_Norm,0.9089852964724568
5.649,4096.0,L5.649/H4096,0.028,RR_L2_Norm/FCFS_L2_Norm,0.398818627883432
4.073,262144.0,L4.073/H262144,0.028,RR_L2_Norm/FCFS_L2_Norm,0.1074236779070089
16.772,64.0,L16.772/H64,0.026,RR_L2_Norm/FCFS_L2_Norm,1.212104865307758
7.918,512.0,L7.918/H512,0.026,RR_L2_Norm/FCFS_L2_Norm,0.9011074920425652
