L,H,bp_parms,arrival_rate,arithmetic,value
5.649,4096.0,L5.649/H4096,0.026,RR_L2_Norm/FCFS_L2_Norm,0.3706379285134457
4.073,262144.0,L4.073/H262144,0.026,RR_L2_Norm/FCFS_L2_Norm,0.0579891215718485
16.772,64.0,L16.772/H64,0.025,RR_L2_Norm/FCFS_L2_Norm,1.175617930223794
7.918,512.0,L7.918/H512,0.025,RR_L2_Norm/FCFS_L2_Norm,0.8859119618953217
5.649,4096.0,L5.649/H4096,0.025,RR_L2_Norm/FCFS_L2_Norm,0.3752402999184146
4.073,262144.0,L4.073/H262144,0.025,RR_L2_Norm/FCFS_L2_Norm,0.0912556279211504
16.772,64.0,L16.772/H64,0.05,MLFQ_L2_Norm/FCFS_L2_Norm,2.1486848125151594
7.918,512.0,L7.918/H512,0.05,MLFQ_L2_Norm/FCFS_L2_Norm,0.9649829283131596
5.649,4096.0,L5.649/H4096,0.05,MLFQ_L2_Norm/FCFS_L2_Norm,0.4374725234399149
4.073,262144.0,L4.073/H262144,0.05,MLFQ_L2_Norm/FCFS_L2_Norm,0.1818658053872629
16.772,64.0,L16.772/H64,0.04545,MLFQ_L2_Norm/FCFS_L2_Norm,2.417248819828845
7.918,512.0,L7.918/H512,0.04545,MLFQ_L2_Norm/FCFS_L2_Norm,1.0863840608875832
5.649,4096.0,L5.649/H4096,0.04545,MLFQ_L2_Norm/FCFS_L2_Norm,0.4614667431686218
4.073,262144.0,L4.073/H262144,0.04545,MLFQ_L2_Norm/FCFS_L2_Norm,0.1225967902121404
16.772,64.0,L16.772/H64,0.0416,MLFQ_L2_Norm/FCFS_L2_Norm,3.020132151789996
7.918,512.0,L7.918/H512,0.0416,MLFQ_L2_Norm/FCFS_L2_Norm,1.3111321383357162
5.649,4096.0,L5.649/H4096,0.0416,MLFQ_L2_Norm/FCFS_L2_Norm,0.504721721623185
4.073,262144.0,L4.073/H262144,0.0416,MLFQ_L2_Norm/FCFS_L2_Norm,0.1298354420498924
16.772,64.0,L16.772/H64,0.0385,MLFQ_L2_Norm/FCFS_L2_Norm,3.7561097697412698
7.918,512.0,L7.918/H512,0.0385,MLFQ_L2_Norm/FCFS_L2_Norm,1.8438701821162995
5.649,4096.0,L5.649/H4096,0.0385,MLFQ_L2_Norm/FCFS_L2_Norm,0.6925806363669127
4.073,262144.0,L4.073/H262144,0.0385,MLFQ_L2_Norm/FCFS_L2_Norm,0.097525651434752
16.772,64.0,L16.772/H64,0.036,MLFQ_L2_Norm/FCFS_L2_Norm,3.954714181007299
7.918,512.0,L7.918/H512,0.036,MLFQ_L2_Norm/FCFS_L2_Norm,2.3980568741488737
5.649,4096.0,L5.649/H4096,0.036,MLFQ_L2_Norm/FCFS_L2_Norm,0.6959382043479649
4.073,262144.0,L4.073/H262144,0.036,MLFQ_L2_Norm/FCFS_L2_Norm,0.2033636999563323
16.772,64.0,L16.772/H64,0.033,MLFQ_L2_Norm/FCFS_L2_Norm,5.384201758705358
7.918,512.0,L7.918/H512,0.033,MLFQ_L2_Norm/FCFS_L2_Norm,1.3441441544021089
5.649,4096.0,L5.649/H4096,0.033,MLFQ_L2_Norm/FCFS_L2_Norm,0.5080630943193377
4.073,262144.0,L4.073/H262144,0.033,MLFQ_L2_Norm/FCFS_L2_Norm,0.1759552258810368
16.772,64.0,L16.772/H64,0.03123,MLFQ_L2_Norm/FCFS_L2_Norm,2.639731050280547
7.918,512.0,L7.918/H512,0.03123,MLFQ_L2_Norm/FCFS_L2_Norm,1.1488604215609954
5.649,4096.0,L5.649/H4096,0.03123,MLFQ_L2_Norm/FCFS_L2_Norm,0.4422339475679533
4.073,262144.0,L4.073/H262144,0.03123,MLFQ_L2_Norm/FCFS_L2_Norm,0.1420639734562263
16.772,64.0,L16.772/H64,0.029,MLFQ_L2_Norm/FCFS_L2_Norm,1.800541226706578
7.918,512.0,L7.918/H512,0.029,MLFQ_L2_Norm/FCFS_L2_Norm,1.0286140864422813
5.649,4096.0,L5.649/H4096,0.029,MLFQ_L2_Norm/FCFS_L2_Norm,0.4260797360754373
4.073,262144.0,L4.073/H262144,0.029,MLFQ_L2_Norm/FCFS_L2_Norm,0.2063422805013565
16.772,64.0,L16.772/H64,0.028,MLFQ_L2_Norm/FCFS_L2_Norm,1.586432289459418
7.918,512.0,L7.918/H512,0.028,MLFQ_L2_Norm/FCFS_L2_Norm,0.9996790064869469
5.649,4096.0,L5.649/H4096,0.028,MLFQ_L2_Norm/FCFS_L2_Norm,0.4467107711603182
4.073,262144.0,L4.073/H262144,0.028,MLFQ_L2_Norm/FCFS_L2_Norm,0.2484850092355142
16.772,64.0,L16.772/H64,0.026,MLFQ_L2_Norm/FCFS_L2_Norm,1.3062752832600544
7.918,512.0,L7.918/H512,0.026,MLFQ_L2_Norm/FCFS_L2_Norm,0.9639538037008932
5.649,4096.0,L5.649/H4096,0.026,MLFQ_L2_Norm/FCFS_L2_Norm,0.4286820665937864
4.073,262144.0,L4.073/H262144,0.026,MLFQ_L2_Norm/FCFS_L2_Norm,0.1794968130264708
16.772,64.0,L16.772/H64,0.025,MLFQ_L2_Norm/FCFS_L2_Norm,1.2096869883523245
7.918,512.0,L7.918/H512,0.025,MLFQ_L2_Norm/FCFS_L2_Norm,0.9326155460602236
5.649,4096.0,L5.649/H4096,0.025,MLFQ_L2_Norm/FCFS_L2_Norm,0.4148225506607265
4.073,262144.0,L4.073/H262144,0.025,MLFQ_L2_Norm/FCFS_L2_Norm,0.3085332777186716
16.772,64.0,L16.772/H64,0.05,SETF_L2_Norm/FCFS_L2_Norm,2.440694168498553
7.918,512.0,L7.918/H512,0.05,SETF_L2_Norm/FCFS_L2_Norm,1.023942174552929
5.649,4096.0,L5.649/H4096,0.05,SETF_L2_Norm/FCFS_L2_Norm,0.4580085251062329
4.073,262144.0,L4.073/H262144,0.05,SETF_L2_Norm/FCFS_L2_Norm,0.1845636632651043
16.772,64.0,L16.772/H64,0.04545,SETF_L2_Norm/FCFS_L2_Norm,2.781603254214967
7.918,512.0,L7.918/H512,0.04545,SETF_L2_Norm/FCFS_L2_Norm,1.163053171518949
5.649,4096.0,L5.649/H4096,0.04545,SETF_L2_Norm/FCFS_L2_Norm,0.4710106493235658
4.073,262144.0,L4.073/H262144,0.04545,SETF_L2_Norm/FCFS_L2_Norm,0.1271270977900219
16.772,64.0,L16.772/H64,0.0416,SETF_L2_Norm/FCFS_L2_Norm,3.35379501839458
7.918,512.0,L7.918/H512,0.0416,SETF_L2_Norm/FCFS_L2_Norm,1.3628457516500794
5.649,4096.0,L5.649/H4096,0.0416,SETF_L2_Norm/FCFS_L2_Norm,0.5361081837770653
4.073,262144.0,L4.073/H262144,0.0416,SETF_L2_Norm/FCFS_L2_Norm,0.1433820391046918
16.772,64.0,L16.772/H64,0.0385,SETF_L2_Norm/FCFS_L2_Norm,4.31271974455668
7.918,512.0,L7.918/H512,0.0385,SETF_L2_Norm/FCFS_L2_Norm,2.077408067802159
5.649,4096.0,L5.649/H4096,0.0385,SETF_L2_Norm/FCFS_L2_Norm,0.7929062806782912
4.073,262144.0,L4.073/H262144,0.0385,SETF_L2_Norm/FCFS_L2_Norm,0.0916650618946986
16.772,64.0,L16.772/H64,0.036,SETF_L2_Norm/FCFS_L2_Norm,6.598867965013147
7.918,512.0,L7.918/H512,0.036,SETF_L2_Norm/FCFS_L2_Norm,5.736848402305273
5.649,4096.0,L5.649/H4096,0.036,SETF_L2_Norm/FCFS_L2_Norm,0.8611669170354712
4.073,262144.0,L4.073/H262144,0.036,SETF_L2_Norm/FCFS_L2_Norm,0.2104438541145197
16.772,64.0,L16.772/H64,0.033,SETF_L2_Norm/FCFS_L2_Norm,12.03121234850737
7.918,512.0,L7.918/H512,0.033,SETF_L2_Norm/FCFS_L2_Norm,1.6870344194293028
5.649,4096.0,L5.649/H4096,0.033,SETF_L2_Norm/FCFS_L2_Norm,0.6111477303024295
4.073,262144.0,L4.073/H262144,0.033,SETF_L2_Norm/FCFS_L2_Norm,0.1472858428609587
16.772,64.0,L16.772/H64,0.03123,SETF_L2_Norm/FCFS_L2_Norm,5.04929920486997
7.918,512.0,L7.918/H512,0.03123,SETF_L2_Norm/FCFS_L2_Norm,1.3940979718657094
5.649,4096.0,L5.649/H4096,0.03123,SETF_L2_Norm/FCFS_L2_Norm,0.5014689967619185
4.073,262144.0,L4.073/H262144,0.03123,SETF_L2_Norm/FCFS_L2_Norm,0.0989525524360645
16.772,64.0,L16.772/H64,0.029,SETF_L2_Norm/FCFS_L2_Norm,2.9011399938110505
7.918,512.0,L7.918/H512,0.029,SETF_L2_Norm/FCFS_L2_Norm,1.2268300268700356
5.649,4096.0,L5.649/H4096,0.029,SETF_L2_Norm/FCFS_L2_Norm,0.4544642990027086
4.073,262144.0,L4.073/H262144,0.029,SETF_L2_Norm/FCFS_L2_Norm,0.0997739011377955
16.772,64.0,L16.772/H64,0.028,SETF_L2_Norm/FCFS_L2_Norm,2.50811821028482
7.918,512.0,L7.918/H512,0.028,SETF_L2_Norm/FCFS_L2_Norm,1.1353837619593217
5.649,4096.0,L5.649/H4096,0.028,SETF_L2_Norm/FCFS_L2_Norm,0.4658303587761797
4.073,262144.0,L4.073/H262144,0.028,SETF_L2_Norm/FCFS_L2_Norm,0.1061327945101134
16.772,64.0,L16.772/H64,0.026,SETF_L2_Norm/FCFS_L2_Norm,1.921811742138677
7.918,512.0,L7.918/H512,0.026,SETF_L2_Norm/FCFS_L2_Norm,1.1199686701730662
5.649,4096.0,L5.649/H4096,0.026,SETF_L2_Norm/FCFS_L2_Norm,0.434673314462023
4.073,262144.0,L4.073/H262144,0.026,SETF_L2_Norm/FCFS_L2_Norm,0.0565267093558866
16.772,64.0,L16.772/H64,0.025,SETF_L2_Norm/FCFS_L2_Norm,1.7438936589599283
7.918,512.0,L7.918/H512,0.025,SETF_L2_Norm/FCFS_L2_Norm,1.0379063056704525
5.649,4096.0,L5.649/H4096,0.025,SETF_L2_Norm/FCFS_L2_Norm,0.4044768995344797
4.073,262144.0,L4.073/H262144,0.025,SETF_L2_Norm/FCFS_L2_Norm,0.0915482322851315
16.772,64.0,L16.772/H64,0.05,SRPT_L2_Norm/FCFS_L2_Norm,1.2333728590449884
7.918,512.0,L7.918/H512,0.05,SRPT_L2_Norm/FCFS_L2_Norm,0.579915683407415
5.649,4096.0,L5.649/H4096,0.05,SRPT_L2_Norm/FCFS_L2_Norm,0.2649712599186795
4.073,262144.0,L4.073/H262144,0.05,SRPT_L2_Norm/FCFS_L2_Norm,0.1065818266920635
16.772,64.0,L16.772/H64,0.04545,SRPT_L2_Norm/FCFS_L2_Norm,1.3678342423572414
7.918,512.0,L7.918/H512,0.04545,SRPT_L2_Norm/FCFS_L2_Norm,0.6423581631651412
5.649,4096.0,L5.649/H4096,0.04545,SRPT_L2_Norm/FCFS_L2_Norm,0.2727698957922397
4.073,262144.0,L4.073/H262144,0.04545,SRPT_L2_Norm/FCFS_L2_Norm,0.076449101805909
16.772,64.0,L16.772/H64,0.0416,SRPT_L2_Norm/FCFS_L2_Norm,1.5868283481858572
7.918,512.0,L7.918/H512,0.0416,SRPT_L2_Norm/FCFS_L2_Norm,0.7240835334944878
5.649,4096.0,L5.649/H4096,0.0416,SRPT_L2_Norm/FCFS_L2_Norm,0.2957782158854468
4.073,262144.0,L4.073/H262144,0.0416,SRPT_L2_Norm/FCFS_L2_Norm,0.0831887654898295
16.772,64.0,L16.772/H64,0.0385,SRPT_L2_Norm/FCFS_L2_Norm,1.9288130850568048
7.918,512.0,L7.918/H512,0.0385,SRPT_L2_Norm/FCFS_L2_Norm,0.991424688481281
5.649,4096.0,L5.649/H4096,0.0385,SRPT_L2_Norm/FCFS_L2_Norm,0.3813912112587375
4.073,262144.0,L4.073/H262144,0.0385,SRPT_L2_Norm/FCFS_L2_Norm,0.0588704536804446
16.772,64.0,L16.772/H64,0.036,SRPT_L2_Norm/FCFS_L2_Norm,2.64052823593761
7.918,512.0,L7.918/H512,0.036,SRPT_L2_Norm/FCFS_L2_Norm,1.7975655248664248
5.649,4096.0,L5.649/H4096,0.036,SRPT_L2_Norm/FCFS_L2_Norm,0.3965981640483222
4.073,262144.0,L4.073/H262144,0.036,SRPT_L2_Norm/FCFS_L2_Norm,0.1067103300176878
16.772,64.0,L16.772/H64,0.033,SRPT_L2_Norm/FCFS_L2_Norm,2.9745154877911584
7.918,512.0,L7.918/H512,0.033,SRPT_L2_Norm/FCFS_L2_Norm,0.7841890449618643
5.649,4096.0,L5.649/H4096,0.033,SRPT_L2_Norm/FCFS_L2_Norm,0.3073475299846643
4.073,262144.0,L4.073/H262144,0.033,SRPT_L2_Norm/FCFS_L2_Norm,0.1033778183287322
16.772,64.0,L16.772/H64,0.03123,SRPT_L2_Norm/FCFS_L2_Norm,1.4425572124198178
7.918,512.0,L7.918/H512,0.03123,SRPT_L2_Norm/FCFS_L2_Norm,0.7113534183087245
5.649,4096.0,L5.649/H4096,0.03123,SRPT_L2_Norm/FCFS_L2_Norm,0.2843957556129246
4.073,262144.0,L4.073/H262144,0.03123,SRPT_L2_Norm/FCFS_L2_Norm,0.0704880210964177
16.772,64.0,L16.772/H64,0.029,SRPT_L2_Norm/FCFS_L2_Norm,1.1201532630350224
7.918,512.0,L7.918/H512,0.029,SRPT_L2_Norm/FCFS_L2_Norm,0.6798457431721732
5.649,4096.0,L5.649/H4096,0.029,SRPT_L2_Norm/FCFS_L2_Norm,0.3134634690095443
4.073,262144.0,L4.073/H262144,0.029,SRPT_L2_Norm/FCFS_L2_Norm,0.0714961694541011
16.772,64.0,L16.772/H64,0.028,SRPT_L2_Norm/FCFS_L2_Norm,1.0802668206584871
7.918,512.0,L7.918/H512,0.028,SRPT_L2_Norm/FCFS_L2_Norm,0.6933831396048691
5.649,4096.0,L5.649/H4096,0.028,SRPT_L2_Norm/FCFS_L2_Norm,0.3114879674908904
4.073,262144.0,L4.073/H262144,0.028,SRPT_L2_Norm/FCFS_L2_Norm,0.0925181390011106
16.772,64.0,L16.772/H64,0.026,SRPT_L2_Norm/FCFS_L2_Norm,1.0352797566321257
7.918,512.0,L7.918/H512,0.026,SRPT_L2_Norm/FCFS_L2_Norm,0.6935275525324359
5.649,4096.0,L5.649/H4096,0.026,SRPT_L2_Norm/FCFS_L2_Norm,0.2925095282748763
4.073,262144.0,L4.073/H262144,0.026,SRPT_L2_Norm/FCFS_L2_Norm,0.0475542362123267
16.772,64.0,L16.772/H64,0.025,SRPT_L2_Norm/FCFS_L2_Norm,1.0231434515260192
7.918,512.0,L7.918/H512,0.025,SRPT_L2_Norm/FCFS_L2_Norm,0.6888322489526861
5.649,4096.0,L5.649/H4096,0.025,SRPT_L2_Norm/FCFS_L2_Norm,0.3014420589833034
4.073,262144.0,L4.073/H262144,0.025,SRPT_L2_Norm/FCFS_L2_Norm,0.0844633052106101
16.772,64.0,L16.772/H64,0.05,RMLFQ_L2_Norm/FCFS_L2_Norm,1.968634632754089
7.918,512.0,L7.918/H512,0.05,RMLFQ_L2_Norm/FCFS_L2_Norm,0.9338732325805276
5.649,4096.0,L5.649/H4096,0.05,RMLFQ_L2_Norm/FCFS_L2_Norm,0.4430990344761595
4.073,262144.0,L4.073/H262144,0.05,RMLFQ_L2_Norm/FCFS_L2_Norm,0.1804527333408032
16.772,64.0,L16.772/H64,0.04545,RMLFQ_L2_Norm/FCFS_L2_Norm,2.33453090449696
7.918,512.0,L7.918/H512,0.04545,RMLFQ_L2_Norm/FCFS_L2_Norm,1.0639279667816373
5.649,4096.0,L5.649/H4096,0.04545,RMLFQ_L2_Norm/FCFS_L2_Norm,0.4655063547552643
4.073,262144.0,L4.073/H262144,0.04545,RMLFQ_L2_Norm/FCFS_L2_Norm,0.1264918782242269
16.772,64.0,L16.772/H64,0.0416,RMLFQ_L2_Norm/FCFS_L2_Norm,3.0436858098348
7.918,512.0,L7.918/H512,0.0416,RMLFQ_L2_Norm/FCFS_L2_Norm,1.2761539761039518
5.649,4096.0,L5.649/H4096,0.0416,RMLFQ_L2_Norm/FCFS_L2_Norm,0.5193740863986377
4.073,262144.0,L4.073/H262144,0.0416,RMLFQ_L2_Norm/FCFS_L2_Norm,0.14125548634917
16.772,64.0,L16.772/H64,0.0385,RMLFQ_L2_Norm/FCFS_L2_Norm,3.563240428122819
7.918,512.0,L7.918/H512,0.0385,RMLFQ_L2_Norm/FCFS_L2_Norm,1.93090260398527
5.649,4096.0,L5.649/H4096,0.0385,RMLFQ_L2_Norm/FCFS_L2_Norm,0.7793289124160161
4.073,262144.0,L4.073/H262144,0.0385,RMLFQ_L2_Norm/FCFS_L2_Norm,0.091681558626966
16.772,64.0,L16.772/H64,0.036,RMLFQ_L2_Norm/FCFS_L2_Norm,3.648886347017356
7.918,512.0,L7.918/H512,0.036,RMLFQ_L2_Norm/FCFS_L2_Norm,4.69681594323543
5.649,4096.0,L5.649/H4096,0.036,RMLFQ_L2_Norm/FCFS_L2_Norm,0.8225486633535849
4.073,262144.0,L4.073/H262144,0.036,RMLFQ_L2_Norm/FCFS_L2_Norm,0.2058006505390081
16.772,64.0,L16.772/H64,0.033,RMLFQ_L2_Norm/FCFS_L2_Norm,3.038282300669732
7.918,512.0,L7.918/H512,0.033,RMLFQ_L2_Norm/FCFS_L2_Norm,1.5949031323908762
5.649,4096.0,L5.649/H4096,0.033,RMLFQ_L2_Norm/FCFS_L2_Norm,0.63204682367014
4.073,262144.0,L4.073/H262144,0.033,RMLFQ_L2_Norm/FCFS_L2_Norm,0.1500200336343307
16.772,64.0,L16.772/H64,0.03123,RMLFQ_L2_Norm/FCFS_L2_Norm,1.9467430802101136
7.918,512.0,L7.918/H512,0.03123,RMLFQ_L2_Norm/FCFS_L2_Norm,1.27695101224886
5.649,4096.0,L5.649/H4096,0.03123,RMLFQ_L2_Norm/FCFS_L2_Norm,0.4933946357491588
4.073,262144.0,L4.073/H262144,0.03123,RMLFQ_L2_Norm/FCFS_L2_Norm,0.0991527620837252
16.772,64.0,L16.772/H64,0.029,RMLFQ_L2_Norm/FCFS_L2_Norm,1.3162202292525802
7.918,512.0,L7.918/H512,0.029,RMLFQ_L2_Norm/FCFS_L2_Norm,1.15324648272814
5.649,4096.0,L5.649/H4096,0.029,RMLFQ_L2_Norm/FCFS_L2_Norm,0.4447128671398852
4.073,262144.0,L4.073/H262144,0.029,RMLFQ_L2_Norm/FCFS_L2_Norm,0.0999282603602104
16.772,64.0,L16.772/H64,0.028,RMLFQ_L2_Norm/FCFS_L2_Norm,1.1561788372735622
7.918,512.0,L7.918/H512,0.028,RMLFQ_L2_Norm/FCFS_L2_Norm,1.0701664588228703
5.649,4096.0,L5.649/H4096,0.028,RMLFQ_L2_Norm/FCFS_L2_Norm,0.4576388088940811
4.073,262144.0,L4.073/H262144,0.028,RMLFQ_L2_Norm/FCFS_L2_Norm,0.1105184227051892
16.772,64.0,L16.772/H64,0.026,RMLFQ_L2_Norm/FCFS_L2_Norm,1.0236803481312835
7.918,512.0,L7.918/H512,0.026,RMLFQ_L2_Norm/FCFS_L2_Norm,1.0577596378470668
