arrival_rate,RR_L2_Norm,SRPT_L2_Norm,SETF_L2_Norm,FCFS_L2_Norm,RMLF_L2_Norm
26,15676621.27882421,186351.84274109016,400878.6866771542,511168.1190792321,387145.0892649938
