arrival_rate,RDYNAMIC/RR_ratio,RDYNAMIC/SRPT_ratio,RDYNAMIC/SETF_ratio,RDYNAMIC/FCFS_ratio,RDYNAMIC/RMLF_ratio
20,0.5819752527915819,1.723149395629199,0.9022582091463043,0.9791540041364639,1.032616344703447
22,0.5748388722716625,1.8457815895143386,0.9388094441910593,0.963567653442261,1.1064985295478158
24,0.4968126585275621,1.8977931726663977,0.8185043312253106,0.8132127018008641,1.1321745519749846
26,0.5117812388680398,2.1239306279015184,1.024424217879008,0.8865389921907425,1.2597540438069816
28,0.39124892506532377,1.927251715555123,0.6501558814131767,0.6485298188046731,1.1607673596508616
30,0.4288796499730218,1.9334393416511804,0.8672794188572839,0.9581287514860389,1.1152842087557686
32,0.3872343190064562,1.9244925369348314,0.8622166059035737,0.869294556762221,1.1254254749354977
34,0.17628740801956375,1.7303259549367929,0.46796460148184754,0.24519656332369022,1.0384904689580496
36,0.3349779868925307,2.3692517909491824,1.2503849850594029,0.8893044857814932,1.3819078757293572
38,0.36248020355167954,2.396274301206037,1.0677643447305694,0.8103566967285134,1.4148305780194932
40,0.27555966746106525,2.2439655153610936,1.2447483559833037,0.8975176483224613,1.2416346441049002
