arrival_rate,RR_L2_Norm,SRPT_L2_Norm,SETF_L2_Norm,FCFS_L2_Norm,RMLF_L2_Norm
40,33120254.878519412,7446397.158356651,14609618.213671567,9749081.027346937,13019851.302239746
