arrival_rate,RDYNAMIC/RR_ratio,RDYNAMIC/SRPT_ratio,RDYNAMIC/SETF_ratio,RDYNAMIC/FCFS_ratio,RDYNAMIC/RMLF_ratio
20,0.5795302051294414,1.7159099427811741,0.8984675594333855,0.9750402927763921,1.0282780224682757
22,0.5752969942391858,1.8472525984077786,0.9395576351197672,0.9643355756036353,1.1073803614973758
24,0.47382975679219,1.8099999305804935,0.7806397472787563,0.7755929123397048,1.0797993638055665
26,0.48130357274555047,1.9974460215339866,0.9634175671675324,0.8337437012411957,1.1847329992127602
28,0.37075912687150814,1.8263210900874203,0.6161070650427443,0.6145661597153582,1.0999777001131559
30,0.42309596797195015,1.907365830536407,0.8555836707259369,0.9452078492818248,1.1002439772953438
32,0.3734693744129645,1.8560829672214234,0.8315675564125516,0.8383939086999391,1.0854201899020375
34,0.17515472225171855,1.7192082261953698,0.46495782493490884,0.24362112092130106,1.0318179369408953
36,0.294224312348372,2.081006831042352,1.0982622046679789,0.7811110312789833,1.2137839212572321
38,0.3114497338916163,2.0589234560378817,0.9174429879668692,0.6962735484046968,1.2156487518719588
40,0.26337734108435196,2.1447611559637556,1.1897187833713812,0.8578389354634058,1.186742726813494
