arrival_rate,bp_parameter,RR_L2_Norm,SRPT_L2_Norm,SETF_L2_Norm,FCFS_L2_Norm,RMLF_L2_Norm
22,"{'L': 16.772, 'H': 64}",17061773.243050616,5877038.163908331,11572684.721929783,4272173.0715371305,10574822.92492106
22,"{'L': 7.918, 'H': 512}",16044910.056227146,2048303.4572325947,3765200.624634496,3353006.2011679905,3509517.6481263065
22,"{'L': 5.649, 'H': 4096}",16615273.346884035,891220.0403850892,1777067.2591463723,3877164.827494183,1494784.7329264504
22,"{'L': 4.639, 'H': 32768}",15735909.844649117,342654.6828003376,681875.3605571915,3004983.7741881404,542872.7131602766
22,"{'L': 4.073, 'H': 262144}",17705559.83171077,409425.23262373556,582327.5489567706,5391688.241946209,583165.0757641442
22,"{'L': 56.3, 'H': 64}",34818530.85776796,25153600.493704118,34999799.293522686,22089475.59067999,38132499.69585746
22,"{'L': 18.9, 'H': 512}",33486193.6837234,13143879.20406316,25604766.1281645,20746824.639519513,22032945.74256738
22,"{'L': 12.4, 'H': 4096}",36588256.96715152,8511997.60232855,19709090.31916666,23889084.746435914,14136459.45948571
22,"{'L': 9.8, 'H': 32768}",34542827.967492685,5084981.194032678,13299073.756217875,21868276.034819596,8301079.355198154
22,"{'L': 8.5, 'H': 262144}",31911045.29063722,4197282.181781206,11406687.857790621,19419363.925430924,6765368.963710996
22,"{'L': 32.3, 'H': 512}",51364472.881247364,26505789.75559523,47698025.127334066,38467426.06143075,44913648.167064786
22,"{'L': 19.7, 'H': 4096}",51342061.758962415,16797898.10273738,39012814.007561006,39079618.56050358,27615012.556172088
22,"{'L': 15.3, 'H': 32768}",55257561.8473324,12400834.645029947,33708765.08468533,42506319.99086454,20365220.848193273
22,"{'L': 13.0, 'H': 262144}",48833837.63323218,8293698.969755232,28034506.746200174,35822938.77832279,13775745.116381146
