arrival_rate,bp_parameter,SJF/SRPT,RR/SRPT,MLFQ/SRPT,RMLFQ/SRPT,SETF/SRPT,FCFS/SRPT,SJF/FCFS,RR/FCFS,MLFQ/FCFS,RMLFQ/FCFS,SETF/FCFS,SPRT/FCFS,SJF_L2_Norm/SRPT_L2_Norm,RR_L2_Norm/SRPT_L2_Norm,MLFQ_L2_Norm/SRPT_L2_Norm,RMLFQ_L2_Norm/SRPT_L2_Norm,SETF_L2_Norm/SRPT_L2_Norm,FCFS_L2_Norm/SRPT_L2_Norm,SJF_L2_Norm/FCFS_L2_Norm,RR_L2_Norm/FCFS_L2_Norm,MLFQ_L2_Norm/FCFS_L2_Norm,RMLFQ_L2_Norm/FCFS_L2_Norm,SETF_L2_Norm/FCFS_L2_Norm,SRPT_L2_Norm/FCFS_L2_Norm,Rmlfq_L2_Norm/RR_L2_Norm,FCFS_average_flow_time,SJF_average_flow_time,SRPT_average_flow_time,RMLFQ_average_flow_time,MLFQ_average_flow_time,SETF_average_flow_time,FCFS_L2N,SJF_L2N,SRPT_L2N,RMLFQ_L2N,MLFQ_L2N,SETF_L2N
0.0416,"{'L': 5.649, 'H': 4096}",1.0847594433270042,11.242764944330645,3.191412706027609,4.018871878781661,3.06318327086765,82.7427057090009,0.013110031078050692,0.1358762062225823,0.03857032083591196,0.048570708974827265,0.03702058380397429,0.012085657477976554,0.9992121666227513,1.4030045600078473,1.706419521506143,1.541209448825704,1.8125343753669025,3.380911596232273,0.29554519193470924,0.4149781856382675,0.504721721623185,0.45585618107945963,0.5361081837770653,0.29577821588544684,1.0985063717947456,156677.36848,2054.04517,1893.54901,7609.930867383854,6043.09637,5800.28765,56597562.38496738,16727137.438101863,16740326.025690928,25800348.647217702,28566019.126616348,30342416.37641401
0.0416,"{'L': 4.073, 'H': 262144}",4.09280315930838,12.876131907527185,3.5279269176870454,3.986449336413035,2.3950204131866126,606.450099673089,0.006748788006654848,0.02123197261319299,0.005817340815986011,0.006573416903652844,0.003949245641937671,0.001648940284681389,0.9859873039702276,1.5432823134435039,1.5607328860501706,1.6698695755829518,1.7235745507273021,12.02085394718663,0.08202306660592851,0.1283837504576532,0.12983544204989245,0.13891438852177132,0.1433820391046918,0.08318876548982951,1.082024695700034,151178.87671,1020.27419,249.28494,993.7617836407633,879.45905,597.04252,56080400.6845527,4599886.440636225,4665259.301122929,7790374.569150563,7281223.613213991,8040922.20395932
0.0385,"{'L': 16.772, 'H': 64}",1.0000360216848565,3.307618386931278,4.619598547425901,4.52438294253312,4.860602799172797,1.988655501104692,0.5028704172891381,1.6632435256352374,2.32297577175118,2.275096385482472,2.4441653149440654,0.5028523037019248,0.9999966126950475,0.9012713975127861,1.9473684613823792,1.847365720511089,2.2359448813204565,0.5184535545446849,1.928806551578689,1.7383840647100945,3.7561097697412698,3.56322317460718,4.31271974455668,1.9288130850568046,2.049732994533293,183921.05113,92488.45573,92485.12426,418438.11864,427244.14569,449533.45386,67302476.76750267,129813458.12663165,129813897.84589073,239813744.92642683,252795490.51420158,290256720.412776
0.0385,"{'L': 7.918, 'H': 512}",1.0109483530478032,8.395495173389747,4.270200906490526,6.996704625250374,4.156294859423304,15.561833140185117,0.06496332044823463,0.5394926868679867,0.27440217794545313,0.449606711640088,0.267082600229825,0.06425978167171792,0.9998524615379736,0.9817499213137776,1.8598187068962762,1.0462586928322348,2.0953765746790585,1.0086494835345035,0.9912784152075275,0.9733311099050341,1.8438701821162993,1.0372866986120306,2.077408067802159,0.991424688481281,1.0657079467163404,78681.10735,5111.38599,5056.03078,35375.55394383426,21590.26722,21014.35474,28736961.854484912,28486330.004992973,28490533.45448116,29808468.29017851,52987227.08809824,59698396.400629856
0.0385,"{'L': 5.649, 'H': 4096}",1.4727562809933492,12.609178128806091,3.7670109530770945,4.285782158175169,3.6746337099964363,102.7300373051888,0.014336179754496805,0.12274090869204049,0.03666903129691384,0.04171888057864745,0.03576980799763454,0.009734251307913142,0.9940677797139615,1.1598783505506909,1.8159323443273132,1.5926388207290798,2.0789841435029297,2.6219796641344093,0.3791287145783916,0.4423674090293145,0.6925806363669127,0.607418448935551,0.7929062806782912,0.3813912112587375,1.373108498811898,58981.14522,845.5643,574.13729,2460.627353825043,2162.78146,2109.74424,21701710.31637023,8227741.536398065,8276841.583946681,13182019.21961825,15030184.341162087,17207422.41131082
0.0385,"{'L': 4.073, 'H': 262144}",16.07533844563681,8.923444161493371,6.122590101141561,5.371197819909935,1.961502927349302,757.0535764140479,0.021234082958542,0.011787070875170082,0.008087393405025,0.00709487146913935,0.0025909697654958523,0.0013209104760282908,1.4501659902150612,1.5262014534330084,1.6566145721269976,1.5277171348136025,1.5570639627183231,16.98644969559961,0.08537192975591192,0.08984817197135522,0.09752565143475204,0.0899374008218658,0.09166506189469864,0.05887045368044465,1.0009931070221332,106811.47024,2268.04362,141.08839,757.8136527826027,863.82638,276.74529,45436949.84104653,3879040.090152717,2674893.8509980165,4086481.1699772133,4431268.132456216,4164980.8194858474
0.036,"{'L': 16.772, 'H': 64}",1.0000917452005103,3.450923504167215,4.8542975367733705,4.691067234188998,6.01041790735063,2.071257741474301,0.482842731339005,1.666100473672041,2.3436472629997893,2.2648399280574045,2.9018203707822825,0.48279843689960567,0.9999908506859811,0.6695177224995523,1.497698122361885,1.3818616311676855,2.499071161293601,0.37871210252175763,2.640504076915604,1.767880450720709,3.9547141810072994,3.648844655257077,6.598867965013147,2.64052823593761,2.063965724475067,94584.33286,45669.35762,45665.16806,214218.37363,221672.31283,274466.74385,34562579.909361914,91262633.15939148,91263468.1575201,126113484.97417085,136685124.89975154,228073901.35209534
0.036,"{'L': 7.918, 'H': 512}",1.1761204665685256,7.680451134627912,4.267788173747305,4.763947032414907,5.946844794732409,14.596225175041095,0.08057702950346642,0.5261943442583461,0.2923898557720962,0.3263821279327101,0.4074234758245065,0.06851086414520079,0.9939662692403369,0.5630636212511686,1.334058114141386,0.8900739042537069,3.1914543992667923,0.556307954378636,1.7867194984665284,1.0121437538675468,2.3980568741488737,1.5999661648697228,5.736848402305273,1.7975655248664248,1.5807696868710814,5883.54526,474.0786,403.08677,1920.28402174721,1720.28895,2397.09446,2278149.76170049,4070414.5996571407,4095123.472115462,3644962.537226806,5463132.696386479,13069399.820623593
0.036,"{'L': 5.649, 'H': 4096}",3.1817157501769424,8.402709011763948,3.5019536018034185,3.6947085267791584,2.635260228952874,69.06778083847274,0.046066569847060077,0.1216588821843744,0.05070314348152227,0.05349395162152219,0.0381546966901383,0.014478530913548204,0.9574117137941278,1.1829364387021852,1.7547691024186651,1.5723723604554078,2.171384023176025,2.52144384581205,0.3797077279291089,0.4691504197751474,0.6959382043479649,0.6235999913569417,0.8611669170354712,0.39659816404832227,1.3292111976705003,10668.97539,491.4831,154.47109,570.7256533638708,540.95059,407.07152,4357810.512881555,1654694.3285918399,1728299.6486793023,2717530.598168127,3032766.8232234735,3752802.244402974
0.036,"{'L': 4.073, 'H': 262144}",7.4055859243599365,10.370370779219742,5.12409826254524,4.456426354982527,2.671595147819722,574.0139661476456,0.01290140373075017,0.018066408468800768,0.008926783257442972,0.00776362008208745,0.004654233704015043,0.0017421178908089215,1.0048416070050226,1.418208382614389,1.9057545780490388,1.6138311032016912,1.9721038636056842,9.371163971044272,0.10722697949900971,0.15133748454263268,0.2033636999563323,0.17221244961546164,0.2104438541145197,0.1067103300176878,1.137936514115565,133117.55262,1717.40329,231.90647,1033.4741047989648,1188.31154,619.5602,46802803.22414398,5018523.221811472,4994342.577801307,8060025.3921002615,9517991.231990078,9849362.29385233
0.033,"{'L': 16.772, 'H': 64}",1.044910165301509,2.443684126357453,3.394145418851002,2.651629526717608,5.273393316141843,1.5765790725257665,0.6627705413008593,1.549991477714173,2.152854543104771,1.6818880657026303,3.3448327508835805,0.634284710121101,0.9759391555004585,0.577777669642398,1.8101105140668157,1.0063803901711836,4.044763726357872,0.33618920597471447,2.9029461331779376,1.718608626851196,5.384201758705358,2.9934940571734945,12.03121234850737,2.9745154877911584,1.7418125397509034,151.42651,100.36103,96.04752,254.68244,325.99925,506.49635,64087.45335087048,186042.4248901309,190629.1225652576,191845.41074521432,345059.77904270444,771049.7601393829
0.033,"{'L': 7.918, 'H': 512}",1.8044998134938126,3.133908700712042,2.306992791553903,2.404535934364716,2.0052208745516817,5.879707910387564,0.3069029688202433,0.5330041472256516,0.3923652036316607,0.4089549975971884,0.34104089949929267,0.17007647577753304,0.9039257619245776,1.2152529755326573,1.7140562764014073,1.4674488698918138,2.151310873657186,1.275202716009162,0.70884867996006,0.9529880702700183,1.3441441544021089,1.1507573278108283,1.6870344194293028,0.7841890449618643,1.2075254283978334,407.46758,125.05301,69.30065,166.63590319983217,159.8761,138.96311,198425.03840997486,140653.32654793488,155602.74136723942,228339.06697142366,266711.85546578164,334749.86947420903
0.033,"{'L': 5.649, 'H': 4096}",5.412824251836118,3.5301374108981287,3.480799832145401,3.057892599712905,1.6591290232856766,29.193915907003355,0.18540932532239124,0.12092031168902836,0.11923031645475106,0.104744173733108,0.056831328437431945,0.034253712423694044,1.1294922605694446,1.3801282544820541,1.6530573528431758,1.5941937696605266,1.988458245728944,3.2536457997560513,0.3471466564228136,0.4241790100771055,0.5080630943193377,0.48997151742210376,0.6111477303024295,0.3073475299846643,1.1551055233332708,2110.73968,391.35082,72.30067,221.0876837472848,251.66416,119.95614,998142.9331443468,346501.98187312,306776.7650735629,489061.60755688505,507119.5871862967,610012.7881085773
0.033,"{'L': 4.073, 'H': 262144}",44.89526630862366,4.766055759069568,18.166420770561285,11.220769380547903,1.4994534309332388,376.96592445454763,0.11909635167577826,0.012643200485470489,0.0481911483029859,0.02976600443868724,0.003977689583223946,0.002652759666399434,2.861921748451784,1.308732371767555,1.70205977187016,1.4406712184177302,1.4247335186800216,9.673255018983756,0.2958592265824962,0.13529389736951714,0.17595522588103685,0.14893344748902143,0.14728584286095872,0.10337781832873223,1.1008142302401984,32998.45482,3929.99558,87.53697,982.2321526419404,1590.23343,131.25761,13980045.400646595,4136125.419823485,1445226.5936554724,2082096.3575713353,2459862.046297922,2059062.770068703
0.03123,"{'L': 16.772, 'H': 64}",1.053307941823244,1.6485928048033591,1.92873321700828,1.406336098770761,2.537029450238628,1.2075091912800084,0.872298073944013,1.365283855981075,1.5972824314187997,1.164658711442178,2.1010435933404987,0.8281510461547376,0.9138024190390958,1.0651482070023288,1.8298969549031125,1.2851962676882638,3.5002419047214235,0.6932134069903195,1.3182122703115244,1.5365372283072467,2.639731050280547,1.853969145328736,5.04929920486997,1.4425572124198178,1.2065891481010154,61.09947,53.29695,50.59959,71.16003,97.59311,128.37265,23224.937567192726,30615.397678292535,33503.301195553846,43058.31765176155,61307.58883694579,117269.65879118093
0.03123,"{'L': 7.918, 'H': 512}",1.873649903088018,2.4379061027443027,2.0263873057624084,1.9944748665989742,1.6811659148624891,4.356340923187838,0.4300971701078294,0.5596224321581142,0.46515810894790116,0.4578325943185085,0.3859123848443577,0.22955044557629123,0.9299006254707226,1.3332628065698686,1.6150346536500295,1.4637306761781363,1.959782487838804,1.4057709912711829,0.6614879886160194,0.9484210549573597,1.1488604215609954,1.041229819982658,1.3940979718657094,0.7113534183087245,1.0978560783105673,247.50307,106.45037,56.81444,113.31497263989542,115.12806,95.5145,117539.82131601188,77751.17998461502,83612.35368054172,122385.96698966483,135036.84866731748,163862.02651011004
0.03123,"{'L': 5.649, 'H': 4096}",5.65659414845047,2.8611671747289975,3.377639288741618,2.8914905628689542,1.5291790473265716,23.11411225955286,0.24472469826794443,0.12378442843057931,0.14612887792589435,0.12509632774989773,0.06615781000607433,0.04326361266964552,1.3674130352112628,1.3955434436084093,1.5549948929964121,1.50593258891865,1.7632787651178607,3.5162268784385273,0.3888864633838697,0.3968866321356763,0.44223394756795337,0.42828083652764715,0.5014689967619185,0.2843957556129246,1.0791011887274617,1440.58774,352.5474,62.32503,180.21223607552446,210.51147,95.30613,741302.5479910345,288282.5261856847,210823.2982736965,317485.6753736765,327829.15214025736,371740.245038118
0.03123,"{'L': 4.073, 'H': 262144}",63.82172545836365,3.500436024527004,23.69140695490178,13.806452840726287,1.3830781244016588,446.470117943706,0.14294736174574338,0.007840247048668916,0.05306381323797566,0.03092357648550871,0.0030978067037759666,0.0022397915556043703,4.129312003521413,1.2705776276472318,2.0154342716176235,1.408677321370988,1.403820832205111,14.186807693638329,0.29106703161790837,0.08956050262223449,0.14206397345622637,0.09929487674684344,0.09895255243606456,0.07048802109641773,1.1086904811786114,34860.59665,4983.23032,78.08047,1078.0143268367437,1849.83619,107.99139,16885485.810102504,4914808.232172849,1190224.4800057677,1676642.232324702,2398819.207921889,1670861.920032592
0.029,"{'L': 16.772, 'H': 64}",1.0352229397181163,1.3136766501850357,1.3842045034498585,1.023912322412176,1.718052787603533,1.0733359629053245,0.9644910591796036,1.22391934639845,1.2896283654775431,0.953953242785821,1.6006663775180678,0.9316747361126171,0.934622241775541,1.2126235391378937,1.6074061346106019,1.0892120162440557,2.5899491520923634,0.8927349792210838,1.04692015382998,1.358324214198389,1.8005412267065781,1.2200843941327348,2.9011399938110505,1.1201532630350224,0.8982276700800509,42.4234,40.91699,39.52481,40.46994,54.71042,67.90571,15219.560703252902,15933.664832674245,17048.24058370834,18569.148499594696,27403.44649857021,44154.07624444203
0.029,"{'L': 7.918, 'H': 512}",1.8786202306505402,2.006560074244712,1.8270885717504246,1.744908978503444,1.48317764060144,3.545150065470525,0.5299127529037908,0.5660014490750179,0.515376934123641,0.49219608374232626,0.41836808406150994,0.2820755064051926,1.0084658551867463,1.3450236606058588,1.513010998116644,1.4252210294672238,1.8045711680794285,1.4709219113941656,0.6856012187831946,0.9144086101287469,1.0286140864422813,0.9689304499627545,1.2268300268700356,0.6798457431721732,1.059625247651956,171.51631,90.88868,48.38055,84.4196560799348,88.39555,71.75695,86764.92452022304,59486.1379986968,58986.76459172854,84069.17735636413,89247.62357060271,106445.81468052184
0.029,"{'L': 5.649, 'H': 4096}",5.8057523803610165,2.1215067223060324,3.18965977101682,2.5466850433508563,1.324900806950902,15.16691950872905,0.38279047877979566,0.13987723222801024,0.21030373169588382,0.1679105003415596,0.08735464088065999,0.06593296677182653,1.771310761490625,1.2720296216249907,1.3592644062216512,1.3109934609451612,1.4498158284239209,3.1901644014842185,0.555241215990789,0.39873481787746773,0.4260797360754373,0.41094855811669884,0.4544642990027086,0.31346346900954436,1.0306312358279794,752.32122,287.9814,49.60277,126.32263246777255,158.21596,65.71875,412886.1556870126,229251.4111494191,129424.72666766579,169674.97034592467,175922.42424432424,187642.0173122214
0.029,"{'L': 4.073, 'H': 262144}",79.78908867851526,2.3966997512929096,26.473303314101457,15.420609744831257,1.3209430016190093,245.2072746865136,0.3253944597709101,0.009774178822210645,0.10796296051145456,0.06288805976309556,0.005387046543817981,0.0040781824327131184,7.996572106221842,1.1767963959789498,2.8860606390084063,1.8337711352145099,1.395513940111827,13.986763313830066,0.5717242743583755,0.08413643453988655,0.20634228050135653,0.13110761182333608,0.09977390113779559,0.07149616945410117,1.5582739218784214,14886.52629,4843.99318,60.70997,936.1847549904132,1607.19345,80.19441,8125272.224720289,4645415.3666424705,580925.8398393034,1065285.036797562,1676587.2005431151,810690.1076669185
0.028,"{'L': 16.772, 'H': 64}",1.0275136713771216,1.2473298517273927,1.280310479080992,0.9620276885756915,1.5672447280835988,1.0505210314463602,0.9780990961812901,1.1873440077730433,1.218738550448873,0.9157624262421182,1.4918737285305101,0.9519085958928373,0.947873596444212,1.2111566528500093,1.468555970729891,0.9846908813199615,2.321758071543817,0.9256972267188953,1.023956396416915,1.3083723466936548,1.586432289459418,1.0637288876949187,2.50811821028482,1.0802668206584873,0.8130169445899964,39.5212,38.65565,37.62057,36.19203,48.16601,58.96064,14034.991984322613,14371.21981600727,15161.536168871544,14929.426412290593,22265.564466233503,35201.418977081026
0.028,"{'L': 7.918, 'H': 512}",1.8575347693933475,1.8015974691810732,1.7186054932074706,1.6172832231294878,1.3819865929426283,3.0954824711129874,0.6000792402243734,0.5820086161021952,0.5551979406265358,0.5224656376580903,0.44645272775385225,0.3230514174549494,1.046500231088106,1.3109423124860675,1.4417411520225647,1.3750675506966137,1.637455105421702,1.4422040901800113,0.7256256158290919,0.9089852964724568,0.9996790064869469,0.9534486554707956,1.1353837619593217,0.6933831396048691,1.0489153775873932,137.5564,82.54474,44.43779,71.86849223995132,76.37103,61.41243,70568.94654166236,51206.63529270401,48931.317711666015,67283.86719813843,70546.29436759949,80122.83600197887
0.028,"{'L': 5.649, 'H': 4096}",5.490756838135714,2.0563418945600045,3.045821195790981,2.5218274088286985,1.3270837618330122,14.245719814736088,0.3854320392049234,0.14434805129558134,0.21380605791785376,0.1770235159489845,0.09315666593837171,0.07019652309640247,1.6738040476014633,1.2803660799356416,1.434118867443515,1.4082750358793688,1.4955003319343403,3.21039688324155,0.5213698207654055,0.398818627883432,0.44671077116031827,0.43866072859422545,0.46583035877617973,0.31148796749089047,1.0999003003501597,693.30884,267.22344,48.66787,122.73196849531195,148.23363,64.58634,403399.3287847663,210320.2357453985,125654.03701035633,176955.4434791471,180202.82524699773,187915.65405787778
0.028,"{'L': 4.073, 'H': 262144}",54.896934318506275,2.2139039839092653,20.942450495396074,14.05801392948151,1.2117905254859267,152.3438623550696,0.3603488415605307,0.014532282099749405,0.13746829161115307,0.09227817722460216,0.007954311429111547,0.006564097723013537,6.4701276924380835,1.1611093680312723,2.6857977464563065,2.0159691910912327,1.1471566079473274,10.808691255538502,0.5986041732039217,0.10742367790700895,0.24848500923551423,0.1865137178433352,0.1061327945101134,0.09251813900111062,1.736244015074501,8160.48637,2940.62181,53.56623,753.0348074898103,1121.80812,64.91105,4655718.075335425,2786932.269156716,430738.3720438661,868355.2874612272,1156876.1489476736,494124.36978659534
0.026,"{'L': 16.772, 'H': 64}",1.0153684731352994,1.1490031002299534,1.1397122597263847,0.9231631383759337,1.3529215799990846,1.0221552594697223,0.9933603175529873,1.1240984083240326,1.1150089471903213,0.9031535374135392,1.3235969462221997,0.97832495673777,0.969582380468472,1.170799349202831,1.261760673761753,0.9139541357997112,1.856321182585984,0.9659224896400038,1.0037890108861967,1.212104865307758,1.3062752832600544,0.9461982152836497,1.9218117421386771,1.0352797566321255,0.7806240551995528,35.28482,35.05054,34.52002,31.86761,39.34289,46.70288,12300.851677831093,12347.459738747886,12734.822731392847,11639.043904032667,16068.298509798728,23639.92119276204
0.026,"{'L': 7.918, 'H': 512}",1.812128609135467,1.66978605529101,1.6369110839887255,1.5293861474996322,1.3266061645756815,2.793790120820328,0.6486273237315979,0.5976777005714081,0.5859105420231376,0.5474234217173641,0.47484102498943487,0.3579366941516618,1.0771146585629976,1.2993102995723025,1.3899286339540342,1.3402574895858599,1.614887059762036,1.4419037806767316,0.7470086929500062,0.9011074920425651,0.9639538037008933,0.9295054965157481,1.1199686701730662,0.6935275525324359,1.0315145581675418,118.52649,76.87952,42.42498,64.88417671994894,69.44592,56.28124,62491.434445050145,46681.6447653679,43339.53158491679,58086.13180182766,60238.85593203111,69988.44873263016
0.026,"{'L': 5.649, 'H': 4096}",5.894302366366864,1.885007573806322,3.0727469382278545,2.4370329291087396,1.2856170592059821,14.293661343214874,0.4123717656963279,0.13187716768601945,0.21497269764870086,0.1704974583202635,0.08994315930230555,0.06996108106861611,1.7635063954822192,1.267096941078619,1.4655319747086881,1.4026004731250772,1.4860142061887052,3.4186920538885226,0.5158424238522316,0.3706379285134457,0.42868206659378644,0.4102740027519347,0.43467331446202306,0.29250952827487636,1.106940146135236,662.61326,273.243,46.35714,112.97387667930391,142.44376,59.59753,427043.9024479802,220287.36173008202,124914.41045772101,175205.01120813956,183066.06262767548,185624.5884978604
