arrival_rate,bp_parameter,SJF/SRPT,RR/SRPT,MLFQ/SRPT,RMLFQ/SRPT,PRMLFQ/SRPT,SETF/SRPT,FCFS/SRPT,SJF/FCFS,RR/FCFS,MLFQ/FCFS,RMLFQ/FCFS,PRMLFQ/FCFS,SETF/FCFS,SPRT/FCFS,SJF_L2_Norm/SRPT_L2_Norm,RR_L2_Norm/SRPT_L2_Norm,MLFQ_L2_Norm/SRPT_L2_Norm,RMLFQ_L2_Norm/SRPT_L2_Norm,PRMLFQ_L2_Norm/SRPT_L2_Norm,SETF_L2_Norm/SRPT_L2_Norm,FCFS_L2_Norm/SRPT_L2_Norm,SJF_L2_Norm/FCFS_L2_Norm,RR_L2_Norm/FCFS_L2_Norm,MLFQ_L2_Norm/FCFS_L2_Norm,RMLFQ_L2_Norm/FCFS_L2_Norm,PRMLFQ_L2_Norm/FCFS_L2_Norm,SETF_L2_Norm/FCFS_L2_Norm,SRPT_L2_Norm/FCFS_L2_Norm,Rmlfq_L2_Norm/RR_L2_Norm,FCFS_average_flow_time,SJF_average_flow_time,SRPT_average_flow_time,RMLFQ_average_flow_time,PRMLFQ_average_flow_time,MLFQ_average_flow_time,SETF_average_flow_time,FCFS_L2N,SJF_L2N,SRPT_L2N,RMLFQ_L2N,PRMLFQ_L2N,MLFQ_L2N,SETF_L2N
0.05,"{'L': 16.772, 'H': 64}",1.00000488752195,2.884945975170848,3.7004014207693015,2.830092900020169,1.7493671562208468,3.7761096122231494,1.7493671562208468,0.5716380829295195,1.6491369264089701,2.1152800357606285,1.6177809729399582,1.0,2.1585575096657634,0.5716352890494968,0.9999992931316816,1.3311696553900534,1.7421210437360404,1.596139089908643,0.8107848268805474,1.978877798874547,0.8107848268805825,1.2333719872127895,1.641828523742362,2.1486848125151594,1.9686346327540887,0.9999999999999567,2.4406941684985535,1.2333728590449884,1.1990500860996185,481101.54663,275015.96581,275014.62167,778316.92819,481101.54663,1017664.49676,1038485.35639,175579808.41911176,216555217.22432074,216555370.3004512,345652491.66619134,175579808.41910416,377265667.73446673,428536614.5146193
0.05,"{'L': 7.918, 'H': 512}",1.0004980865617596,5.294201986775367,3.2349272625273566,3.530573968321702,8.91118350702677,3.068209812388483,8.91118350702677,0.11227443422894759,0.5941076157393358,0.3630188133794469,0.3961958549655862,1.0,0.3443100245852973,0.11221853968235151,0.9999900670059247,1.4637094631001364,1.6640055717120843,1.6103603666887598,1.7243886113310236,1.7656742244606045,1.7243886113310343,0.5799099231083675,0.848828073603616,0.9649829283131597,0.9338732325805276,0.9999999999999938,1.023942174552929,0.579915683407415,1.1001912656067803,397388.85728,44616.60912,44594.39725,157443.8180638469,397388.85728,144259.63142,136824.96722,144834736.31873122,83991100.80201611,83991935.09340976,135257283.39592186,144834736.31873032,139763047.9743136,148302394.85700172
0.05,"{'L': 5.649, 'H': 4096}",1.0074745788624075,7.629493896203957,3.04412797804222,2.960015398926179,41.30730362061769,2.91140958025416,41.30730362061769,0.024389744441211777,0.1847008453099769,0.07369466683181922,0.07165840273943101,1.0,0.07048171449276079,0.024208793902027306,1.00086578177857,1.4936641061262343,1.6510187692588874,1.6722531893162602,3.7739942071714125,1.7285215205860336,3.773994207171386,0.2652006672073618,0.3957780600955765,0.43747252343991494,0.4430990344761595,1.0000000000000069,0.45800852510623297,0.2649712599186795,1.1195644204460333,369396.57821,9009.48814,8942.64563,26470.368771939906,369396.57821,27222.55776,26035.70416,136726373.0647916,36259925.36162539,36228559.33508923,60583323.89243633,136726373.06479254,59814031.445441596,62621844.47052977
0.05,"{'L': 4.073, 'H': 262144}",1.0708658978901173,9.782945984310679,2.9488732078543896,2.8094893725311487,208.70818574861363,2.807224092795028,208.70818574861363,0.005130924280947762,0.046873801088444675,0.014129168902873173,0.013461328133603458,1.0,0.013450474320045567,0.004791378912202741,0.9981069356615196,1.4660311065145633,1.7063491125246897,1.693091016934506,9.382462573935573,1.7316616630933346,9.382462573935817,0.10638006043682274,0.15625227331970937,0.18186580538726296,0.1804527333408032,0.9999999999999739,0.18456366326510437,0.10658182669206358,1.1548806907377085,426474.8494,2188.21016,2043.4026,5740.917888502518,426474.8494,6025.73518,5736.28901,153267066.5315505,16304559.800600873,16335483.922666693,27657461.086745024,153267066.5315465,27874038.494103648,28287531.256959435
0.04545,"{'L': 16.772, 'H': 64}",1.0000088956412228,3.0049305742555035,3.921217738986014,3.2367096463281984,1.8169116047539127,3.99162593592621,1.8169116047539127,0.5503894042091643,1.6538672362448248,2.1581774967622125,1.7814348468353731,1.0,2.1969290776074084,0.550384508186045,0.9999989500236718,1.2217700528991677,1.7672088802683485,1.7067352404292593,0.7310827357828279,2.0335821169539687,0.7310827357828544,1.367832806163666,1.6711789146420999,2.4172488198288455,2.33453090449696,0.9999999999999637,2.781603254214967,1.3678342423572414,1.396936548231237,382567.63793,210561.17431,210559.30125,681519.32148,382567.63793,825648.86717,840473.96792,139725290.75124016,191120836.54030296,191121037.21286786,326193009.3985934,139725290.7512351,337750794.16867757,388660323.4497821
0.04545,"{'L': 7.918, 'H': 512}",1.0010204028482705,6.171939039039726,3.3433580982303743,3.4722460998518994,10.687766889389872,3.2012378556852195,10.687766889389872,0.09366038885466516,0.577476951257875,0.3128210161048184,0.3248804110144769,1.0,0.29952354769855644,0.09356491494895305,0.9999797724985622,1.3825910295710784,1.691243488733075,1.656284652068968,1.5567639011118384,1.8105991924943352,1.5567639011118384,0.6423451698644722,0.8881186341638793,1.0863840608875832,1.0639279667816373,1.0,1.163053171518949,0.6423581631651412,1.1979570362052745,278833.88452,26115.69005,26089.06869,90587.6670076208,278833.88452,87225.09908,83517.31431,101401869.90306075,65135001.347456664,65136318.892440714,107884285.27381952,101401869.90306075,110161375.20688154,117935766.38870667
0.04545,"{'L': 5.649, 'H': 4096}",1.0199183414626922,9.24806637379813,3.077991119432339,2.998625970575379,56.84473603631372,2.911944617600023,56.84473603631372,0.017942177457049763,0.16268993434836695,0.05414733771419129,0.05275116360219859,1.0,0.05122628444856892,0.017591778407787435,0.9998424140910275,1.4814477050916395,1.6917803257882478,1.7065899204281174,3.666093712781414,1.7267691801382647,3.666093712781518,0.27272691110027103,0.40409433613949924,0.4614667431686218,0.4655063547552643,0.9999999999999717,0.4710106493235658,0.27276989579223976,1.1519744602274375,264810.02216,4751.26841,4658.47923,13969.036802463994,264810.02216,14338.7577,13565.23352,97551283.58794059,26604860.2468056,26609053.458681785,45410742.42471927,97551283.58793783,45016673.12924557,45947693.4251032
0.04545,"{'L': 4.073, 'H': 262144}",1.3274339933953583,11.564280352257704,2.947212313708476,2.751952655144753,445.2556150010975,2.6873631434515763,445.2556150010975,0.0029812852408207953,0.025972228002625414,0.006619146877465457,0.006180613028626197,1.0,0.006035551384219944,0.0022459009304072117,0.9939734613446233,1.5007276339190907,1.6036393798764603,1.6545894619582027,13.080598416169758,1.6628985140044603,13.080598416170085,0.07598837833870695,0.11472927966842161,0.12259679021214043,0.12649187822422697,0.9999999999999749,0.1271270977900219,0.07644910180590908,1.1025248183358283,415211.08851,1237.86269,932.52297,2566.2590632749707,415211.08851,2748.34318,2506.02786,151095617.9430369,11481510.981576206,11551124.278553972,19112368.50506495,151095617.94303313,18523837.774936218,19208347.397888243
0.0416,"{'L': 16.772, 'H': 64}",1.0000176669588448,3.163493787260126,4.261842107772795,3.9604568853936457,1.906552967071234,4.3082490800804045,1.906552967071234,0.5245160686487665,1.6592740101628287,2.235365175466201,2.077286576243162,1.0,2.2597059481114523,0.5245068022086781,0.9999969519193751,1.0757305910491677,1.9032506920126329,1.9180939219509758,0.6301878846210417,2.1135209880947796,0.630187884621075,1.586823511405114,1.7069997968875465,3.020132151789996,3.0436858098347996,0.9999999999999472,3.35379501839458,1.5868283481858572,1.783061612183256,278577.31506,146118.27811,146115.69669,578684.91702,278577.31506,622722.02876,629502.81585,101583127.91936961,161194495.74452895,161194987.0798459,309187124.9668185,101583127.91936424,306794470.70868415,340688988.36892116
0.0416,"{'L': 7.918, 'H': 512}",1.003966668805761,7.149334334266011,3.5539618402418878,3.55144512042452,12.850788480459201,3.4657345398641892,12.850788480459201,0.07812490808111767,0.5563342938168524,0.27655593628717895,0.27636009462180605,1.0,0.2696904197850704,0.07781623684185539,1.0006686219549983,1.276529376451849,1.8107470722446657,1.7624402670022417,1.3810561264579648,1.8821664747337528,1.381056126458112,0.724567671642235,0.9243139015107702,1.3111321383357162,1.2761539761039518,0.9999999999998934,1.3628457516500794,0.7240835334944878,1.3806499869991211,182854.83978,14285.51755,14229.07552,50533.78082365599,182854.83978,50569.59142,49314.1985,67122877.33414888,48635066.94393161,48602570.198427595,85659126.79751192,67122877.33414173,88006961.69036861,91478128.21337421
0.0416,"{'L': 5.649, 'H': 4096}",1.0847594433270042,11.242764944330645,3.191412706027609,3.052105350514901,82.7427057090009,3.06318327086765,82.7427057090009,0.013110031078050692,0.1358762062225823,0.03857032083591196,0.03688669985302267,1.0,0.03702058380397429,0.012085657477976554,0.9992121666227513,1.4030045600078473,1.706419521506143,1.7559578714876967,3.3809115962319822,1.8125343753669025,3.380911596232273,0.29554519193470924,0.4149781856382675,0.504721721623185,0.5193740863986377,0.9999999999999141,0.5361081837770653,0.29577821588544684,1.2515696110623298,156677.36848,2054.04517,1893.54901,5779.311064883194,156677.36848,6043.09637,5800.28765,56597562.38496738,16727137.438101863,16740326.025690928,29395307.256082334,56597562.384962514,28566019.126616348,30342416.37641401
0.0416,"{'L': 4.073, 'H': 262144}",4.09280315930838,12.876131907527185,3.5279269176870454,2.610307380734056,606.450099673089,2.3950204131866126,606.450099673089,0.006748788006654848,0.02123197261319299,0.005817340815986011,0.004304240995493544,1.0,0.003949245641937671,0.001648940284681389,0.9859873039702276,1.5432823134435039,1.5607328860501706,1.6980115706421877,12.020853947184753,1.7235745507273021,12.02085394718663,0.08202306660592851,0.1283837504576532,0.12983544204989245,0.14125548634917004,0.9999999999998438,0.1433820391046918,0.08318876548982951,1.10025985255636,151178.87671,1020.27419,249.28494,650.7103187878463,151178.87671,879.45905,597.04252,56080400.6845527,4599886.440636225,4665259.301122929,7921664.2733528195,56080400.68454394,7281223.613213991,8040922.20395932
0.0385,"{'L': 16.772, 'H': 64}",1.0000360216848565,3.307618386931278,4.619598547425901,4.524412899891367,1.988655501104692,4.860602799172797,1.988655501104692,0.5028704172891381,1.6632435256352374,2.32297577175118,2.2751114496090796,1.0,2.4441653149440654,0.5028523037019248,0.9999966126950475,0.9012713975127861,1.9473684613823792,1.8473746656576004,0.5184535545446699,2.2359448813204565,0.5184535545446849,1.928806551578689,1.7383840647100945,3.7561097697412698,3.563240428122819,0.999999999999971,4.31271974455668,1.9288130850568046,2.0497429195642396,183921.05113,92488.45573,92485.12426,418440.88925,183921.05113,427244.14569,449533.45386,67302476.76750267,129813458.12663165,129813897.84589073,239814906.13076228,67302476.76750071,252795490.51420158,290256720.412776
0.0385,"{'L': 7.918, 'H': 512}",1.0109483530478032,8.395495173389747,4.270200906490526,4.140929513698408,15.561833140185117,4.156294859423304,15.561833140185117,0.06496332044823463,0.5394926868679867,0.27440217794545313,0.26609522646823275,1.0,0.267082600229825,0.06425978167171792,0.9998524615379736,0.9817499213137776,1.8598187068962762,1.9476039142651704,1.008649483534597,2.0953765746790585,1.0086494835345035,0.9912784152075275,0.9733311099050341,1.8438701821162993,1.9309026039852701,1.0000000000000926,2.077408067802159,0.991424688481281,1.9838085768918494,78681.10735,5111.38599,5056.03078,20936.667079069583,78681.10735,21590.26722,21014.35474,28736961.854484912,28486330.004992973,28490533.45448116,55488274.47545029,28736961.854487576,52987227.08809824,59698396.400629856
