arrival_rate,RR_L2_Norm,SRPT_L2_Norm,SETF_L2_Norm,FCFS_L2_Norm,RMLF_L2_Norm
40,1062920.6233200107,122366.26310793347,243689.20328976415,316286.41673015297,217131.62049089026
