Processing checkpoints:   0%|          | 0/10 [00:00<?, ?it/s]
Processing arrival rates for checkpoint 1:   0%|          | 0/11 [00:00<?, ?it/s][A2025-02-02 16:37:48,652 - INFO - Starting phase 2 with arrival_rate=20, checkpoint=1
2025-02-02 16:37:48,652 - INFO - Number of bp_parameters to process: 14
2025-02-02 16:37:48,654 - INFO - Processing bp_parameter: {'L': 16.772, 'H': 64}
2025-02-02 16:37:48,654 - INFO - Starting RDYNAMIC run 1 for arrival rate 20
2025-02-02 16:37:48,662 - INFO - Starting RDYNAMIC run 2 for arrival rate 20
2025-02-02 16:37:48,670 - INFO - Starting RDYNAMIC run 3 for arrival rate 20
2025-02-02 16:37:48,678 - INFO - Starting RDYNAMIC run 4 for arrival rate 20
2025-02-02 16:37:48,686 - INFO - Starting RDYNAMIC run 5 for arrival rate 20
2025-02-02 16:37:48,693 - INFO - Starting RDYNAMIC run 6 for arrival rate 20
2025-02-02 16:37:48,701 - INFO - Starting RDYNAMIC run 7 for arrival rate 20
2025-02-02 16:37:48,709 - INFO - Starting RDYNAMIC run 8 for arrival rate 20
2025-02-02 16:37:48,717 - INFO - Starting RDYNAMIC run 9 for arrival rate 20
2025-02-02 16:37:48,725 - INFO - Starting RDYNAMIC run 10 for arrival rate 20
2025-02-02 16:37:48,733 - INFO - Starting Dynamic run 1 for arrival rate 20
2025-02-02 16:37:48,750 - INFO - Starting Dynamic run 2 for arrival rate 20
2025-02-02 16:37:48,767 - INFO - Starting Dynamic run 3 for arrival rate 20
2025-02-02 16:37:48,784 - INFO - Starting Dynamic run 4 for arrival rate 20
2025-02-02 16:37:48,801 - INFO - Starting Dynamic run 5 for arrival rate 20
2025-02-02 16:37:48,818 - INFO - Starting Dynamic run 6 for arrival rate 20
2025-02-02 16:37:48,835 - INFO - Starting Dynamic run 7 for arrival rate 20
2025-02-02 16:37:48,852 - INFO - Starting Dynamic run 8 for arrival rate 20
2025-02-02 16:37:48,869 - INFO - Starting Dynamic run 9 for arrival rate 20
2025-02-02 16:37:48,886 - INFO - Starting Dynamic run 10 for arrival rate 20
2025-02-02 16:37:48,904 - INFO - Processing bp_parameter: {'L': 7.918, 'H': 512}
2025-02-02 16:37:48,904 - INFO - Starting RDYNAMIC run 1 for arrival rate 20
2025-02-02 16:37:48,914 - INFO - Starting RDYNAMIC run 2 for arrival rate 20
2025-02-02 16:37:48,923 - INFO - Starting RDYNAMIC run 3 for arrival rate 20
2025-02-02 16:37:48,932 - INFO - Starting RDYNAMIC run 4 for arrival rate 20
2025-02-02 16:37:48,941 - INFO - Starting RDYNAMIC run 5 for arrival rate 20
