frequency,Dynamic_BAL_njobs50_mode0_L2_norm_flow_time,Dynamic_BAL_njobs50_mode1_L2_norm_flow_time,Dynamic_BAL_njobs50_mode2_L2_norm_flow_time,Dynamic_BAL_njobs50_mode4_L2_norm_flow_time,Dynamic_BAL_njobs50_mode8_L2_norm_flow_time,Dynamic_BAL_njobs50_mode16_L2_norm_flow_time,Dynamic_BAL_njobs50_mode0_maximum_flow_time,Dynamic_BAL_njobs50_mode1_maximum_flow_time,Dynamic_BAL_njobs50_mode2_maximum_flow_time,Dynamic_BAL_njobs50_mode4_maximum_flow_time,Dynamic_BAL_njobs50_mode8_maximum_flow_time,Dynamic_BAL_njobs50_mode16_maximum_flow_time
2,401237.795651,400936.275801,401237.795651,401237.795651,401237.795651,401237.795651,9393.000000,9393.000000,9393.000000,9393.000000,9393.000000,9393.000000
8,650976.762793,646777.531974,650976.762793,650976.762793,650976.762793,650976.762793,11881.000000,21213.000000,11881.000000,11881.000000,11881.000000,11881.000000
16,603530.710506,601629.863896,603530.710506,603530.710506,603530.710506,603530.710506,9620.000000,9823.000000,9620.000000,9620.000000,9620.000000,9620.000000
4096,676725.042934,675930.074734,676561.555832,676725.042934,676725.042934,676725.042934,13278.000000,13278.000000,13278.000000,13278.000000,13278.000000,13278.000000
16384,1039093.243318,1037362.161669,1039060.487955,1039093.243318,1039093.243318,1039093.243318,21203.000000,21203.000000,21203.000000,21203.000000,21203.000000,21203.000000
32,749051.960441,745453.251662,748024.931249,749051.960441,749051.960441,749051.960441,12234.000000,12234.000000,12234.000000,12234.000000,12234.000000,12234.000000
128,966923.160110,961644.966610,965665.334312,966923.160110,966923.160110,966923.160110,16375.000000,16375.000000,16375.000000,16375.000000,16375.000000,16375.000000
2048,755954.318954,722048.959080,748599.313419,755954.318954,755954.318954,755954.318954,18925.000000,31657.000000,18925.000000,18925.000000,18925.000000,18925.000000
4,562654.028664,558828.119216,562654.028664,562654.028664,562654.028664,562654.028664,10719.000000,12129.000000,10719.000000,10719.000000,10719.000000,10719.000000
32768,1660097.280739,1650455.385422,1676955.381205,1687367.622985,1687367.622985,1687367.622985,43315.000000,35712.000000,31957.000000,31059.000000,31059.000000,31059.000000
64,781172.911105,778102.825401,781172.911105,781172.911105,781172.911105,781172.911105,13778.000000,13778.000000,13778.000000,13778.000000,13778.000000,13778.000000
256,1180095.407421,1168165.017438,1180095.407421,1180095.407421,1180095.407421,1180095.407421,21232.000000,21232.000000,21232.000000,21232.000000,21232.000000,21232.000000
512,1016467.310638,1009279.517021,1015405.248710,1016467.310638,1016467.310638,1016467.310638,15615.000000,15615.000000,15615.000000,15615.000000,15615.000000,15615.000000
1024,1463560.267017,1439147.270186,1460651.609000,1463560.267017,1463560.267017,1463560.267017,27426.000000,27426.000000,27426.000000,27426.000000,27426.000000,27426.000000
8192,1762834.667161,1727265.556596,1738150.916508,1762834.667161,1762834.667161,1762834.667161,28076.000000,36112.000000,32313.000000,28076.000000,28076.000000,28076.000000
65536,2332676.037161,2327480.120339,2332676.037161,2332676.037161,2332676.037161,2332676.037161,34412.000000,34412.000000,34412.000000,34412.000000,34412.000000,34412.000000
