frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_maximum_flow_time,Dynamic_BAL_njobs100_mode2_maximum_flow_time,Dynamic_BAL_njobs100_mode3_maximum_flow_time,Dynamic_BAL_njobs100_mode4_maximum_flow_time,Dynamic_BAL_njobs100_mode5_maximum_flow_time,Dynamic_BAL_njobs100_mode6_maximum_flow_time
2,293378.346014,293378.346014,293378.346014,293378.346014,293378.346014,293378.346014,5629.000000,5629.000000,5629.000000,5629.000000,5629.000000,5629.000000
16,406789.767086,406682.314974,406682.314974,406682.314974,406682.314974,406682.314974,8133.000000,8133.000000,8133.000000,8133.000000,8133.000000,8133.000000
4,499460.512670,499460.512670,499460.512670,499460.512670,499460.512670,499460.512670,10417.000000,10417.000000,10417.000000,10417.000000,10417.000000,10417.000000
8,313975.978545,313975.978545,313975.978545,313975.978545,313975.978545,313975.978545,5540.000000,5540.000000,5540.000000,5540.000000,5540.000000,5540.000000
16384,562299.527431,563410.217195,563410.217195,563410.217195,563410.217195,563410.217195,10947.000000,10413.000000,10413.000000,10413.000000,10413.000000,10413.000000
128,755660.174647,755660.174647,755660.174647,755660.174647,755660.174647,755660.174647,13027.000000,13027.000000,13027.000000,13027.000000,13027.000000,13027.000000
64,933570.213260,933570.213260,933570.213260,933570.213260,933570.213260,933570.213260,15725.000000,15725.000000,15725.000000,15725.000000,15725.000000,15725.000000
8192,978815.682720,978815.346525,978815.346525,978815.346525,978815.346525,978815.346525,20894.000000,20894.000000,20894.000000,20894.000000,20894.000000,20894.000000
512,875224.357914,876813.510790,876813.510790,876813.510790,876813.510790,876813.510790,16093.000000,16093.000000,16093.000000,16093.000000,16093.000000,16093.000000
65536,1220758.823192,1220758.823192,1220758.823192,1220758.823192,1220758.823192,1220758.823192,27783.000000,27783.000000,27783.000000,27783.000000,27783.000000,27783.000000
1024,1208369.312385,1208362.495420,1208362.495420,1208362.495420,1208362.495420,1208362.495420,25302.000000,25302.000000,25302.000000,25302.000000,25302.000000,25302.000000
32,970630.219465,970630.219465,970630.219465,970630.219465,970630.219465,970630.219465,14734.000000,14734.000000,14734.000000,14734.000000,14734.000000,14734.000000
2048,792005.736385,793393.213747,793393.213747,793393.213747,793393.213747,793393.213747,13649.000000,13649.000000,13649.000000,13649.000000,13649.000000,13649.000000
256,1144753.829746,1144753.829746,1144753.829746,1144753.829746,1144753.829746,1144753.829746,20436.000000,20436.000000,20436.000000,20436.000000,20436.000000,20436.000000
32768,2714628.823215,2714628.823215,2714628.823215,2714628.823215,2714628.823215,2680933.106595,41519.000000,41519.000000,41519.000000,41519.000000,41519.000000,54524.000000
4096,2033510.069545,2033510.069545,2033510.069545,2033510.069545,2033510.069545,2033510.069545,30537.000000,30537.000000,30537.000000,30537.000000,30537.000000,30537.000000
