frequency,Dynamic_BAL_njobs500_mode0_L2_norm_flow_time,Dynamic_BAL_njobs500_mode1_L2_norm_flow_time,Dynamic_BAL_njobs500_mode2_L2_norm_flow_time,Dynamic_BAL_njobs500_mode4_L2_norm_flow_time,Dynamic_BAL_njobs500_mode8_L2_norm_flow_time,Dynamic_BAL_njobs500_mode16_L2_norm_flow_time,Dynamic_BAL_njobs500_mode0_maximum_flow_time,Dynamic_BAL_njobs500_mode1_maximum_flow_time,Dynamic_BAL_njobs500_mode2_maximum_flow_time,Dynamic_BAL_njobs500_mode4_maximum_flow_time,Dynamic_BAL_njobs500_mode8_maximum_flow_time,Dynamic_BAL_njobs500_mode16_maximum_flow_time
32768,505630.687726,505630.687726,505630.687726,505630.687726,505630.687726,505630.687726,29073.000000,29073.000000,29073.000000,29073.000000,29073.000000,29073.000000
8,840766.597523,840766.597523,840766.597523,840766.597523,840766.597523,840766.597523,12075.000000,12075.000000,12075.000000,12075.000000,12075.000000,12075.000000
32,940345.204758,940345.204758,940345.204758,940345.204758,940345.204758,940345.204758,17894.000000,17894.000000,17894.000000,17894.000000,17894.000000,17894.000000
512,1235610.928990,1245873.467373,1245873.467373,1245873.467373,1245873.467373,1245873.467373,33874.000000,18571.000000,18571.000000,18571.000000,18571.000000,18571.000000
16,700825.316889,700825.316889,700825.316889,700825.316889,700825.316889,700825.316889,15484.000000,15484.000000,15484.000000,15484.000000,15484.000000,15484.000000
4,766298.770892,766298.770892,766298.770892,766298.770892,766298.770892,766298.770892,28134.000000,28134.000000,28134.000000,28134.000000,28134.000000,28134.000000
64,896500.980111,896500.980111,896500.980111,896500.980111,896500.980111,896500.980111,16659.000000,16659.000000,16659.000000,16659.000000,16659.000000,16659.000000
1024,1035011.091543,1035011.091543,1035011.091543,1035011.091543,1035011.091543,1035011.091543,26726.000000,26726.000000,26726.000000,26726.000000,26726.000000,26726.000000
8192,910992.608820,910992.608820,910992.608820,910992.608820,910992.608820,910992.608820,22299.000000,22299.000000,22299.000000,22299.000000,22299.000000,22299.000000
2,403645.591402,403645.591402,403645.591402,403645.591402,403645.591402,403645.591402,24517.000000,24517.000000,24517.000000,24517.000000,24517.000000,24517.000000
128,1018468.434771,1018468.434771,1018468.434771,1018468.434771,1018468.434771,1018468.434771,22105.000000,22105.000000,22105.000000,22105.000000,22105.000000,22105.000000
2048,1396207.689036,1396207.689036,1396207.689036,1396207.689036,1396207.689036,1396207.689036,26436.000000,26436.000000,26436.000000,26436.000000,26436.000000,26436.000000
65536,645303.521898,645303.521898,645303.521898,645303.521898,645303.521898,645303.521898,22149.000000,22149.000000,22149.000000,22149.000000,22149.000000,22149.000000
256,1211073.278612,1211073.278612,1211073.278612,1211073.278612,1211073.278612,1211073.278612,23327.000000,23327.000000,23327.000000,23327.000000,23327.000000,23327.000000
4096,1608961.740406,1634531.943311,1634531.943311,1634531.943311,1634531.943311,1608961.740406,61148.000000,27375.000000,27375.000000,27375.000000,27375.000000,61148.000000
16384,2667163.949589,2667163.949589,2667163.949589,2667163.949589,2667163.949589,2667163.949589,46048.000000,46048.000000,46048.000000,46048.000000,46048.000000,46048.000000
