frequency,Dynamic_BAL_njobs500_mode0_L2_norm_flow_time,Dynamic_BAL_njobs500_mode1_L2_norm_flow_time,Dynamic_BAL_njobs500_mode2_L2_norm_flow_time,Dynamic_BAL_njobs500_mode4_L2_norm_flow_time,Dynamic_BAL_njobs500_mode8_L2_norm_flow_time,Dynamic_BAL_njobs500_mode16_L2_norm_flow_time,Dynamic_BAL_njobs500_mode0_maximum_flow_time,Dynamic_BAL_njobs500_mode1_maximum_flow_time,Dynamic_BAL_njobs500_mode2_maximum_flow_time,Dynamic_BAL_njobs500_mode4_maximum_flow_time,Dynamic_BAL_njobs500_mode8_maximum_flow_time,Dynamic_BAL_njobs500_mode16_maximum_flow_time
16,196985.299322,196985.299322,196985.299322,196985.299322,196985.299322,196985.299322,15241.000000,15241.000000,15241.000000,15241.000000,15241.000000,15241.000000
8,286179.159098,286179.159098,286179.159098,286179.159098,286179.159098,286179.159098,27973.000000,27973.000000,27973.000000,27973.000000,27973.000000,27973.000000
512,603796.511566,603796.511566,603796.511566,603796.511566,603796.511566,603796.511566,21333.000000,21333.000000,21333.000000,21333.000000,21333.000000,21333.000000
2,485362.528067,485362.528067,485362.528067,485362.528067,485362.528067,485362.528067,22486.000000,22486.000000,22486.000000,22486.000000,22486.000000,22486.000000
64,953501.722962,953501.722962,953501.722962,953501.722962,953501.722962,953501.722962,27934.000000,27934.000000,27934.000000,27934.000000,27934.000000,27934.000000
256,931797.049595,931797.049595,931797.049595,931797.049595,931797.049595,931797.049595,25819.000000,25819.000000,25819.000000,25819.000000,25819.000000,25819.000000
4,633639.187398,633639.187398,633639.187398,633639.187398,633639.187398,633639.187398,19358.000000,19358.000000,19358.000000,19358.000000,19358.000000,19358.000000
32,1073078.344768,1073078.344768,1073078.344768,1073078.344768,1073078.344768,1073078.344768,18776.000000,18776.000000,18776.000000,18776.000000,18776.000000,18776.000000
4096,1543935.004414,1543935.004414,1543935.004414,1543935.004414,1543935.004414,1543935.004414,28514.000000,28514.000000,28514.000000,28514.000000,28514.000000,28514.000000
128,975910.954871,975910.954871,975910.954871,975910.954871,975910.954871,975910.954871,26290.000000,26290.000000,26290.000000,26290.000000,26290.000000,26290.000000
2048,1155328.646759,1155328.646759,1155328.646759,1155328.646759,1155328.646759,1155328.646759,18426.000000,18426.000000,18426.000000,18426.000000,18426.000000,18426.000000
32768,2522570.820797,2522570.820797,2522570.820797,2449204.299548,2463476.716976,2522570.820797,49582.000000,49582.000000,49582.000000,54949.000000,83056.000000,49582.000000
16384,1076549.757395,1076549.757395,1076549.757395,1076549.757395,1076549.757395,1076549.757395,21374.000000,21374.000000,21374.000000,21374.000000,21374.000000,21374.000000
1024,996411.661683,996411.661683,996411.661683,996411.661683,996411.661683,996411.661683,25747.000000,25747.000000,25747.000000,25747.000000,25747.000000,25747.000000
65536,2883726.028920,2883726.028920,2883726.028920,2883726.028920,2807134.304353,2883726.028920,59699.000000,59699.000000,59699.000000,59699.000000,94276.000000,59699.000000
8192,1425064.221726,1425064.221726,1425064.221726,1425064.221726,1425064.221726,1425064.221726,25957.000000,25957.000000,25957.000000,25957.000000,25957.000000,25957.000000
