frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,2342172.787479,281933.000000,34.000000
4,2459090.409680,294481.000000,50872.151714
8,2555263.247891,296820.000000,271.886006
16,2538515.698812,304108.000000,12030.271734
32,2810196.929003,293041.000000,80497.933247
64,2311471.257269,293740.000000,10331.384854
128,2250876.359440,290220.000000,191709.302633
256,3099119.089209,296356.000000,236594.570622
512,2388355.073797,280803.000000,108251.883526
1024,2194104.679915,278070.000000,207060.986830
2048,2670576.659798,296508.000000,518952.890455
4096,2445546.231683,296642.000000,915689.869448
8192,3450392.312883,222115.000000,951228.320793
16384,1112723.715173,135667.000000,483026.493355
32768,2310709.143132,176861.000000,1990792.809638
65536,4881566.598883,245125.000000,4118413.217372
