frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,2061631.404107,302426.000000,244.043029
4,1476099.763947,273398.000000,182.576012
8,1860467.931034,290876.000000,3236.879052
16,1350957.071498,273645.000000,262.343287
32,2262540.016289,252882.000000,2065.645904
64,2305764.826732,279483.000000,1255.306337
128,2834172.744563,296465.000000,331697.942191
256,3060897.363172,299861.000000,328315.297467
512,2796460.835627,300512.000000,73274.396599
1024,2953351.838733,290749.000000,601045.508849
2048,3350587.886445,304642.000000,924227.537954
4096,804626.030096,221045.000000,375411.116447
8192,1955193.552027,258149.000000,810303.992068
16384,3670110.987119,282036.000000,683981.901551
32768,3310673.099952,286862.000000,2312037.150500
65536,3450576.327763,251254.000000,3159621.778280
