frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1575849.111466,251096.000000,99.989999
4,1798416.564898,239761.000000,13706.832019
8,752633.646727,164990.000000,162.588437
16,1427295.501788,232996.000000,82855.944120
32,2317595.478420,302136.000000,112542.806620
64,2030258.889956,291700.000000,49712.054021
128,2505010.129997,300236.000000,12989.056779
256,3036430.195334,300399.000000,175278.752959
512,2891799.133852,298045.000000,13779.844375
1024,2336958.745673,297837.000000,230673.628031
2048,3304431.345896,298486.000000,1431793.599450
4096,4395781.912640,304378.000000,773325.338659
8192,2416100.387590,247653.000000,435841.922720
16384,2362318.587909,186151.000000,1474155.007286
32768,2725783.613009,282695.000000,1577232.620046
65536,3899796.220735,295982.000000,0.000000
