frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,893865.650072,161041.000000,155.106415
4,733735.008032,260735.000000,363.910703
8,2207279.916065,298915.000000,12176.436630
16,2053752.641145,276710.000000,204.704665
32,2389609.142205,297667.000000,28409.697042
64,2618943.705325,301827.000000,267376.187530
128,2986279.503574,301761.000000,3741.672754
256,2974526.300374,298446.000000,156427.074431
512,2406241.562780,287838.000000,391294.954681
1024,3256051.650436,301568.000000,443512.899890
2048,3548615.977040,293201.000000,619238.094600
4096,3166256.184597,261452.000000,938390.941588
8192,3478880.064515,294343.000000,1449663.710561
16384,4228324.186422,287131.000000,2580465.879369
32768,2937843.115270,280263.000000,2085397.142962
65536,1682062.269734,192661.000000,0.000000
