frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1846383.308490,293137.000000,62.032250
4,1703260.886573,295920.000000,1421.943388
8,2003219.538827,301689.000000,763.262733
16,1963740.640352,296521.000000,175.906225
32,2016773.964188,280211.000000,237.320458
64,2150163.088176,293010.000000,316.215117
128,2777264.986409,299632.000000,210686.121325
256,2582278.582061,301350.000000,251413.300316
512,3225443.392097,291181.000000,169783.184382
1024,3247993.471841,265024.000000,193264.824293
2048,2492602.441980,261714.000000,736766.656991
4096,2883718.134131,267885.000000,1058216.160253
8192,5054745.746192,297837.000000,1750640.225641
16384,1798825.125373,257196.000000,1019786.512970
32768,4774559.910069,272297.000000,3028857.561715
65536,3732708.511900,291970.000000,2755430.610952
