frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1313062.856290,271591.000000,145.811522
4,2082056.541450,301694.000000,271.771963
8,1869568.402474,302465.000000,239.703984
16,2216665.451746,286224.000000,116.674762
32,1640155.168429,290314.000000,194.386214
64,2398268.116756,298970.000000,234460.854091
128,2488816.536429,297567.000000,39384.575648
256,2769500.823246,301367.000000,41175.861691
512,2916058.076655,291908.000000,466739.993625
1024,3282799.323506,296168.000000,415179.647766
2048,2649834.848887,304916.000000,469329.292189
4096,1915221.570639,276218.000000,365462.580836
8192,3378249.317691,235281.000000,1111469.699859
16384,5610815.429667,303559.000000,4591103.995555
32768,2288735.556714,305833.000000,1274387.847486
65536,1696497.796840,121507.000000,1359231.112450
