frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1576188.729095,228640.000000,155.534562
4,1947984.017974,287289.000000,102.713193
8,1148113.424389,280740.000000,747.592804
16,2451482.979602,299190.000000,382.924274
32,1939011.574646,300269.000000,183.673624
64,2997328.183480,296498.000000,28561.859953
128,1763678.662518,297951.000000,26554.404512
256,2680283.967191,305935.000000,263662.140528
512,3026398.031947,288260.000000,218762.182271
1024,1918908.104054,194469.000000,505407.358188
2048,1786299.542741,300193.000000,538770.004267
4096,674480.033788,181462.000000,258652.808512
8192,2743394.228625,273373.000000,1798437.548550
16384,2778189.663739,254254.000000,1481797.875125
32768,1259795.055576,186996.000000,643472.545044
65536,1808912.973216,143048.000000,1759557.204586
