frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,2291038.473938,253396.000000,124.935984
4,2276348.028636,279744.000000,733.555724
8,1124062.855117,296862.000000,167.394743
16,1460703.887215,184366.000000,3979.065343
32,2719956.497081,252990.000000,1457.453944
64,2208603.970530,302640.000000,135067.569735
128,2636333.678542,265412.000000,132106.877959
256,2953781.026613,295012.000000,590456.210871
512,3341862.449890,298492.000000,116639.805170
1024,3205400.325505,272473.000000,412419.381215
2048,4015594.263774,301008.000000,754394.107480
4096,3122191.031632,289103.000000,1359405.200308
8192,3757747.160128,270372.000000,1313815.307751
16384,3385942.591522,243655.000000,2476747.027195
32768,448946.024369,78686.000000,16853.757029
65536,4797935.783057,299227.000000,4037089.582923
