frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1629508.991683,290333.000000,146.529860
4,2412916.852352,299393.000000,174.045971
8,1734545.677757,301365.000000,134.301899
16,2108089.318414,293045.000000,487.755061
32,3002737.833646,306997.000000,48310.295404
64,1879979.960073,301295.000000,5603.605714
128,2789439.086786,302438.000000,3853.879474
256,2838402.034599,294372.000000,390505.387106
512,3389754.899891,305732.000000,208709.318235
1024,1915579.660228,291201.000000,315517.376929
2048,2029553.272234,247762.000000,506138.947189
4096,2364620.864934,223020.000000,1272826.867918
8192,2732370.593694,256708.000000,1374728.220954
16384,3196503.895005,306192.000000,2004022.920176
32768,1573233.150388,204522.000000,950604.156869
65536,1919910.855665,267213.000000,295446.484460
