frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1717463.729759,283753.000000,237.014767
4,1898206.224836,295559.000000,172.052318
8,1975984.136705,296031.000000,1713.580462
16,2715847.458032,300783.000000,1212.806662
32,2929529.465194,299428.000000,70937.946199
64,1859253.871992,246483.000000,9816.598240
128,2827849.416253,288626.000000,219165.764055
256,3048587.148079,296379.000000,76001.466065
512,3395028.313136,298147.000000,162641.020146
1024,3399074.731590,297039.000000,199195.921499
2048,3169221.039807,297433.000000,840956.987428
4096,2572594.606940,270915.000000,811387.576917
8192,3357177.252690,287311.000000,546821.304573
16384,828395.134874,112792.000000,249571.121583
32768,5345959.443143,301181.000000,2470574.951253
65536,7657410.346030,303250.000000,7602353.788495
