frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,459009.603166,101695.000000,192.111947
4,1644786.697438,299448.000000,1225.104485
8,1842889.092485,275807.000000,5651.488123
16,1475956.029606,240673.000000,324.094122
32,2323795.441328,301425.000000,898.975528
64,2633233.098343,303018.000000,459.994565
128,1761060.940937,245913.000000,119899.513389
256,2217355.846760,282428.000000,149305.101463
512,3244772.384851,300328.000000,134393.110683
1024,3058333.949200,289388.000000,740174.264669
2048,2961056.144311,295606.000000,1081279.618843
4096,2464959.200903,295830.000000,383000.644664
8192,3150773.740316,285497.000000,666578.346663
16384,1859781.877270,201157.000000,569983.074463
32768,1865835.534156,136729.000000,1812737.441823
65536,1969897.118699,180541.000000,1865445.597531
