frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1699186.688120,301465.000000,95.791440
4,1654313.897816,292410.000000,2383.327716
8,1822804.651813,256583.000000,390.260170
16,2762490.418800,263043.000000,86741.328477
32,1917262.243198,292341.000000,222249.832441
64,2529515.320190,300871.000000,7544.155751
128,3111416.944554,303949.000000,444814.665979
256,3116622.460007,288453.000000,198030.025574
512,2524790.771648,296572.000000,245351.154157
1024,2344447.056054,260835.000000,105632.918463
2048,3681019.576323,296657.000000,1338649.628374
4096,2664677.158543,284377.000000,528141.949176
8192,4397958.189451,279633.000000,1655420.911269
16384,2091902.631094,172299.000000,1714965.372444
32768,2050498.939874,239766.000000,946067.286561
65536,962530.751236,98832.000000,0.000000
