frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1951320.611063,303870.000000,202.019801
4,2024126.329597,293526.000000,78.816242
8,1203522.888968,168654.000000,169.534657
16,2083557.996265,256009.000000,88846.653133
32,2665086.843826,281081.000000,652.044477
64,2777398.785669,296915.000000,694.081407
128,2929056.678934,298422.000000,44566.573606
256,2815310.446669,280115.000000,467154.843483
512,3100684.718696,302983.000000,396727.100519
1024,2605437.660472,294132.000000,237512.149698
2048,3884213.225720,292398.000000,1224816.504923
4096,1402993.216623,202641.000000,789518.023480
8192,2440106.897748,288012.000000,1262257.429492
16384,3985506.049367,300344.000000,2322338.466125
32768,4050511.938617,223315.000000,3056824.041548
65536,6893512.599777,304414.000000,6808312.084493
