frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,820969.072707,225829.000000,2398.064011
4,1282753.268690,289894.000000,68.073490
8,2216141.912153,292052.000000,125.614490
16,1023897.887193,169418.000000,55321.212893
32,2685882.668850,292424.000000,163.939013
64,2404851.892486,282224.000000,197.666386
128,2933705.594266,301609.000000,162631.255219
256,3201969.648981,302090.000000,129848.850553
512,1541369.926593,261626.000000,49045.318798
1024,2295007.841281,260925.000000,41129.941405
2048,3156348.172962,287728.000000,790004.349865
4096,4405487.702856,300637.000000,257388.007619
8192,3579958.532353,302577.000000,1509237.102173
16384,2978773.294435,293427.000000,1445632.098173
32768,1627245.043331,168326.000000,731961.520075
65536,5041520.977313,237072.000000,5041232.707429
