frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,952944.903366,275631.000000,325.739159
4,758480.668677,292251.000000,140.296115
8,1896535.296981,298529.000000,132.924791
16,2168822.900178,289526.000000,169.575942
32,2485631.817309,300690.000000,424.744629
64,2660321.558836,300713.000000,196412.414172
128,2748387.049240,298243.000000,242471.037050
256,3300676.792448,290076.000000,120312.686035
512,3845682.936839,299465.000000,577416.235020
1024,3409945.234251,298102.000000,80911.286493
2048,3499122.354104,296275.000000,322985.632674
4096,2963198.996710,286524.000000,1417986.771703
8192,2623878.836767,191736.000000,1629362.856489
16384,4385236.937093,268884.000000,1743686.843314
32768,5168173.084187,274999.000000,1561987.703717
65536,1003912.241959,129590.000000,829275.067542
