frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,837384.125591,242570.000000,227.068272
4,1567585.266090,237672.000000,1266.736358
8,2196326.377085,280951.000000,250.870485
16,2890745.894585,292465.000000,926.746459
32,2666940.411114,299422.000000,11619.810412
64,2288749.426856,302575.000000,6001.243205
128,3141936.515309,297957.000000,32921.573292
256,2751640.644358,305838.000000,284458.682780
512,3098174.335164,302090.000000,403473.303299
1024,3088635.217288,302827.000000,813245.757154
2048,2731604.193000,301691.000000,158676.306527
4096,4074764.366889,281513.000000,1422874.871513
8192,2924546.224939,271931.000000,1401611.964515
16384,4970288.532368,275117.000000,3563487.051185
32768,840117.285763,106278.000000,0.000000
65536,3745484.595985,298937.000000,3172091.919765
