frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,2619896.763169,300243.000000,66.468037
4,1735981.130749,216404.000000,97.683161
8,1911119.479319,277498.000000,205.956306
16,1985515.271893,301008.000000,862.345059
32,2446017.783721,300725.000000,2316.916270
64,2438732.401165,299037.000000,98352.763459
128,2418718.358827,296458.000000,10981.836504
256,3017348.793964,297620.000000,280289.200739
512,2805634.187533,292369.000000,26776.422502
1024,3119105.362969,296414.000000,322568.575216
2048,1598782.802104,303017.000000,47634.810968
4096,2147849.630698,286799.000000,587816.123204
8192,3187453.905520,240810.000000,1214100.046990
16384,2303867.017951,302528.000000,1492515.305630
32768,806601.617791,103469.000000,716604.986895
65536,2679111.407491,292195.000000,1224889.487620
