frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1716309.805397,294022.000000,175.051421
4,2316934.451714,291002.000000,897.626871
8,1367615.037487,221144.000000,219.745307
16,2214025.454566,293145.000000,106036.093110
32,2022316.697147,299578.000000,143.822808
64,2673481.258680,304675.000000,234.497335
128,3120970.357642,300174.000000,54366.896141
256,3029137.565170,305076.000000,71766.054622
512,2604858.156381,286647.000000,275691.343700
1024,3048039.699318,296558.000000,138590.686484
2048,2000895.579059,275698.000000,352986.960252
4096,2307191.718942,287054.000000,214675.437114
8192,2563720.187187,303921.000000,776437.821772
16384,4811782.906757,261172.000000,2861975.728185
32768,2843757.438028,285651.000000,1908173.494505
65536,6340209.942933,297033.000000,6018198.529636
