frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1427730.295285,264401.000000,81.394103
4,2281594.371499,299291.000000,228.317761
8,2164588.260732,301549.000000,187.677916
16,1896191.882244,302201.000000,9692.708497
32,3095080.904263,298979.000000,127324.070772
64,2719866.670179,306855.000000,297239.370358
128,2700532.968366,304536.000000,46816.440424
256,2929298.468147,299397.000000,239361.384302
512,2923174.066013,282313.000000,526025.105758
1024,2847909.829760,296590.000000,396203.548952
2048,2065517.864585,198282.000000,605071.074512
4096,2635385.007504,273134.000000,268347.788266
8192,3199635.743708,297337.000000,1275609.170718
16384,1856195.115469,304909.000000,328943.279515
32768,2262863.181377,248683.000000,956711.455413
65536,2759664.448330,232320.000000,2438838.906422
