frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1405400.254046,250279.000000,2084.609076
4,1149292.490698,295802.000000,99.749687
8,2443787.527356,292015.000000,968.412619
16,2523703.229852,297073.000000,3058.614229
32,2351175.691330,295517.000000,41262.314889
64,2674989.987901,294053.000000,1161.458996
128,2752709.776022,305567.000000,6161.578694
256,1873588.472450,296610.000000,34839.985749
512,3209127.784844,302242.000000,64254.854875
1024,2432599.643163,265371.000000,423659.472511
2048,1681285.579777,213841.000000,490074.761626
4096,2424197.944173,303472.000000,920610.603424
8192,2826561.512161,302897.000000,714326.759247
16384,5337336.949746,298962.000000,3027150.640581
32768,2299213.371912,297666.000000,696641.807972
65536,2549042.160355,172620.000000,2277637.897329
