frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1142640.834750,301119.000000,73.945926
4,1899487.550652,281379.000000,152.663028
8,1269262.799838,282842.000000,5361.049804
16,1737989.771358,300016.000000,253.359428
32,1817600.370229,208056.000000,1439.285934
64,2634873.903927,278566.000000,531.563731
128,2899460.416218,300526.000000,188535.863265
256,2641549.464984,295313.000000,100722.319021
512,3321969.860559,302859.000000,507446.472615
1024,1488393.662051,270058.000000,15476.785325
2048,2769236.774235,302833.000000,350242.861114
4096,1617841.290020,240956.000000,444252.517205
8192,3941892.816618,303392.000000,603668.472920
16384,2742724.024739,223996.000000,1048066.948005
32768,5331702.169509,292079.000000,4715105.644466
65536,78479.418436,19414.000000,64730.737521
